of documents 1 of 1
pinpoint crime hot 1 1
pinpoints crime hot 1 1
place in the 10 11
place in this 2 2
place to hide 1 2
placed on the 2 2
plan for the 1 2
plan to restore 2 1
plate readers on 6 1
platforms and the 3 2
play an important 1 1
players and well 1 1
playing out in 1 1
pleads guilty to 3 1
pleads not guilty 1 1
please contact editor 1 3
please contact editorial 15 4
pleased that these 2 1
plus media solutions 23 4
plusmediasolutions com load 15 4
point a to 2 1
point at which 1 1
point b through 1 1
point in the 1 1
point to the 2 1
pointed out that 3 3
pointing out that 1 2
police and i 1 1
police and prosecutors 2 1
police and the 3 12
police are able 1 1
police are making 2 2
police chief charlie 45 1
police chief in 2 1
police chief s 1 2
police chief says 1 1
police chiefs and 2 1
police commission he 1 1
police community relations 3 9
police continue to 1 1
police data part 1 1
police department and 19 9
police department as 1 1
police department can 1 1
police department city 1 1
police department for 2 3
police department has 12 2
police department in 1 1
police department lapd 5 4
police department s 45 9
police department that 1 1
police department the 10 1
police department which 1 1
police departments and 1 10
police departments as 1 1
police departments in 3 6
police departments the 1 2
police departments to 6 7
police departments will 1 1
police deputy chief 1 1
police divisions property 1 1
police do not 2 3
police i m 1 1
police in the 1 6
police l a 1 1
police officer and 4 1
police officer in 2 4
police officer michael 2 1
police officer they 2 1
police officer who 3 3
police officers and 4 14
police officers are 6 6
police officers arrest 1 1
police officers association 1 1
police officers began 1 1
police officers from 2 2
police officers in 3 11
police officers it 1 1
police officers most 1 1
police officers on 2 1
police officers the 1 2
police officers union 3 2
police officers use 2 1
police officers were 1 1
police officers who 1 10
police officials and 8 1
police on suspicion 1 1
police on the 3 3
police operations comdr 1 1
police presence first 1 1
police protective league 12 4
police respond to 1 1
police station and 1 1
police stations in 2 2
police the upper 1 1
police to report 3 1
police today work 1 1
police union s 2 1
police unions and 1 8
police unions are 2 4
police use of 1 6
police would be 1 1
policies designed to 2 1
policies of the 4 2
policing but to 1 1
policing he said 1 1
policing helps narrow 1 1
policing is a 1 6
policing might infringe 1 1
policing software that 1 1
policing to help 2 2
policing tool helps 1 1
political and social 3 3
political left and 5 2
politics and a 4 1
portion of the 5 3
positive role that 2 1
possible for the 1 1
possible that the 1 1
post digital all 1 1
potential criminals before 1 1
power and influence 1 1
predecessor robert green 1 1
predictive policing helps 1 1
predictive policing might 1 1
predictive policing software 1 1
predictive policing to 2 3
predictive policing tool 1 1
predpol a predictive 1 1
predpol appear to 1 1
predpol should be 1 1
predpol software uses 1 1
predpol was used 1 1
preferential treatment based 1 1
preparing for the 2 2
presence first introduced 1 1
presented the new 1 2
presenting a case 1 1
president barack obama 3 1
president george w 2 1
president of the 27 5
president trump and 1 2
president trump s 9 2
press holdings limited 1 1
presumed to be 8 2
prevent crime in 4 1
primary concern is 3 1
prior to making 1 2
prior to the 1 5
prior to their 2 1
priorities byline brenda 1 1
private attorneys general 3 1
private limited all 23 4
probability that property 1 1
probation and ordered 1 1
problem in the 2 2
problem it s 1 1
problem we have 1 1
problem with the 1 1
problems in the 1 1
problems such as 1 1
process for the 1 1
process such as 1 1
professional basketball players 1 1
professor of criminology 3 2
program designed to 2 2
program in place 2 1
program in the 2 2
program that gives 1 1
program that has 2 1
program that provides 3 1
program that will 1 1
program that would 2 1
programs and services 1 4
programs like the 4 3
programs such as 2 2
progress against the 1 1
progress byline kate 1 1
progress to a 1 1
progress to harder 1 1
project is the 1 3
promoted to the 2 1
proof that the 1 1
propensity for violence 4 1
propensity to commit 1 1
property crime adapting 1 1
property crime figures 1 1
property crimes are 1 1
property crimes decreased 1 1
property crimes he 1 1
property crimes like 1 1
property crimes these 1 1
property crimes will 1 1
proportion of the 1 1
proposed in the 1 1
protect the public 6 1
protective league the 3 1
protective league with 1 1
prove effective in 1 1
proved to be 1 2
provide a police 1 2
provide opportunities for 1 1
provide specific details 1 1
provided by law 1 1
provided by the 1 4
providing affordable housing 1 1
providing them with 1 1
public defender s 1 1
public interest in 6 1
public on the 6 1
public records act 6 1
public s right 2 1
public safety a 2 2
public safety agencies 1 2
public safety and 6 4
public safety the 2 1
public should have 1 1
public support for 1 1
public to become 1 1
public to lock 1 1
publication type newspaper 440 13
publication type newswire 23 4
publication type web 3 1
published by ht 1 1
pursuant to the 2 2
put officers in 1 1
put up a 1 2
quality of life 13 6
query regarding this 15 4
query with respect 1 3
question of the 22 2
question of what 4 2
questions about whether 4 2
questions raised by 1 2
questions such as 1 1
quoted as saying 1 1
r rodriguez by 1 1
r rodriguez from 1 1
r rodriguez was 1 1
race and class 1 11
race color religion 2 4
race ethnicity and 3 3
race ethnicity or 3 1
race gap in 1 2
race in america 2 1
race or ethnicity 1 1
race religion gender 1 1
racial disparities in 1 15
racial disparity in 3 3
racist and homophobic 2 1
raised by the 2 2
raised concerns about 2 1
raised in reseda 1 1
raised in the 1 4
rampart area before 1 1
ranging from the 3 4
rank and file 3 153
ranks sherman recently 1 1
rate of violent 1 1
rates in a 1 2
rates of the 6 1
rather now is 1 1
rather than a 4 6
rather than an 2 1
rather than being 4 2
rather than the 4 9
re chasing a 1 1
re driving from 1 1
re going to 10 5
re in the 1 3
re more effective 1 1
re scrutinized like 1 1
re seeing a 3 1
re trying to 5 1
reach out to 2 1
reaction to the 1 4
reality is that 1 2
really cared about 2 1
really know what 1 1
reason to create 1 1
recent instances of 1 1
recent report from 1 1
recent spate of 2 2
recent wave of 1 1
recent years have 1 1
recently flared much 1 1
recently in the 4 1
recently served as 1 1
recognize the significant 1 1
recommendations to the 1 1
recorded at a 1 1
recruits his father 1 1
reduce the risk 2 1
reduced crime by 2 2
reducing crime and 4 1
reduction and public 3 3
reduction in the 2 2
reductions in crime 1 1
reentry and the 1 1
refer to the 1 1
referred to as 3 7
referred to the 1 1
refers to a 2 1
reflect on the 2 1
reforms such as 2 2
regarding this article 15 4
regardless of their 4 2
regional news length 3 2
rejected by the 2 1
related killings the 1 1
related shootings which 1 1
related to a 1 2
related to the 19 10
relates to the 1 3
relationship between the 1 8
relative to the 1 1
relatively small number 1 1
relentless focus on 1 1
relied on a 1 1
reminiscent of the 4 2
replaced by anything 1 1
report by the 3 1
report concluded that 4 1
report in which 1 1
report last december 1 1
report on the 1 7
report to the 1 2
reported double digit 1 1
reported halfway through 1 1
reported that a 13 1
reported that the 6 1
reported to police 1 1
reports that the 2 1
reports to the 1 1
representative of the 1 4
representative sample of 1 1
representatives from the 3 2
representatives of the 2 2
represented by a 1 1
representing rank and 1 2
request for information 1 3
required by law 1 1
requirement please contact 1 3
requires that the 1 1
requiring police to 2 1
requiring that the 1 1
research from the 1 1
reseda from his 1 1
reserved 1 reserved  1
reserved of documents 451 16
resident who had 1 1
residents and the 2 1
residents in the 1 3
residents of the 3 2
residents to talk 1 1
resides primarily in 1 1
resources in terms 1 1
resources to target 1 1
respect to the 2 1
respect to this 1 3
respond to the 5 3
responded to the 10 1
response to a 1 4
response to the 8 10
response to their 1 2
responsibility for its 1 1
responsible for the 1 3
rest of the 15 3
restore safety in 2 1
result in a 2 5
result in an 2 1
result of an 2 1
result of the 19 4
result of their 2 1
resulted in a 9 2
resulted in an 3 2
resulted in better 1 2
resulted in people 1 1
resulted in the 5 1
retired from the 2 1
return to the 7 3
returned to the 2 1
revealed that the 1 1
review of the 3 2
reviewed by the 1 1
right after the 1 2
right direction and 1 1
right now the 1 1
right to a 5 1
right to be 6 3
rights activists have 1 1
rights of african 2 1
rights reserved 1 rights 1
rights reserved of 451 16
rings on the 2 1
rise in crime 8 2
rise in hate 10 2
rise in the 4 1
rise more he 1 1
rise to the 1 4
risen about in 1 1
risen for a 1 1
rising crime in 1 1
rising crime rates 5 2
risk of being 2 2
robert green was 1 1
robust system of 1 1
rodriguez attributed the 1 1
rodriguez by his 1 1
rodriguez from the 1 1
rodriguez was a 2 2
rodriguez who became 1 1
rodriguez who heads 1 1
rodriguez who thinks 1 1
role in a 5 1
role in making 1 1
role in the 3 3
role that police 2 1
rose by roughly 1 1
roughly aggravated assaults 1 1
roughly percent of 1 1
roughly the same 1 1
rule of law 7 6
run ins with 2 2
s a good 1 2
s a new 1 1
s ability to 8 9
s adherence to 1 1
s aggressive stance 1 1
s and s 5 10
s approach to 1 1
s arrest the 1 1
s at the 1 2
s attack on 2 2
s attorney for 1 1
s attorney general 6 2
s attorney s 18 3
s call for 1 2
s car for 1 1
s census bureau 1 2
s challenge is 1 1
s civil rights 2 1
s claims are 1 1
s comments about 2 1
s commitment to 2 3
s customs and 3 1
s daughter and 3 1
s daughters is 1 1
s decision to 2 5
s department and 15 1
s department in 4 3
s department of 12 13
s determined to 1 1
s effect on 2 1
s efforts to 10 9
s experience by 1 1
s experience is 6 1
s financial and 1 1
s first major 1 1
s goal is 1 1
s got his 1 1
s got to 2 2
s government accountability 2 1
s handling of 1 1
s home to 1 1
s immigrant communities 1 1
s immigration status 13 1
s impossible to 2 2
s in the 4 1
s it was 1 1
s largest cities 10 1
s largest police 1 1
s law enforcement 1 3
s law which 2 1
s license or 2 1
s midyear numbers 1 1
s name is 1 1
s new chief 1 1
s new transit 1 1
s not a 1 1
s not the 2 1
s numbers a 1 1
s office and 14 7
s office of 6 10
s office s 1 1
s office the 29 1
s one of 6 1
s operations valley 6 1
s participation in 1 1
s police department 3 3
s police officers 1 2
s population of 1 1
s public safety 2 1
s report on 1 1
s right to 3 4
s role in 2 3
s social media 1 2
s story and 3 1
s strategic action 1 1
s stubborn uptick 1 1
s supreme court 3 3
s the constant 1 1
s third largest 1 2
s to a 4 1
s training division 1 1
s when the 1 3
s year old 1 1
safeguard their neighborhoods 1 1
safeguards in place 2 1
safety and to 1 1
safety in our 2 1
safety is at 2 1
safety of our 3 1
said but he 2 1
said but property 1 1
said but we 4 1
said comdr rodriguez 1 1
said commander jorge 1 1
said craig lally 1 1
said for sherman 1 1
said has risen 1 1
said he aims 1 1
said he hoped 3 1
said he s 6 1
said he would 4 1
said i think 2 1
said it is 2 1
said it s 20 1
said it was 22 1
said kate mather 1 1
said load date 24 1
said next thing 1 1
said no matter 1 1
said one of 5 1
said our biggest 1 1
said sherman who 1 1
said sherman with 1 1
said so what 1 1
said sometimes they 1 1
said that the 7 1
said the county 3 2
said the department 14 1
said the seven 1 1
said thursday calling 1 1
said to be 1 1
said we are 2 2
said we have 4 1
said we re 3 1
said which he 1 1
said you ve 1 1
same kind of 2 1
same time period 5 1
same way that 1 2
san bernardino california 1 1
san bernardino county 16 1
san diego county 2 2
san diego union 1 1
san fernando valley 78 2
san francisco and 5 2
san francisco bay 2 1
san francisco police 1 2
san francisco s 1 2
san francisco the 4 1
saw on the 1 2
saw some crimes 1 1
saying that the 4 1
saying you re 1 1
says she was 1 1
school students or 1 1
science fiction film 1 1
scng com bgazzar 23 1
scope of that 1 2
scrutinized like we 1 1
scrutiny of police 1 2
search for the 5 1
season that typically 2 1
seattle police officers 1 3
second consecutive year 3 1
section a a 299 1
section california metro 25 1
section home length 1 1
section of the 4 6
section state and 3 2
security is a 1 2
security of our 2 1
see crime drop 1 1
see in the 3 1
see that at 5 1
see the most 1 1
seem like a 2 2
seem to be 4 4
seem to have 1 1
seems to be 5 4
seems to have 1 2
seen as a 3 1
seen in a 2 2
seen in the 1 5
sends a message 2 1
sentenced to death 1 2
sentenced to years 20 1
sentencing right now 1 1
separation of powers 1 3
september language english 29 1
series of public 1 1
serious concerns about 1 1
serious crime is 1 3
seriousness of the 6 1
serve as a 1 6
serve as the 3 3
serve some of 4 1
served as a 3 1
served as the 2 3
served by the 1 1
serves as an 1 3
service and the 7 1
services and is 1 1
services appear to 2 1
services at the 1 1
services bureau with 1 1
services for the 6 2
services htlive com 1 1
services such as 2 1
services with permission 1 1
serving as a 1 1
serving as the 1 1
set of rules 2 1
set to be 1 1
set up and 1 1
set up for 1 1
seven los angeles 1 1
seven of the 1 1
share information with 1 1
share of the 1 1
shared across the 2 1
shared the lapd 1 1
shared their stories 1 1
sharp increase in 1 1
sharpen his pencil 2 1
she continued to 1 1
she could not 1 2
she did not 3 1
she had been 7 2
she had not 5 1
she had seen 1 1
she had to 3 1
she has a 1 2
she has been 5 1
she s a 4 1
she said it 4 1
she told him 2 1
she was the 1 1
shed light on 1 1
sheriff s department 189 6
sherman as a 1 1
sherman commanding officer 1 1
sherman declares his 1 1
sherman full text 1 1
sherman joined the 1 1
sherman recently served 1 1
sherman retired from 1 1
sherman s challenge 1 1
sherman s daughters 1 1
sherman said but 1 1
sherman said he 2 2
sherman who is 1 1
sherman who was 1 1
sherman with his 1 1
shifting department resources 1 1
shifting metropolitan division 1 1
shooting death of 2 1
shootings which resulted 1 1
shot and killed 10 5
shot michael brown 4 1
should also be 1 3
should be a 1 1
should be able 1 5
should be made 1 1
should be subject 1 1
should be taken 1 1
should be used 2 3
should focus on 8 1
should have access 1 1
should not be 6 11
should not take 1 1
should seek to 4 1
shouldn t be 4 2
show up at 1 1
showed up to 2 1
shown in the 1 1
shown to be 1 2
shut down the 1 1
shy of the 1 1
side of the 12 3
side sherman joined 1 1
sides of the 2 1
sign that police 2 2
sign up for 1 1
signed into law 2 2
significant amount of 2 3
significant change this 1 1
significant effect on 2 3
significant increase in 4 2
significant number of 3 2
significantly higher than 1 1
similar claims as 2 1
similar to the 3 4
similarities and differences 1 1
since i am 1 1
since then i 1 1
singapore july thursday 1 1
singapore press holdings 1 1
site of a 1 1
six months of 6 2
six of the 1 1
size of its 1 1
size of the 2 1
skin color and 2 1
small fraction of 4 3
small number of 10 2
small percentage of 3 1
smartphones and tablets 6 1
so far this 4 1
so i try 1 1
so many have 4 1
so much of 1 1
so that the 1 3
so that they 1 2
so they have 1 1
so we can 1 1
so what we 1 1
so you can 1 1
social media a 5 2
social media and 4 12
social media are 4 1
social media does 1 1
social media followers 1 1
social media in 1 1
social media is 2 1
social media sites 1 1
social media to 1 1
social networks like 1 1
society and that 2 1
society for the 1 1
software that pinpoints 1 1
software uses historical 1 1
solutions private limited 23 4
some assistance from 1 2
some crime fighting 1 1
some crimes last 1 1
some departments have 1 1
some instances the 2 1
some kind of 6 5
some kinds of 4 1
some of its 2 1
some of our 1 1
some of the 38 33
some of their 1 2
some of those 7 1
some of whom 12 1
some offences he 1 1
some or all 2 2
some parts of 4 1
some responsibility for 1 1
something that happens 1 1
sometimes referred to 3 1
sometimes they re 1 1
soon as possible 1 1
sorts of challenges 1 1
sources such as 3 2
speak out against 2 1
speak to the 1 1
speaker at the 1 1
speaker yesterday at 1 1
specifically on the 3 1
specifics of the 10 3
spike in crime 6 1
spoke about the 1 2
spoke in favor 4 1
spokesman for the 12 1
spots based on 1 1
spots in the 1 1
spots with metro 1 1
st louis police 4 2
stabilized us faced 1 1
standard of living 2 1
start of the 2 1
started their drug 1 1
state and county 3 1
state and federal 11 5
state and local 21 33
state and regional 3 4
state as a 2 1
state beck crime 1 1
state of emergency 1 2
state with the 1 1
stated that violent 1 1
states like colorado 1 1
states since the 1 1
statewide coalition of 1 1
stating that the 1 2
stations in los 1 1
stations in the 1 1
status as a 1 1
statutes of limitation 1 1
stay away from 4 1
steal cars or 1 1
stem property crime 1 1
stemming from a 5 1
stems from a 1 1
step back and 1 1
step in to 2 1
still homicides increased 1 1
still in the 1 4
still need the 1 1
still significantly higher 1 1
stood up to 2 2
stop based on 4 1
story and the 1 1
straight year in 2 1
straits times a 1 1
straits times singapore 1 1
strategic action plan 1 1
strategies and tactics 1 1
street in the 2 1
street level drug 2 1
street noting that 1 1
streets of san 1 1
strong and compassionate 1 1
stubborn uptick in 1 1
student at the 10 1
study also found 1 1
study conducted by 2 2
study found that 2 2
study highlighting the 1 1
subject to a 2 2
subjected to a 1 1
succeed the president 1 1
success in community 1 1
such a hearing 1 1
such as a 1 8
such as an 2 3
such as race 2 6
such as san 1 1
such as state 3 2
such as the 11 38
such as traffic 6 1
such as whether 1 1
such decrease since 1 1
suffer from a 1 2
summer months upon 2 1
sunday home edition 3 1
supervision of the 1 1
support division and 1 1
support of the 9 4
support your drug 1 1
supporters of the 1 1
supposed to be 3 3
supposed to the 1 2
supreme court decisions 1 1
supreme court has 11 14
supreme court in 2 5
sure that the 2 1
suspect description was 1 1
suspect that the 1 1
suspected of a 2 1
suspected of being 10 1
suspected of violating 2 1
suspects have been 1 1
suspicion of an 4 1
system has been 4 1
system in the 1 3
system is working 1 2
system it is 5 1
t go back 1 2
t have a 6 2
t have anyone 6 1
t have done 1 1
t have to 7 1
t know if 4 1
t know the 2 2
t matter it 3 1
t mean we 3 1
t need to 2 1
t see that 5 1
t supposed to 1 3
t want to 13 2
tactics that can 1 1
take advantage of 1 5
take care of 1 2
take on the 8 1
take up the 1 3
taking advantage of 1 1
taking into account 1 1
taking on a 3 1
taking part in 1 3
talk to their 1 1
talking about a 5 1
tapped to lead 1 1
target violent crime 2 2
targeting african americans 4 1
task force on 10 8
task force to 6 2
team with the 1 1
technology in the 1 1
technology you have 1 1
tell our officers 1 1
tells the story 1 1
tend to be 4 3
tend to have 1 3
tens of thousands 4 1
terms of the 3 8
texas a m 2 1
text panorama city 1 1
than a decade 5 3
than a year 4 1
than four times 2 1
than half of 14 1
than in the 5 2
than it was 3 2
than million and 2 1
than one week 1 1
than others but 1 2
than people in 1 1
than social media 1 1
than that for 4 1
than the increase 1 1
than the one 4 3
than to the 2 1
than when compared 1 1
thanks to the 6 4
that a judge 1 1
that allows agencies 6 1
that an increase 1 1
that appears to 6 1
that are more 1 3
that are not 1 12
that as a 2 2
that at least 3 1
that began in 1 3
that both of 3 1
that brought together 1 1
that by the 1 2
that can be 3 15
that can get 1 1
that can make 4 1
that can prove 1 1
that cannot be 1 1
that could be 11 10
that could lead 4 1
that despite the 2 2
that did not 3 4
that does not 6 4
that doesn t 9 3
that during the 1 2
that enthusiasm and 1 1
that even if 6 3
that focus on 8 3
that focuses on 2 1
that gave rise 1 2
that had a 6 2
that had been 5 6
that has a 1 1
that has been 4 10
that have been 1 6
that have long 2 1
that have yet 1 1
that he could 2 2
that he has 5 3
that he was 9 5
that he would 4 3
that i have 5 1
that i was 2 1
that in a 1 1
that in the 6 16
that included a 1 1
that includes a 1 1
that is a 1 1
that is not 3 7
that is so 2 1
that is the 1 1
that is what 1 1
that it had 2 1
that it has 2 2
that it is 9 14
that it s 7 1
that it seemed 1 1
that it was 10 5
that it would 4 1
that law enforcement 6 3
that led to 7 3
that many of 6 2
that marijuana is 2 1
that might not 3 1
that more than 9 2
that must be 5 3
that needs to 2 2
that no one 1 3
that occurred in 4 3
that of the 6 6
that one of 2 2
that people have 2 1
that people in 1 1
that people were 1 1
that pinpoints crime 1 1
that police are 2 3
that police officers 1 7
that predictive policing 2 2
that predpol should 1 1
that property crimes 1 1
that provides some 3 1
that reflect the 1 1
that resulted in 10 1
that s a 20 2
that s how 1 2
that s it 1 1
that s just 2 2
that s not 8 1
that s our 12 1
that s the 7 1
that s what 10 3
that s when 7 2
that same year 2 1
that she could 1 2
that she had 5 2
that she was 6 1
that shouldn t 1 1
that some of 4 3
that some people 2 1
that takes place 1 1
that the board 1 2
that the city 17 8
that the combination 1 1
that the community 2 1
that the county 1 2
that the court 1 5
that the crime 4 1
that the data 1 5
that the defendant 1 1
that the defense 2 1
that the department 11 3
that the evidence 1 1
that the government 1 7
that the justice 2 2
that the lapd 9 2
that the mayor 3 1
that the new 1 3
that the officer 1 2
that the police 3 18
that the reforms 3 1
that the state 1 1
that the time 2 1
that the us 1 2
that there are 1 5
that there is 2 12
that there was 6 2
that these incidents 3 1
that they are 8 11
that they believe 2 2
that they can 1 3
that they did 4 1
that they had 3 1
that they have 3 4
that they may 2 2
that they should 1 4
that they were 7 3
that they will 1 3
that this is 1 3
that this was 1 1
that typically brings 2 1
that u s 2 1
that unless the 6 1
that violent crime 7 2
that was identical 1 1
that was in 2 1
that was used 1 1
that we are 1 1
that we do 1 1
that we have 5 3
that we will 1 2
that went viral 2 2
that were not 1 1
that when the 4 2
that will allow 1 4
that will be 1 3
that will help 4 1
that work beck 1 1
that work to 2 1
that would have 5 3
that would lead 1 2
that would make 4 3
that you are 2 3
that you believe 1 1
the ability to 5 14
the accuracy of 2 1
the aclu and 6 2
the aclu of 6 2
the act of 8 3
the actions of 2 2
the administration of 1 1
the administration would 2 1
the admission of 2 1
the aftermath of 3 4
the age of 2 12
the agency is 2 4
the agency may 1 2
the agency of 1 1
the agency s 9 9
the agency to 3 5
the air force 1 1
the alleged incident 6 1
the allocation of 2 1
the american civil 7 5
the amount of 1 9
the anaheim police 3 1
the area a 6 1
the area and 6 1
the area of 21 3
the argument that 7 1
the arrest and 2 1
the assistant to 1 1
the associated press 64 1
the association of 7 1
the attention of 8 1
the attorney general 4 1
the author of 6 2
the authority to 1 2
the back but 1 1
the back of 6 6
the back seat 2 1
the background of 1 1
the basis of 1 52
the beauty of 1 1
the beginning of 11 5
the behavior of 1 3
the benefit of 2 2
the benefits of 5 26
the best way 1 3
the biggest problem 1 1
the bill would 1 2
the blue ribbon 3 2
the board of 18 3
the body of 6 1
the boom in 1 1
the bottom line 2 1
the boundaries of 1 2
the bulk of 3 2
the bureau of 13 2
the bus stop 2 1
the business of 2 2
the call for 1 3
the case against 7 4
the case are 3 1
the case for 1 8
the case in 3 2
the case of 3 14
the case on 8 1
the case that 1 7
the cause of 3 1
the center for 14 1
the center of 3 4
the center s 12 1
the challenges and 1 1
the chamber of 2 1
the charges against 3 1
the chicago police 1 7
the chief of 1 5
the circumstances surrounding 1 1
the city and 9 7
the city as 9 1
the city byline 1 1
the city for 4 3
the city has 6 1
the city have 3 1
the city in 13 2
the city is 6 2
the city of 52 18
the city or 1 1
the city rose 1 1
the city s 66 20
the city safe 4 1
the city that 3 4
the city though 1 1
the city to 3 1
the city was 1 1
the city would 9 1
the civil rights 4 16
the claim that 6 3
the clerk s 8 2
the collection of 2 4
the color of 2 4
the combination of 1 3
the commanding officer 1 1
the commission is 4 2
the commission s 4 1
the commission was 1 1
the commission would 3 1
the community and 1 3
the community by 1 1
the community human 1 1
the community involved 1 1
the community law 2 1
the community to 2 1
the company s 1 2
the concept of 3 12
the concerns about 4 2
the conditions of 1 2
the consequences of 1 16
the constant application 1 1
the construction of 2 1
the control of 1 6
the cost to 6 1
the costs of 8 5
the country and 7 1
the country in 2 3
the country s 2 1
the country that 3 1
the county and 1 5
the county is 2 21
the county s 18 77
the county the 4 8
the county to 1 3
the county was 3 5
the course of 6 3
the court did 1 1
the court does 1 1
the court reviewed 1 1
the court to 1 1
the creation of 8 15
the crime and 7 1
the crime rate 1 3
the criminal justice 21 33
the criteria for 1 1
the culture of 1 6
the daily news 111 1
the data and 1 5
the data in 1 1
the data to 4 1
the data would 6 1
the datasets and 2 1
the days following 1 1
the death of 19 6
the death penalty 31 1
the decriminalisation of 1 1
the defense is 2 1
the definition of 4 1
the democratic process 3 2
the department and 5 3
the department for 3 1
the department has 11 2
the department of 23 21
the department s 47 21
the department the 1 1
the department were 1 1
the department when 2 1
the department would 3 1
the details of 1 2
the development of 1 14
the devonshire and 1 1
the devonshire division 2 1
the devonshire operations 1 1
the difficulty of 1 3
the direction of 1 1
the director in 1 1
the discovery of 3 1
the disparate impact 1 16
the distribution of 7 6
the district attorney 20 1
the door to 2 3
the driving force 1 1
the drug problem 1 1
the drug war 2 3
the drugs from 1 1
the drugs in 1 1
the early s 4 13
the early th 3 1
the editors of 1 1
the effects of 4 21
the efforts of 1 1
the elderly and 2 1
the end of 17 8
the entire year 1 1
the eve of 8 3
the evidence that 1 2
the exact same 1 2
the example of 4 4
the exception of 1 1
the executive branch 1 5
the exemption for 6 1
the expense and 1 1
the experience of 2 4
the expertise and 1 1
the face of 10 8
the fact and 2 1
the fact that 15 15
the failure to 1 1
the fate of 1 1
the fbi s 22 1
the fbi the 2 1
the fbi with 1 1
the fear of 1 5
the fear that 1 1
the federal agency 1 1
the federal government 31 25
the feds to 4 1
the field the 1 2
the figures at 1 1
the fire department 1 1
the first half 16 1
the first of 4 2
the first person 2 1
the first place 5 6
the first six 7 2
the first step 2 3
the first such 1 1
the first time 11 3
the first to 1 1
the first two 8 6
the flow of 2 1
the following news 22 5
the following press 1 1
the following year 3 2
the force of 1 2
the forefront of 2 3
the form of 1 17
the formation of 5 1
the former director 4 1
the founder of 2 2
the functions of 1 1
the future of 1 14
the futuristic science 1 1
the genesis of 1 1
the goal is 4 2
the goal of 6 9
the goal was 1 1
the government in 2 1
the government s 1 22
the government to 1 4
the government will 1 3
the greater concern 1 1
the group s 5 1
the group was 4 1
the growth in 2 1
the guardian newspaper 1 1
the guise of 1 1
the hands of 12 8
the head of 2 3
the heart of 2 6
the helm last 1 1
the help of 1 4
the highest rate 2 1
the hip hop 1 1
the hiring of 1 2
the home in 4 2
the home of 6 1
the homeless in 4 1
the hot summer 2 1
the human element 1 2
the identification of 1 4
the identity of 3 3
the immigration and 2 4
the immigration status 4 1
the impact of 2 19
the implications of 4 1
the importance of 2 19
the incident the 4 1
the incident when 1 1
the inclusion of 2 11
the increase in 16 5
the increase the 1 1
the increases in 2 1
the individual and 1 1
the influence of 5 5
the integrity of 2 1
the intent to 2 1
the interest of 2 2
the international association 1 1
the internet and 8 2
the interpol world 2 2
the intersection of 6 2
the investigation and 1 1
the investigation of 3 3
the issue of 2 6
the issue on 5 1
the issue was 1 1
the jump the 1 1
the jurisdiction s 1 6
the justice department 22 7
the justice system 7 4
the key to 3 1
the killed a 1 1
the kind of 6 13
the la and 1 1
the lack of 10 6
the lapd an 1 1
the lapd announced 2 1
the lapd as 2 1
the lapd flooded 1 1
the lapd in 3 2
the lapd is 5 1
the lapd reported 2 2
the lapd s 34 3
the lapd to 2 1
the lapd was 4 1
the lapd would 1 1
the large scale 2 3
the last two 8 3
the last year 8 6
the last years 9 1
the launch of 1 3
the law and 1 31
the law enforcement 13 8
the law for 1 1
the law in 3 3
the law is 1 5
the law of 1 8
the leadership and 2 1
the leadership of 2 2
the legal and 5 2
the legal limit 1 1
the legal system 1 6
the legalisation of 1 1
the legitimacy of 1 14
the level of 1 8
the leveling off 1 1
the license plate 1 1
the life of 1 2
the likelihood of 1 5
the likelihood that 2 4
the list of 2 2
the lives of 4 5
the location of 2 3
the los angeles 496 14
the loss of 5 2
the lower court 5 1
the majority of 8 2
the man told 1 1
the man was 13 1
the man who 8 1
the mayor and 13 1
the mayor s 25 4
the mayor was 3 1
the meaning of 1 5
the men and 1 1
the merits of 1 2
the mid s 1 5
the middle class 1 1
the middle of 2 2
the midst of 3 3
the midyear mark 2 2
the millions of 1 1
the minds of 2 2
the most important 5 9
the most part 1 1
the most prominent 1 2
the most recent 10 2
the most significant 2 5
the most vulnerable 3 4
the murder of 4 1
the name of 3 8
the narcotics to 2 1
the nation s 10 6
the nation the 1 2
the nation to 7 1
the national association 5 1
the national level 1 1
the nature of 2 19
the need for 5 19
the need to 5 17
the neighborhood level 4 1
the neighborhoods where 2 1
the new administration 3 1
the new chief 1 1
the new effort 2 1
the new york 7 19
the new yorker 3 1
the news and 4 1
the next day 5 2
the next five 1 3
the next level 2 1
the next several 1 2
the no spot 1 1
the number is 1 1
the number of 70 29
the oakland police 2 2
the obama administration 2 7
the off duty 7 1
the office of 22 10
the officer in 1 1
the officer s 5 4
the officer who 2 1
the officers and 1 1
the officers who 2 2
the one that 1 1
the only one 4 1
the operations valley 2 1
the opportunity to 1 9
the option to 1 2
the original complaint 1 4
the origins of 1 6
the other a 1 1
the other end 1 1
the other side 5 1
the other six 2 2
the outset of 4 3
the parking lot 3 2
the part of 3 4
the passage of 10 5
the past but 1 1
the past few 13 3
the past four 1 1
the past three 11 3
the past two 4 3
the people in 1 1
the people who 2 2
the percentage of 1 6
the perception of 3 2
the perils of 4 2
the person was 1 1
the person who 6 1
the perspectives of 1 1
the pervasiveness of 2 1
the point at 1 1
the point of 1 1
the police and 1 33
the police are 1 11
