of 1 of 1
substitute for 1 3
suburb of 9 1
suburban st 4 1
succeed in 1 1
succeed the 1 1
success and 1 3
success in 5 5
success that 2 1
successful in 1 1
such a 11 36
such an 6 17
such as 78 217
such cases 1 2
such charges 1 1
such decrease 1 1
such incidents 11 1
such legislation 2 1
such reforms 2 2
sue over 1 2
suffer from 1 5
suffered a 3 1
suffering from 3 1
suggest that 1 21
suggested that 1 13
suggesting that 2 9
suggestion that 1 1
suggestions are 1 1
suggestions that 1 1
suggests that 3 21
suggests the 3 1
suit and 1 1
suitable for 1 1
summarizes the 1 1
summer months 2 1
sunday home 3 1
sunday the 2 1
superiors in 2 1
supervision and 6 4
supervision by 1 1
supervision of 1 1
supervisors in 1 1
supervisors who 2 1
support a 5 1
support and 2 7
support division 1 1
support for 16 18
support from 1 9
support of 14 9
support the 3 7
support their 1 2
support your 1 1
supported by 1 6
supporter of 2 1
supporters of 4 2
supporting the 2 4
supportive of 2 3
supports the 5 1
supposed to 10 13
supreme court 34 73
sure how 1 1
sure that 4 1
sure the 1 3
sure we 4 1
surprise that 1 3
surrounded by 3 2
surrounding the 6 8
surveillance cameras 1 1
surveillance for 2 2
survey of 6 4
surveys are 1 1
survive the 1 1
suspect and 10 4
suspect as 1 1
suspect description 2 3
suspect is 5 1
suspect or 2 1
suspect s 6 2
suspect that 1 1
suspect the 2 1
suspected of 47 13
suspects and 3 2
suspects are 7 1
suspects but 1 1
suspects have 6 1
suspects in 2 1
suspects on 1 1
suspects that 4 4
suspects the 1 1
suspects with 1 1
suspects would 4 1
suspended for 2 1
suspicion of 77 5
suspicious in 2 1
sustained effort 2 1
swat teams 4 1
swaths of 1 2
swollen and 1 1
sworn officers 1 3
symbol of 1 1
symposium on 4 1
syria and 4 1
syrian refugees 1 5
system and 3 18
system are 6 1
system because 3 2
system can 1 1
system has 4 4
system in 1 10
system is 1 14
system it 6 1
system of 3 15
system or 2 1
system should 4 3
system that 1 20
system the 5 6
system these 1 1
system to 9 10
system which 3 8
system with 4 3
systems and 2 13
systems in 2 10
systems that 1 11
systems they 1 1
t afraid 3 1
t always 2 1
t be 20 6
t come 2 2
t do 2 2
t even 2 2
t fix 1 1
t get 17 4
t go 3 3
t happen 1 1
t have 42 6
t just 2 11
t know 33 5
t matter 3 2
t mean 7 2
t necessarily 9 1
t need 2 4
t o 5 1
t really 6 1
t say 8 2
t see 9 2
t supposed 1 3
t tell 2 1
t the 4 1
t u 1 1
t understand 2 1
t want 17 4
tactics that 1 5
take a 11 9
take action 2 1
take advantage 1 5
take care 1 2
take him 2 1
take in 10 1
take it 4 1
take me 1 1
take on 11 4
take place 5 1
take seriously 2 1
take the 9 5
take them 2 1
take to 3 2
take up 1 3
take video 1 1
taken in 2 4
taken into 36 3
taken on 4 1
taken place 2 2
taken to 17 4
takes on 1 2
takes place 1 1
takes the 6 3
takes to 6 3
taking a 6 5
taking advantage 1 1
taking into 1 1
taking on 8 3
taking part 1 3
taking the 1 2
talk of 1 1
talk to 2 4
talked about 3 1
talking about 9 1
talking with 2 1
talks about 1 1
tally of 2 3
tangle of 1 4
tapped to 1 1
target the 1 1
target their 3 1
target violent 2 2
targeted a 2 1
targeted by 5 4
targeted for 10 4
targeting african 4 1
targeting the 1 1
targets a 2 1
targets and 4 1
targets for 5 1
task force 101 25
task of 4 1
tasked with 5 10
taskforce to 3 2
tax fraud 1 2
tax return 1 1
tax returns 1 3
taxes and 4 2
taylor and 1 1
team as 2 1
team of 3 3
team that 1 2
team to 2 1
team with 1 1
teams and 1 1
teams of 3 2
teams to 4 1
technical and 1 1
technical experts 1 1
technical problems 1 1
technique is 1 1
techniques and 1 4
technologies and 1 3
technologies in 3 3
technology a 4 1
technology in 1 5
technology should 1 2
technology team 2 1
technology the 3 1
technology to 4 16
technology you 1 1
teen boy 1 1
teenager and 2 1
television and 3 3
television or 1 1
tell our 1 1
tells the 1 1
tells us 2 1
tend to 7 24
tends to 3 13
tens of 4 1
term of 3 2
terms a 4 1
terms in 1 3
terms of 6 40
terror attacks 4 1
terrorist attacks 5 7
terrorize the 2 1
test for 5 8
testified that 2 1
testing can 1 1
tests and 1 1
texas a 2 1
text messages 3 3
text panorama 1 1
text with 2 1
th anniversary 1 2
th annual 13 1
th century 8 1
th place 8 2
than a 33 22
than an 3 3
than any 9 5
than being 4 2
than complaints 3 1
than ever 2 3
than four 7 1
than half 14 3
than i 3 1
than in 9 10
than individuals 1 1
than it 5 4
than just 1 4
than locations 5 2
than million 10 5
than of 2 1
than one 8 2
than other 2 6
than others 1 4
than people 4 2
than percent 7 8
than protecting 4 2
than six 2 1
than social 1 2
than that 11 4
than the 24 43
than their 3 4
than they 7 2
than to 4 5
than two 15 2
than were 2 1
than when 6 3
than years 12 4
thank the 1 1
thanks in 4 1
thanks to 13 6
that a 47 83
that accompanies 11 1
that accurate 1 1
that administrative 2 1
that after 3 2
that again 1 2
that all 2 6
that allegedly 2 1
that allowed 8 1
that allows 6 8
that although 1 9
that an 2 24
that and 4 1
that anxiety 3 1
that any 1 8
that appears 6 1
that are 23 71
that as 5 3
that at 9 4
that began 6 4
that being 1 2
that between 2 2
that bias 2 1
that biometric 1 1
that blocked 1 1
that both 3 3
that brings 2 4
that brought 3 1
that by 1 6
that california 7 1
that can 20 48
that cannot 1 2
that caused 2 1
that causes 1 2
that certain 2 4
that challenges 1 2
that city 2 3
that comes 1 1
that community 4 3
that constitute 1 2
that could 24 25
that crime 14 6
that criminalize 1 1
that decision 1 1
that demonstrate 3 1
that department 4 1
that despite 9 5
that did 6 5
that discrimination 1 2
that does 6 4
that doesn 9 3
that dr 1 1
that during 1 2
that each 1 2
that either 1 3
that embraces 1 1
that enthusiasm 1 1
that even 7 11
that evidence 1 2
that extra 2 1
that fails 1 1
that fit 1 2
that focus 8 4
that focuses 2 1
that for 5 6
that found 4 1
that from 3 3
that gave 1 4
that generally 7 3
that gives 4 3
that govern 1 1
that had 18 15
that happened 1 1
that happens 3 1
that has 23 37
that have 25 39
that he 71 24
that help 4 1
that helped 1 1
that helps 5 2
that her 9 5
that his 10 6
that homicide 1 1
that i 29 7
that identity 4 1
that if 9 4
that immigration 4 3
that important 1 1
that in 13 31
that incarceration 6 1
that include 6 5
that included 4 1
that includes 10 5
that increase 8 1
that individual 1 4
that information 1 9
that investigations 2 1
that investigators 1 1
that is 27 65
that it 47 52
that kept 2 1
that lack 2 1
that largely 1 1
that law 6 8
that leaves 2 1
that led 8 3
that line 1 1
that local 5 3
that long 2 1
that made 11 3
that make 5 5
that mandates 1 1
that many 7 13
that marijuana 4 1
that mass 3 1
that maximizes 1 1
that means 7 1
that might 3 21
that month 1 2
that more 9 4
that most 1 10
that much 5 4
that must 5 3
that my 1 3
that need 4 5
that needs 2 2
that neither 2 1
that new 1 2
that no 3 7
that occurred 11 7
that of 12 16
that offers 2 5
that officer 3 1
that officers 1 20
that often 3 4
that on 5 1
that once 3 1
that one 4 7
that only 1 4
that other 1 4
that others 1 1
that our 10 5
that people 7 15
that person 1 3
that pinpoints 1 1
that point 1 2
that police 14 55
that policy 1 4
that potential 1 1
that predictive 2 2
that predpol 1 2
that president 3 2
that problem 4 2
that process 1 2
that program 2 2
that property 7 1
that protect 3 1
that provides 4 5
that public 2 6
that racism 6 2
that reflect 1 1
that request 1 1
that residents 1 1
that resulted 10 1
that s 114 23
that said 2 2
that same 12 4
that say 2 1
that seems 1 2
that sees 1 1
that she 40 7
that should 1 8
that shouldn 1 1
that showed 2 2
that shows 1 3
that similar 3 1
that some 11 9
that someone 3 2
that specific 1 1
that still 2 1
that such 2 13
that suggestion 1 1
that takes 6 2
that target 3 1
that targets 2 1
that technology 6 1
that tells 2 1
that the 217 398
that their 10 21
that there 21 22
that these 13 15
that they 50 68
that this 12 21
that those 6 10
that time 13 3
that to 1 4
that too 1 1
that took 5 1
that two 2 2
that typically 3 3
that u 2 1
that under 3 1
that unless 6 1
that unlike 1 2
that use 7 4
that van 5 1
that violence 1 1
that violent 7 2
that was 49 22
that we 50 23
that well 1 1
that went 6 2
that were 31 19
that when 8 14
that while 9 10
that white 2 1
that will 23 37
that with 3 1
that work 4 3
that would 29 35
that year 5 2
that you 11 6
that your 2 1
the a 1 1
the ability 9 22
the above 1 1
the absolute 2 1
the academic 1 2
the academy 6 1
the accuracy 2 1
the accused 1 2
the aclu 22 6
the act 10 6
the acting 4 2
the action 3 4
the actions 2 3
the actual 8 9
the additional 1 3
the administration 7 2
the administrative 1 33
the admission 2 2
the advancement 6 1
the aftermath 3 4
the age 3 15
the agencies 6 2
the agency 17 45
the agents 4 2
the air 3 2
the alleged 44 2
the allocation 6 1
the american 13 28
the amount 3 9
the anaheim 7 1
the analysis 1 21
the answers 11 1
the anti 28 6
the app 2 2
the apparent 4 1
the apple 3 2
the application 1 11
the appropriate 1 9
the area 57 7
the areas 4 9
the argument 14 6
the arrest 39 4
the arts 1 1
the assistant 5 2
the associated 66 2
the association 10 6
the attack 19 1
the attacks 4 5
the attempted 3 1
the attention 9 1
the attorney 7 1
the august 1 1
the author 8 8
the authorities 1 2
the authority 1 5
the available 1 1
the avenues 4 1
the back 11 20
the background 1 4
the bad 1 1
the balance 2 2
the ballot 1 1
the basis 1 58
the basketball 1 1
the bay 12 1
the beat 2 1
the beauty 3 1
the beginning 13 6
the behavior 1 3
the benefit 2 2
the benefits 5 29
the best 27 20
the better 3 2
the big 8 7
the biggest 8 7
the bill 17 4
the black 15 41
the blue 4 5
the board 46 6
the body 8 3
the book 5 5
the books 13 1
the boom 1 1
the boston 4 5
the bottom 2 10
the boundaries 1 2
the brain 3 1
the broken 4 10
the building 12 3
the bulk 3 2
the burden 1 2
the burdens 1 2
the bureau 15 4
the burglary 5 1
the bus 2 4
the business 5 8
the california 74 2
the call 4 6
the campaign 7 1
the capital 3 1
the card 2 1
the case 101 53
the cases 7 1
the categories 1 1
the cause 4 2
the causes 1 3
the center 38 6
the central 9 3
the chain 1 2
the challenges 2 9
the chamber 2 1
the change 1 3
the changes 9 3
the charge 9 1
the charges 18 1
the chicago 1 12
the chief 12 14
the children 1 3
the chinese 4 1
the church 4 1
the circumstances 7 9
the cities 11 3
the citizens 4 4
the city 329 103
the citys 5 1
the civil 4 18
the civilian 9 1
the claim 20 4
the classic 2 1
the classified 1 1
the clerk 11 2
the cleveland 3 1
the close 1 1
the closest 1 1
the code 8 2
the cold 3 2
the collection 2 4
the color 2 7
the combination 3 3
the coming 3 5
the commanding 1 1
the commission 28 10
the common 1 2
the communications 4 1
the communities 1 12
the community 55 32
the company 5 7
the complaint 8 3
the complaints 1 2
the computer 12 5
the concept 3 15
the concern 4 3
the concerns 8 8
the conditions 3 6
the conference 4 3
the connection 1 4
the consequences 3 17
the consistent 1 1
the constant 1 1
the constitutional 1 16
the construction 2 1
the control 1 6
the conviction 3 1
the cops 1 6
the corner 2 2
the cost 6 13
the costs 8 9
the council 25 1
the counter 1 1
the country 102 25
the county 68 291
the course 6 4
the court 29 105
the crash 6 1
the creation 8 17
the crew 1 1
the crime 103 25
the criminal 31 37
the criteria 2 2
the crowd 8 1
the culture 1 9
the current 13 24
the daily 115 8
the dark 5 1
the data 50 67
the database 3 9
the datasets 2 1
the day 28 6
the days 9 1
the deadly 5 2
the death 58 8
the debate 2 3
the decade 8 2
the decades 2 2
the decline 11 3
the decriminalisation 1 1
the defendant 14 4
the defendants 7 2
the defense 7 4
the definition 4 1
the democratic 4 8
the department 146 78
the departments 1 3
the details 3 2
the detectives 1 1
the detroit 4 1
the development 1 15
the devices 16 1
the devil 1 1
the devonshire 4 3
the difficulty 1 5
the digital 6 18
the direction 1 1
the director 14 1
the discovery 3 1
the discrimination 1 2
the disparate 1 19
the distinguished 2 1
the distribution 7 6
the district 33 9
the door 20 4
the dots 1 1
the downtown 1 2
the drive 1 1
the driving 2 1
the drug 22 8
the drugs 5 2
the earlier 1 4
the early 13 24
the economic 11 7
the economy 2 3
the edge 1 1
the editorial 19 2
the editors 1 1
the edward 4 1
the effects 15 26
the effort 3 1
the efforts 1 3
the eight 2 3
the elderly 4 2
the election 23 3
the emergency 3 2
the emotional 2 1
the employee 4 3
the emptiness 4 1
the encounter 2 1
the encounters 2 1
the end 17 10
the enforcement 1 6
the entire 18 16
the environment 1 6
the equipment 2 1
the era 1 10
the errors 5 1
the estimated 3 1
the eve 8 3
the evening 2 1
the event 7 5
the evidence 10 21
the ex 5 2
the exact 1 4
the example 4 6
the exception 1 2
the executive 1 25
the exemption 6 2
the existing 1 8
the expanded 3 2
the expectation 2 1
the expense 1 5
the experience 7 7
the expertise 1 2
the explanation 2 1
the extensive 1 2
the extreme 6 11
the eyes 1 3
the face 18 8
the fact 19 18
the facts 13 8
the failed 5 1
the failure 1 6
the false 2 3
the family 14 2
the far 1 1
the fatal 14 1
the fate 1 1
the fbi 89 6
the fear 3 6
the february 1 1
the federal 57 52
the feds 4 1
the few 7 2
the fewest 1 1
the field 3 12
the fifth 3 14
the fight 11 2
the figures 4 1
the filing 1 1
the film 10 1
the financial 3 4
the fire 34 2
the firm 3 1
the first 104 61
the fiscal 5 3
the five 8 2
the flow 2 1
the focus 4 6
the following 42 23
the food 3 1
the foot 1 1
the force 5 8
the forefront 3 3
the form 1 19
the formation 5 1
the former 17 12
the founder 2 2
the four 8 2
the fourth 9 42
the fox 1 1
the fraud 4 1
the front 25 17
the full 5 8
the functions 1 1
the fundamental 1 3
the funding 4 1
the further 1 1
the future 5 43
the futures 1 1
the futuristic 1 2
the game 9 4
the gap 1 4
the genesis 1 1
the goal 11 15
the golden 12 2
the good 1 5
the government 12 79
the governor 3 2
the grant 7 3
the great 5 12
the greater 2 6
the greatest 4 7
the ground 12 15
the grounds 1 4
the group 46 12
the growing 2 6
the growth 3 5
the guardian 3 7
the guise 1 1
the hands 12 8
the hard 8 2
the hardest 1 1
the head 18 3
the health 4 2
the hearing 3 6
the heart 2 7
the helm 1 3
the help 3 4
the high 12 4
the highest 15 5
the hip 1 1
the hiring 1 3
the hit 4 2
the home 48 15
the homeless 10 2
the hood 1 2
the hope 5 2
the horrible 6 2
the hot 3 2
the hours 1 1
the house 16 2
the human 3 14
the hunt 1 1
the iconic 1 1
the idea 4 27
the ideas 2 4
the identification 1 5
the identity 5 5
the illegal 3 1
the immediate 2 10
the immigrant 3 1
the immigration 10 13
the impact 2 22
the implications 5 1
the importance 2 19
the incentive 1 1
the incident 65 9
the inclusion 2 11
the increase 21 6
the increases 2 1
the increasingly 1 4
the individual 7 15
the individuals 2 6
the industry 5 1
the influence 9 6
the information 34 17
the initial 3 3
the inside 2 1
the institute 3 1
the integrity 2 1
the intended 1 1
the intent 6 1
the interest 8 4
the international 3 2
the internet 21 10
the interpol 2 2
the intersection 8 3
the interview 5 2
the investigation 63 6
the investments 2 1
the irs 2 5
the islamic 6 1
the issue 22 15
the issues 1 4
the japanese 1 1
the jet 1 1
the job 4 16
the judge 8 2
the judicial 1 3
the jump 1 1
the jurisdiction 4 16
the justice 30 11
the justices 13 2
the juvenile 2 1
the key 6 11
the killed 1 1
the killings 2 1
the kind 6 19
the la 16 1
the label 2 2
the lack 10 6
the land 5 2
the lapd 155 23
the large 11 10
the largest 37 3
the last 42 20
the late 1 19
the latest 34 6
the latter 1 20
the launch 1 3
the law 49 151
the laws 1 3
the lawsuit 7 2
the lead 11 1
the leadership 4 6
the league 1 1
the least 10 6
the legal 19 52
the legalisation 1 1
the legislation 7 1
the legitimacy 1 26
the letter 16 2
the level 1 9
the leveling 1 1
the library 2 1
the license 1 1
the lieutenant 7 1
the life 5 3
the light 1 2
the like 2 5
the likelihood 3 9
the line 11 4
the link 6 5
the list 9 3
the lives 5 5
the local 16 22
the location 25 6
the locker 1 1
the long 16 8
the los 497 14
the loss 10 2
the lower 5 4
the main 4 4
the maintenance 7 1
the major 4 10
the majority 10 26
the mall 1 5
the man 91 3
the managing 2 1
the manhattan 1 1
the many 3 3
the march 9 7
the marijuana 4 1
the mass 2 3
the massive 6 1
the may 1 1
the mayor 72 11
the meaning 3 6
the measure 8 1
the mechanisms 1 3
the media 3 7
the meeting 3 2
the memo 1 1
the men 18 1
the merits 1 4
the message 5 2
the met 2 3
the method 1 3
the metro 10 1
the metropolitan 5 1
the mid 4 8
the middle 4 3
the midst 3 3
the midyear 3 2
the mile 1 1
the millions 1 1
the minds 2 2
the minimum 1 2
the minority 4 33
the miraculous 1 1
the mission 2 3
the mistreatment 1 2
the model 1 7
the models 1 7
the moment 2 5
the monetary 1 1
the money 37 2
the months 6 1
the mood 1 1
the more 9 22
the morning 5 1
the most 62 85
the motivation 1 1
the move 3 2
the movie 7 2
the much 1 1
the municipal 1 1
the murder 13 1
the murders 2 3
the muslim 3 5
the n 9 2
the naacp 4 1
the name 5 11
the narcotics 9 1
the nation 39 17
the national 35 47
the nature 2 22
the nearly 2 1
the necessary 1 3
the need 10 37
the negative 1 3
the neighborhood 20 12
the neighborhoods 6 3
the nerve 1 1
the network 11 3
the new 54 82
the newly 13 2
the news 19 3
the next 29 26
the no 2 47
the north 9 2
the november 5 1
the number 73 31
the numbers 23 4
the nypd 3 10
the o 2 1
the oakland 2 5
the obama 2 8
the objection 2 1
the off 7 1
the offender 1 1
the office 31 12
the officer 23 44
the officers 14 22
the official 1 8
the officials 4 1
the often 1 1
the old 4 5
the one 21 20
the ones 2 1
the ongoing 2 4
the online 6 1
the only 31 22
the open 5 1
the operations 6 1
the opportunity 1 10
the opposite 1 4
the option 1 2
the organization 5 13
the original 6 10
the origins 1 7
the other 36 19
the others 8 3
the outset 4 4
the outside 2 2
the overall 13 8
the p 2 1
the panel 2 4
the park 7 1
the parking 5 2
the part 5 6
the party 3 1
the passage 11 5
the past 68 40
the pattern 2 2
the pentagon 1 3
the people 14 13
the percent 9 1
the percentage 1 6
the perception 3 4
the perils 4 2
the period 3 2
the perpetrators 5 1
the person 13 10
the personal 1 4
the personnel 1 2
the perspectives 1 1
the pervasiveness 2 1
the phrase 3 4
the picture 1 1
the place 1 1
the planning 4 2
the point 5 7
the police 81 313
the policy 5 45
the political 14 23
the politics 1 8
the poor 1 15
the pop 1 1
the popular 2 5
the population 6 12
the position 1 5
the positive 2 3
the possibility 4 28
the possible 2 3
the postwar 1 2
the potential 17 55
the power 6 25
the predominantly 4 2
the present 3 10
the presidency 1 1
the president 24 21
the presidential 6 3
the press 2 8
the prevalence 2 3
the previous 30 6
the price 5 5
the primary 4 7
the principle 1 3
the prior 9 1
the prison 6 6
the privacy 6 17
the private 2 27
the problem 14 43
the problems 3 21
the process 23 24
the production 3 3
the profound 2 1
the program 20 30
the progress 1 2
the prohibition 2 1
the project 7 13
the proper 2 1
the property 21 2
the proportion 1 4
the proposal 3 11
the proposed 15 5
the proposition 1 2
the prosecution 6 2
the prosecutor 4 3
the prospect 3 7
the provision 2 2
the provisions 1 1
the public 82 106
the punishment 5 2
the purpose 6 19
the pursuit 1 2
the quality 7 16
the question 19 17
the questions 1 5
the race 6 14
the racial 3 29
the racially 3 2
the racist 3 3
the rampart 1 6
the rank 5 66
the ranks 4 2
the rate 6 10
the real 7 13
the reality 12 5
the reason 5 4
the reasons 6 9
the recent 23 14
the recession 1 4
the records 6 3
the red 5 1
the reform 1 11
the reforms 15 10
the region 4 4
the regional 8 10
the related 2 1
the relationship 3 19
the religious 2 2
the remaining 1 1
the remote 1 1
the report 77 17
the reported 4 1
the request 8 1
the requirement 1 1
the residents 2 1
the resources 5 5
the rest 28 6
the restrictions 2 1
the result 6 15
the results 1 20
the resurgence 4 1
the right 37 26
the rights 1 5
the rise 29 26
the risk 3 23
the risks 7 6
the road 2 7
the robberies 3 1
the role 1 31
the roles 3 1
the route 1 1
the rule 5 10
the rules 4 7
the run 4 3
the s 48 66
the safe 7 4
the safety 10 5
the sale 2 1
the same 91 103
the sample 1 1
the san 109 6
the scenario 1 1
the scene 73 2
the school 23 9
the scope 3 13
the sea 8 1
the search 1 6
the seattle 1 9
the second 33 27
the secret 1 2
the security 7 5
the self 2 1
the senate 1 1
the sense 2 7
the separation 1 5
the sergeant 4 1
the series 5 1
the seriousness 6 1
the service 1 8
the seven 7 3
the seventh 1 1
the severity 6 2
the sex 2 1
the sheriff 111 11
the shooter 3 1
the shooting 56 3
the short 2 2
the show 11 1
the side 5 1
the sidewalk 7 3
the significant 5 4
the similarities 1 1
the site 12 5
the situation 2 3
the six 10 3
the sixth 3 1
the size 3 4
the skin 1 2
the small 1 3
the so 7 2
the social 2 44
the sources 5 2
the south 8 8
the southern 11 3
the southwest 2 1
the special 9 1
the specific 6 10
the specifics 6 3
the specter 1 1
the spirit 2 1
the st 2 4
the stage 3 5
the standards 1 4
the standoff 2 1
the start 3 2
the state 104 90
the statement 28 1
the states 1 8
the statistics 4 1
the status 2 5
the statute 7 8
the stop 1 10
the store 17 1
the story 4 6
the straits 2 2
the street 39 29
the streets 9 10
the strict 1 1
the strike 1 2
the strong 1 1
the strongest 4 3
the structure 1 7
the struggle 6 2
the student 1 1
the students 5 1
the study 34 15
the subject 6 15
the subjects 2 2
the suburban 1 2
the suggestion 1 1
the suit 9 1
the summer 8 4
the supervision 1 1
the support 4 2
the supreme 2 60
the suspect 63 3
the switch 1 2
the system 11 31
the systems 8 4
the tally 1 1
the tangle 1 4
the task 19 4
the team 9 1
the tech 1 4
the technique 4 1
the technology 1 8
the term 3 12
the terms 3 3
the terror 2 4
the terrorist 2 4
the texas 1 1
the text 1 1
the th 18 4
the theoretical 1 7
the thin 2 1
the third 32 10
the thought 1 1
the thousands 4 1
the threat 6 15
the threats 2 2
the three 24 9
the tide 1 1
the time 89 27
the times 38 3
the timing 3 2
the title 2 2
the to 2 5
the tone 1 2
the tools 6 5
the top 18 19
the topanga 7 1
the topic 6 1
the total 5 8
the town 1 2
the traditional 1 3
the traffic 2 2
the tragedy 3 2
the train 3 1
the training 1 5
the trains 6 1
the transition 4 1
the transportation 8 4
the trend 6 1
the true 2 3
the truly 1 1
the trump 44 7
the trust 4 1
the truth 2 8
the twin 1 2
the two 49 12
the type 6 5
the types 1 3
the typical 2 2
the u 92 45
the uk 2 10
the ultimate 8 8
the understanding 1 2
the union 14 74
the unit 11 6
the united 76 67
the university 7 24
the upper 3 1
the us 5 16
the use 8 113
the valley 48 7
the value 2 9
the values 2 2
the variety 1 1
the various 6 5
the vast 3 5
the very 3 20
the victim 113 3
the victims 30 2
the video 4 3
the videos 3 1
the violence 12 4
the violent 22 4
the vote 12 4
the voter 5 3
the wages 4 4
the waiting 1 1
the wake 12 11
the wall 5 4
the war 2 95
the warning 1 1
the washington 8 2
the water 2 1
the watts 6 5
the way 12 34
the ways 1 12
the web 4 4
the website 13 1
the weekly 4 1
the well 2 5
the west 29 1
the western 6 1
the white 8 17
the whole 7 7
the why 1 1
the wide 6 2
the winning 4 1
the word 5 6
the words 4 1
the work 9 18
the workforce 5 5
the works 3 3
the world 32 22
the worst 9 4
the wrist 5 1
the writer 2 4
the wrong 3 4
the year 73 7
the years 10 6
the young 3 3
the youth 1 5
the zip 1 1
theft from 3 1
thefts during 1 1
their a 2 1
their actions 1 5
their arrest 1 1
their attention 2 1
their belief 2 1
their beliefs 1 2
their boundaries 1 2
their business 1 1
their case 2 2
their cases 1 1
their children 3 1
their clients 1 1
their colleagues 3 1
their communities 8 9
their community 3 1
their concerns 2 4
their crime 1 2
their drug 2 1
their effects 1 2
their efforts 11 4
their experience 1 1
their families 18 3
their home 4 1
their involvement 2 1
their job 2 7
their lives 10 2
their most 3 1
their names 5 1
their neighborhoods 2 2
their neighbors 2 2
their officers 2 2
their own 13 35
their past 5 1
their patrol 3 1
their police 11 4
their policy 2 1
their residents 2 2
their resources 2 1
their respective 7 1
their rights 2 1
their safety 2 1
their shared 1 1
their skin 2 1
their state 3 1
their status 2 5
their stories 6 1
their support 2 1
their tactics 1 1
their time 4 3
their trust 1 1
their vehicles 2 2
their way 7 5
their work 1 15
them an 2 1
them and 8 10
them are 1 4
them as 2 9
them at 1 3
them by 2 1
them for 1 5
them from 2 8
them have 2 2
them i 3 1
them in 21 13
them into 7 2
them of 1 4
them on 12 2
them only 1 1
them or 2 2
them out 2 2
them so 3 1
them such 1 1
them the 9 11
them they 6 1
them this 2 2
them through 1 1
them to 51 29
them under 2 1
them up 8 2
them were 1 3
them what 1 1
them when 3 3
them with 2 5
themselves and 14 6
themselves as 7 8
themselves in 5 4
themselves on 2 2
themselves to 2 2
then and 2 1
then arrested 3 1
then be 2 2
then but 1 1
then i 11 1
then in 3 1
then it 5 7
then left 4 1
then on 2 1
then one 2 2
then people 2 1
then progress 1 1
then that 1 2
then the 4 10
then there 13 2
then they 2 1
then this 1 1
theory the 3 1
there and 9 1
there are 63 64
there but 3 1
there could 3 2
there for 4 5
there has 4 11
there have 18 5
there in 4 1
there is 64 96
there may 14 7
there s 52 9
there she 1 1
there was 79 7
there were 59 9
there will 6 2
these allegations 1 1
these and 1 5
these are 8 13
these boxes 1 1
these cases 12 7
these changes 1 1
these days 5 1
these events 2 1
these funds 6 1
these groups 1 3
these important 2 1
these incidents 6 1
these individuals 5 3
these issues 1 4
these laws 9 1
these matters 1 2
these new 3 6
these organizations 2 1
these particular 3 3
these policies 2 5
these reports 1 1
these results 1 1
these same 1 3
these services 1 4
these things 7 3
these threats 1 1
these two 2 4
these types 7 2
they all 3 1
they also 18 14
they and 5 1
they are 68 74
they aren 1 1
they began 1 1
they believe 12 3
they called 3 1
they can 13 30
they care 2 1
they come 8 1
they commit 1 2
they could 5 15
they couldn 2 1
they did 16 9
they didn 3 4
they do 12 17
they don 14 5
they face 2 1
they feel 1 5
they find 1 4
they found 10 1
they get 3 2
they had 21 7
they have 32 35
they hope 4 1
they include 2 2
they included 2 1
they just 5 5
they ll 4 2
they look 3 1
they made 1 1
they make 2 4
they may 15 20
they might 1 14
they must 1 6
they need 6 6
they needed 2 1
they only 2 1
they point 2 1
they put 1 5
they re 46 18
they receive 3 2
they represent 1 1
they see 5 2
they seem 2 2
they serve 1 7
they should 3 14
they started 1 1
they still 2 2
they take 7 1
they tend 2 2
they then 2 1
they think 4 1
they use 2 6
they used 7 2
they ve 21 5
they walked 1 2
they want 7 4
they wanted 1 2
they were 61 37
they will 20 14
they won 4 2
they would 10 14
thin blue 6 1
thing to 1 2
thing you 3 2
things about 4 1
things and 2 1
things are 3 3
things like 1 5
things on 3 1
things that 17 8
things the 1 3
things to 2 1
think a 2 3
think about 2 7
think it 21 1
think of 8 3
think that 13 6
think the 3 2
think there 4 1
think they 5 2
think we 5 1
thinking about 2 18
thinks that 1 3
thinks the 1 1
third floor 4 1
third largest 1 2
third party 2 3
third straight 10 1
this allows 1 2
this and 5 2
this arrangement 2 1
this article 27 56
this as 2 2
this bill 1 1
this can 2 2
this case 28 9
this century 2 1
this chapter 1 1
this city 8 3
this context 1 7
this conversation 3 1
this could 4 8
this country 1 2
this court 1 2
this data 1 11
this event 4 1
this fear 2 1
this front 1 1
this gain 1 1
this great 2 1
this has 12 3
this information 1 7
this initiative 2 1
this investigation 8 1
this is 78 54
this issue 7 1
this kind 1 14
this made 2 1
this may 6 4
this means 2 2
this morning 13 1
this nation 3 1
this neighborhood 1 1
this one 5 2
this period 2 1
this policy 1 1
this population 1 3
this process 4 10
this program 2 1
this property 1 1
this proposal 2 11
this respect 1 1
this seems 1 1
this should 3 1
this so 2 1
this sort 4 4
this state 1 1
this summer 3 1
this time 15 3
this to 1 2
this was 4 4
this week 31 1
this were 3 1
this will 4 4
this work 1 7
this would 3 3
this year 94 47
thomas and 2 1
thorough investigation 2 2
those accused 1 2
those areas 2 3
those arrested 20 1
those arrests 7 1
those cases 3 1
those changes 1 1
those communities 1 2
those concerns 3 1
those crimes 7 1
those in 7 4
those individuals 4 4
those of 1 5
those officers 2 1
those people 2 2
