of 1 of 1
of mass 2 1
of measuring 1 1
of mental 19 1
of methods 5 2
of michigan 1 2
of minneapolis 1 1
of minnesota 3 1
of minority 3 4
of misconduct 2 2
of more 18 3
of most 2 3
of municipalities 1 1
of national 3 2
of nations 1 2
of neighborhoods 1 1
of new 34 12
of north 1 1
of not 2 1
of offense 2 1
of officer 1 2
of officers 13 12
of one 23 3
of only 1 1
of operational 1 1
of or 3 1
of organizational 4 8
of organizations 1 3
of organizing 2 1
of other 21 8
of others 3 3
of our 42 1
of over 2 1
of paper 3 1
of past 18 2
of patrol 9 5
of patterns 2 1
of people 21 2
of percent 4 1
of performance 2 2
of personal 31 1
of persons 6 1
of police 117 151
of policing 54 38
of policy 7 4
of political 2 11
of possible 4 2
of power 1 2
of predictive 55 10
of priorities 1 1
of privacy 66 1
of private 6 3
of problem 11 2
of problems 2 1
of professional 14 6
of professionalism 1 7
of program 1 1
of property 11 2
of public 41 4
of punishment 8 1
of quantitative 3 1
of questions 1 3
of race 4 1
of racial 2 2
of rational 1 2
of reactive 1 1
of readily 1 1
of recent 1 1
of reform 2 2
of relationships 1 1
of reported 3 4
of research 27 20
of researchers 4 2
of residential 4 1
of resources 4 2
of santa 15 1
of science 10 2
of sciences 1 2
of scientific 2 6
of service 1 3
of services 9 1
of several 3 2
of shootings 3 2
of similar 2 1
of situations 2 2
of small 2 5
of social 27 2
of society 5 2
of some 14 3
of spatial 1 1
of special 1 1
of state 22 5
of stations 1 2
of strategies 1 1
of street 13 1
of studies 1 7
of such 26 8
of supreme 2 1
of surveillance 15 2
of suspects 3 1
of suspicious 2 1
of technical 3 1
of technologies 2 3
of technology 14 1
of terrorism 3 13
of testing 5 1
of that 44 5
of the 1512 297
of their 63 19
of them 17 3
of these 110 18
of things 5 1
of this 82 17
of those 64 6
of thousands 4 1
of three 10 2
of time 22 5
of toronto 1 1
of traditional 7 2
of transparency 1 1
of true 1 1
of two 20 3
of us 12 5
of use 4 2
of using 9 1
of various 5 1
of ways 4 1
of what 40 7
of where 5 3
of whether 13 1
of which 23 5
of whites 1 1
of who 6 1
of widespread 1 1
of will 1 2
of year 2 1
off and 1 1
off in 2 1
off of 2 1
off the 9 5
offense and 4 1
offense to 1 1
offenses and 9 2
offenses the 1 2
offensescriminal infringementjurisdiction 1 1
offer a 1 3
offered by 1 3
offers a 10 1
offers an 3 2
office in 2 2
office of 17 2
office ratcliffe 1 1
officer a 2 1
officer and 7 1
officer has 4 1
officer is 6 4
officer may 10 1
officer s 40 7
officer should 1 1
officer to 14 1
officer will 1 1
officers and 45 3
officers are 34 9
officers arrived 1 1
officers at 8 2
officers because 1 2
officers by 1 1
officers can 8 1
officers compared 1 1
officers for 4 1
officers from 6 3
officers had 5 2
officers have 9 3
officers in 17 10
officers is 4 1
officers know 2 1
officers more 4 1
officers of 2 3
officers on 7 2
officers perceive 1 1
officers police 1 1
officers remained 1 1
officers should 4 1
officers spend 2 2
officers that 4 1
officers the 5 6
officers they 1 2
officers to 30 11
officers use 1 1
officers were 20 1
officers who 6 7
officers will 4 5
officers worked 1 1
officials have 3 1
officials in 1 3
officials with 1 1
often be 1 1
often called 1 1
often makes 1 1
often rely 1 1
often return 1 4
often the 1 1
old and 2 1
old fashioned 2 4
on a 211 13
on algorithms 4 1
on all 4 1
on an 30 2
on any 10 1
on as 3 1
on average 3 1
on being 1 1
on burglaries 2 1
on by 1 2
on certain 8 3
on community 2 2
on crime 36 7
on criminal 8 2
on data 7 1
on domestic 3 1
on each 2 1
on earthquake 1 2
on experience 2 1
on fear 1 1
on friday 2 1
on future 1 1
on general 2 1
on his 12 5
on historical 2 1
on hot 3 1
on how 13 4
on in 6 3
on information 3 2
on it 16 1
on its 32 1
on july 1 1
on law 3 1
on local 2 2
on many 3 3
on models 1 2
on more 5 1
on national 1 1
on new 13 1
on one 8 1
on other 2 2
on our 4 1
on outcomes 2 1
on past 8 3
on patrol 10 7
on police 22 25
on policing 3 1
on private 1 1
on problem 1 1
on property 3 6
on public 8 1
on race 2 1
on site 2 5
on social 4 1
on specific 4 2
on such 8 1
on the 461 60
on their 16 2
on them 1 1
on these 9 6
on this 12 1
on those 6 1
on three 4 1
on to 8 2
on top 1 1
on transforming 1 1
on what 31 3
on where 3 1
on whether 5 1
on which 15 2
on your 3 1
once a 14 1
once the 8 1
one can 9 4
one could 8 1
one group 1 1
one house 1 2
one in 8 3
one is 7 3
one might 5 8
one must 1 2
one of 97 18
one or 11 2
one police 4 1
one purpose 2 1
one reason 3 2
one researcher 3 1
one s 29 2
one should 1 1
one size 1 1
one study 7 4
one that 14 8
one was 1 5
one woman 1 2
ones and 1 1
ones that 1 2
only a 13 4
only after 2 2
only as 6 1
only by 1 1
only if 5 1
only in 10 1
only on 6 2
only over 1 1
only partially 2 1
only percent 6 5
only that 2 1
only the 9 2
only to 18 1
only two 1 1
only when 4 2
only whether 1 1
ontario ca 2 1
onto the 2 1
open to 6 1
operate without 1 1
operates in 1 1
operation of 2 1
operational matters 1 1
operations of 1 2
opportunities for 8 3
opportunities to 1 3
opportunity for 23 2
opposed to 6 4
or a 30 4
or any 3 1
or are 5 1
or as 8 1
or at 10 4
or break 1 4
or by 4 1
or city 2 1
or county 1 2
or dangerous 3 1
or even 27 4
or experience 1 2
or follow 2 2
or from 2 1
or have 4 3
or her 15 2
or in 15 3
or is 6 2
or it 2 2
or large 1 1
or less 4 7
or locations 1 1
or long 1 1
or may 6 2
or more 19 10
or no 5 4
or on 5 1
or people 1 1
or policy 1 1
or political 1 1
or potentially 1 1
or reality 1 2
or sexual 1 1
or she 10 1
or small 1 1
or state 1 1
or statistical 1 1
or that 8 1
or the 47 1
or their 1 1
or to 21 2
or two 4 1
or what 5 2
or whether 2 4
order and 5 1
order in 8 1
order maintenance 60 1
order of 2 1
orders can 1 1
organization and 1 6
organization edited 1 5
organization in 2 3
organization is 1 4
organization of 2 3
organization s 1 15
organization that 11 1
organization to 1 3
organizational change 4 4
organizational culture 3 3
organizations and 4 5
organizations are 3 2
organizations in 2 9
organizations or 1 2
organizations that 2 3
organizations the 1 3
organizations to 2 9
orientation of 2 1
orientation to 1 1
orientations of 1 1
oriented approach 5 1
oriented policing 29 31
other agencies 1 2
other aspects 1 1
other bits 2 1
other calls 1 2
other cities 17 1
other countries 7 2
other crime 1 2
other crimes 12 1
other departments 3 2
other entities 1 1
other forces 1 1
other forms 2 1
other government 3 1
other groups 1 1
other important 1 1
other institutions 3 1
other local 8 1
other nations 1 5
other online 1 1
other police 26 3
other problems 6 1
other public 5 1
other purposes 1 1
other similar 3 2
other sorts 1 1
other sources 5 1
other strategies 1 1
other such 1 1
other system 1 1
other than 15 2
other types 2 2
other was 1 2
others and 5 2
others are 5 1
others have 3 2
others in 9 2
others such 1 2
others to 4 1
our community 6 2
our police 2 1
our predictive 1 2
our resources 1 2
out and 5 2
out for 6 1
out in 10 3
out of 67 4
out on 6 2
out that 10 2
out to 9 1
out what 2 1
outcome of 4 1
outcomes are 1 1
outcomes in 3 1
outcomes may 1 1
outcomes that 2 1
outputs and 5 1
outside of 5 2
outside the 18 5
over a 21 2
over percent 1 1
over the 41 11
over their 1 1
over time 21 7
over which 3 1
overall crime 4 1
oversee a 1 1
overseeing the 1 1
overview of 8 1
own and 2 1
oxford oxford 1 2
oxford university 6 5
p but 1 3
p in 2 2
p index 1 1
p jeffrey 2 1
p m 6 4
p more 1 1
p there 1 1
p yet 1 3
paid to 1 1
panel on 1 2
paper presented 6 2
paradigm in 1 1
parked car 1 4
parking garage 3 4
parks and 1 3
part because 3 1
part by 7 2
part from 4 1
part in 4 1
part of 99 11
part on 6 1
part the 4 1
part to 5 2
participants in 5 1
participate in 15 2
participation in 8 1
particular problem 1 1
particularly because 2 1
partnering with 2 2
partners in 2 1
partnership with 3 2
partnerships can 1 1
partnerships with 5 1
parts of 16 4
parts that 1 1
pass through 1 4
past crime 11 4
past crimes 10 3
pate duane 1 1
path of 3 2
path to 2 2
pathologies of 1 1
patrol and 15 5
patrol beats 3 1
patrol car 7 1
patrol cars 14 1
patrol division 2 2
patrol experiment 7 2
patrol has 2 1
patrol have 3 3
patrol in 5 4
patrol is 3 1
patrol officer 3 7
patrol officers 19 10
patrol on 1 1
patrol sergeants 2 1
patrol to 1 1
patrol was 1 1
patrol work 1 4
patrolling a 1 4
pattern in 2 1
pattern of 9 2
pattern or 2 1
pattern through 1 1
patterns and 9 5
patterns in 15 11
patterns of 17 6
pay for 9 1
pdffiles nij 7 1
peering into 2 2
people and 10 4
people but 1 5
people have 4 4
people in 12 1
people of 14 1
people out 1 1
people perhaps 1 1
people s 8 2
people to 16 2
people who 21 5
people with 1 1
per sworn 1 1
per year 5 1
perceive that 3 1
perceive the 1 1
perceived as 3 1
percent as 2 2
percent decrease 1 1
percent drop 8 1
percent had 1 4
percent higher 1 1
percent in 5 5
percent more 5 2
percent of 91 13
percent reduction 8 1
perception of 9 1
perceptions of 15 2
performance in 2 4
performance indicators 2 1
performance management 1 1
performance of 6 1
performance the 1 2
performed by 3 1
performed in 2 1
perhaps even 2 1
perhaps more 3 2
perhaps most 5 1
perhaps no 1 1
perhaps not 2 1
perhaps the 7 2
period in 1 1
period of 15 1
periods of 6 1
person is 7 4
personal communication 1 1
personal computers 1 1
personal experience 1 1
personal relationships 1 1
personnel and 8 3
personnel to 5 1
persons and 2 1
persons from 3 1
persons of 1 1
perspective of 4 1
perspective on 1 3
perspective the 2 1
perspectives in 1 1
peter k 1 1
peter knobler 1 1
peter neyroud 5 1
peter reuter 1 1
pg a 2 1
pg length 12 2
phase of 2 1
phd dissertation 3 1
photograph by 2 1
physical danger 1 1
picture of 3 1
place a 1 4
place for 3 1
place it 2 1
place the 2 1
place to 6 1
place where 6 1
placed on 3 1
places and 5 7
places on 2 1
places that 1 1
places the 1 1
places to 6 1
places where 3 3
plan for 9 1
plan to 7 1
planning to 1 2
plans for 3 1
plans to 22 1
plausible that 1 1
play it 1 1
plays an 2 1
point out 3 2
point that 1 1
point to 6 2
pointing to 2 2
points are 1 1
poised to 2 5
police a 3 3
police actions 2 1
police administration 1 1
police administrators 4 2
police agencies 51 47
police agency 21 11
police and 45 29
police are 33 21
police arrived 1 1
police as 1 9
police at 2 1
police attention 10 1
police authority 1 1
police before 5 1
police began 1 1
police behavior 3 6
police budget 3 1
police bureau 1 1
police but 3 2
police by 1 1
police byline 1 1
police can 18 1
police career 1 1
police chief 40 8
police chiefs 8 3
police citizen 4 1
police community 3 2
police corruption 2 1
police could 6 1
police crackdowns 2 2
police crime 3 4
police culture 1 25
police department 205 38
police departments 142 36
police discretion 8 5
police do 41 4
police efforts 2 2
police even 2 1
police executive 21 10
police executives 4 1
police for 3 1
police force 17 2
police forces 11 4
police foundation 11 8
police from 3 4
police gun 2 1
police has 1 2
police have 19 2
police identify 2 1
police in 35 37
police information 1 1
police innovation 1 11
police innovations 1 1
police intelligence 1 1
police is 4 2
police knowledge 1 2
police leaders 30 26
police leadership 3 3
police legitimacy 14 1
police management 4 2
police may 6 2
police misconduct 2 1
police missions 1 1
police nationwide 1 1
police now 2 5
police officer 46 5
police officers 88 19
police often 2 1
police on 8 4
police operations 7 2
police or 7 1
police organization 2 41
police organizations 3 64
police out 1 1
police patrol 5 8
police performance 8 4
police personnel 3 1
police plan 3 1
police policies 3 2
police policing 2 2
police policy 2 3
police practice 9 17
police practices 19 12
police presence 14 3
police professionalism 4 1
police program 1 1
police rarely 2 1
police reform 4 7
police research 9 5
police resource 3 2
police resources 17 1
police responses 3 1
police s 4 1
police said 6 7
police say 4 1
police scholars 4 2
police science 3 2
police section 2 2
police sergeant 1 1
police service 13 11
police services 17 5
police shooting 1 1
police should 1 1
police staffing 1 2
police stations 5 1
police stop 4 1
police strategies 4 9
police strategy 4 1
police tactics 2 1
police technologies 1 2
police than 1 2
police that 3 1
police the 9 2
police their 1 1
police themselves 2 6
police then 2 1
police they 1 1
police to 45 17
police training 4 2
police use 12 5
police washington 1 1
police were 13 1
police where 2 2
police whether 1 4
police while 1 1
police will 8 5
police with 3 1
police work 13 17
police would 3 1
policies and 3 5
policies can 1 1
policies that 5 1
policing a 11 12
policing across 1 2
policing an 4 9
policing and 65 37
policing are 3 4
policing as 18 5
policing because 1 1
policing beck 1 1
policing broken 1 1
policing but 5 3
policing by 5 2
policing cambridge 1 1
policing can 7 4
policing chicago 1 1
policing comes 3 1
policing compstat 1 1
policing context 2 1
policing edited 4 8
policing embraces 1 1
policing era 2 4
policing experiment 3 1
policing for 2 1
policing from 4 1
policing had 2 1
policing has 16 3
policing have 1 4
policing hot 2 1
policing however 1 2
policing i 2 6
policing ideas 1 1
policing if 1 1
policing in 24 36
policing includes 1 1
policing is 49 16
policing it 6 2
policing its 2 1
policing law 2 3
policing linking 1 1
policing looks 1 1
policing may 9 2
policing methods 3 1
policing movement 1 1
policing n 21 1
policing new 2 2
policing of 1 1
policing on 10 1
policing one 1 2
policing or 4 1
policing police 3 1
policing problem 1 3
policing program 9 8
policing programs 6 1
policing promises 2 2
policing relies 2 1
policing services 3 5
policing should 4 1
policing skogan 1 2
policing strategies 6 4
policing strategy 3 1
policing system 3 2
policing systems 2 2
policing technologies 12 4
policing technology 8 1
policing the 36 13
policing these 1 1
policing this 1 2
policing thus 3 1
policing to 10 1
policing uses 1 1
policing was 10 2
policing we 1 2
policing weisburd 1 3
policing what 4 2
policing which 8 4
policing will 8 2
policy and 8 9
policy areas 1 1
policy makers 1 6
policy making 1 1
policy weisburd 1 1
political and 7 8
political influences 1 1
political party 2 1
political pressures 1 1
political science 1 2
politics and 3 2
politics crime 2 1
politics of 6 2
pool of 2 1
pop tarts 3 5
popular in 1 1
population growth 1 1
population of 7 1
populations served 1 1
position at 2 1
position of 16 1
position the 2 1
positions and 2 1
positive about 3 1
positive but 2 1
positive results 4 1
possibility of 6 1
possibility that 3 1
possible the 2 2
possible to 15 4
post world 1 1
potential for 18 1
potential impact 1 1
potential of 12 1
potential to 20 1
power and 6 1
power footnotes 2 1
power in 2 1
power of 9 2
power to 11 2
powerful influence 1 1
practice a 3 2
practice and 2 7
practice at 3 1
practice but 1 1
practice in 4 2
practice is 1 1
practice materials 8 1
practice of 11 5
practice or 2 1
practice police 1 1
practices and 10 3
practices have 1 1
practices in 8 3
practices is 1 2
practices of 2 12
practices that 3 1
practices the 1 2
practices they 2 2
practices using 1 1
practices will 2 1
precincts and 1 1
precisely because 2 1
predict crime 11 12
predict future 15 2
predict that 7 1
predict the 14 4
predict when 1 2
predict where 16 7
predictability of 2 2
predicted crime 4 1
predicted future 1 2
predicted that 2 2
predicted the 2 1
predicted to 8 1
predicting aftershocks 3 2
predicting crime 7 3
predicting criminal 5 1
predicting future 9 1
predicting it 2 1
predicting the 10 2
predicting where 5 1
prediction models 2 2
prediction of 11 1
prediction technology 1 2
prediction that 7 1
prediction to 2 2
predictions about 8 1
predictions to 2 4
predictive algorithms 2 1
predictive analysis 5 1
predictive analytics 11 4
predictive element 2 1
predictive policing 349 51
predictive program 1 2
predicts that 1 2
prefer to 4 2
preference for 2 1
preferences of 2 2
preliminary results 2 1
preponderance of 3 1
presence and 1 1
presence in 7 2
presence n 2 1
presence of 12 6
presence on 2 1
presented at 2 2
preservation of 3 1
president s 5 2
press b 1 1
press experiments 1 1
press information 1 1
press police 2 2
press reiss 1 1
press sherman 2 1
press skogan 2 1
press weisburd 1 1
pressure from 2 1
pressure to 5 3
pressures from 1 1
pressures of 2 1
pressures to 6 4
pressures when 1 1
prevent a 2 3
prevent crime 13 1
prevent it 4 4
preventing crime 8 1
prevention and 5 3
prevention efforts 1 2
prevention tool 1 1
preventive patrol 3 9
previous crimes 3 2
previous years 2 2
primarily to 3 1
princeton nj 1 1
princeton university 1 1
principle of 2 1
principle that 2 1
principles and 3 1
principles of 7 1
printing office 1 1
prior to 15 1
priorities and 5 3
priorities are 1 1
priority for 1 1
private corporations 2 1
private police 1 2
private policing 2 8
private sector 17 3
private security 10 9
probability of 21 1
problem at 1 2
problem oriented 32 20
problem places 1 1
problem solving 48 7
problem we 3 2
problems and 7 2
problems before 1 1
problems in 7 1
problems the 8 1
problems to 1 1
procedural rights 4 2
procedures and 2 1
procedures are 3 1
proceed to 3 1
process and 5 1
process of 16 1
process was 1 1
processes and 7 1
processes as 1 1
processes for 2 1
processes have 1 1
processes that 4 1
processing and 2 1
processing in 3 1
processing of 4 1
produce more 1 1
produce the 1 1
product of 10 1
production and 1 1
products and 4 1
profession for 1 1
professional body 2 1
professional police 1 1
professional standards 1 2
professor at 9 6
professor of 15 1
professor said 12 4
profile of 7 2
program and 6 3
program has 6 3
program in 12 1
program is 3 4
program police 1 1
program s 7 2
program so 1 1
program started 4 2
program that 12 4
program to 5 6
program used 4 1
program was 4 6
program which 3 8
program with 6 3
programs and 6 3
programs like 2 2
programs that 7 3
programs the 2 1
progressive era 5 1
project has 2 1
project in 4 2
project is 1 1
project that 1 2
project the 1 1
projections about 3 2
projections are 1 2
proliferation of 3 1
prominent role 1 1
promise is 1 1
promise of 11 3
promises to 8 1
promote the 2 1
promoted to 1 1
promotion of 2 2
promotions are 1 1
property crime 19 2
property crimes 33 10
proponents suggest 1 1
proportions of 1 1
proposals from 1 1
proposals to 2 1
proposition that 3 1
proposition the 1 1
prosecutors defense 4 1
prospects for 1 2
prospects of 1 3
protect and 11 6
protect the 16 1
protection and 3 1
protection for 4 1
provide a 17 2
provide for 4 1
provide more 4 1
provide the 11 1
provided a 3 2
provided by 10 4
provided him 1 2
provided no 2 1
provided under 2 1
providers in 3 1
providing the 6 1
provision of 4 1
public and 10 5
public concern 1 1
public confidence 5 2
public cooperation 1 1
public image 2 2
public in 3 2
public is 3 2
public new 1 1
public places 9 3
public police 4 5
public policy 9 3
public relations 2 1
public s 9 6
public safety 83 2
public sector 2 1
public service 1 2
public should 1 1
public support 2 1
public to 4 1
publication type 60 15
pulling levers 1 1
pulls up 1 1
punch cambridge 1 4
punishment it 1 1
purpose of 12 3
purposes of 16 1
purposes that 2 1
pursuit of 6 1
put a 1 2
put police 1 5
q varieties 1 1
qc copyright 3 4
quality of 29 7
quantitative analysis 2 1
quantitative methods 1 1
quantity and 3 1
quarter of 6 1
question is 12 2
question of 25 2
questions concerns 2 1
questions the 1 1
quoted in 1 1
r and 1 5
r c 5 1
r richard 1 2
race and 10 2
race or 1 1
racial composition 4 1
racial or 2 1
racial profiling 9 1
raised about 1 1
raised is 1 1
raises the 2 1
rand corporation 1 1
random house 1 1
random patrol 16 1
random patrolling 1 1
range as 1 1
range of 55 10
rank and 2 7
rapid response 16 1
rapidly growing 2 1
rash of 3 2
ratcliffe jerry 1 1
rate of 9 1
rates and 8 1
rates are 2 1
rates can 1 1
rates for 4 2
rates in 5 1
rates of 11 1
rates the 2 1
rather as 1 1
rather it 2 2
rather than 86 10
rather that 2 1
rather the 5 1
rather to 1 5
rationale for 1 1
re going 18 1
re the 1 4
reaction of 1 2
reaction to 2 2
reactive and 1 1
reactive policing 1 1
readily accessible 2 1
readily available 2 2
real time 32 4
reality that 2 2
really the 1 1
reason for 9 2
reason is 1 1
reason that 1 1
reason to 7 2
reasonable and 4 1
reasons for 6 1
reasons that 3 1
reasons to 1 2
reaves brian 1 2
reaves p 1 1
recalibrated daily 1 2
received no 1 1
recent crime 2 2
recent decades 1 2
recent work 1 1
recent years 5 4
recession police 2 1
recognition and 2 1
recognize that 4 1
recognized and 1 1
recognized by 1 4
recommendations for 1 1
recommendations to 1 2
recording and 1 1
records and 4 1
records from 2 1
records the 3 1
recruitment and 1 1
red tape 1 1
reduce crime 28 3
reduce the 22 4
reduced the 3 1
reduces the 1 1
reducing crime 11 1
reducing police 1 2
reduction in 20 2
reflect the 6 2
reflected in 4 2
reflection of 2 1
reform and 1 2
reform but 2 1
reform controlling 1 1
reform has 1 1
reform in 2 1
reform movement 3 1
reform the 1 1
reform to 1 1
reforming the 1 1
reforms in 1 1
regard as 1 1
regard the 4 1
regard to 13 2
regarded as 1 3
regardless of 23 2
regional news 9 4
regionalization or 1 1
reiss albert 2 2
reiss and 1 2
reiss p 1 8
reiss suggested 1 1
rejected as 1 1
relate to 3 1
related information 1 1
related research 8 1
related to 17 2
relationship between 10 3
relationship to 3 1
relationships among 2 1
relationships and 3 1
relative to 12 1
relatively few 3 1
relatively little 1 1
relevance of 5 1
relevant environmental 1 1
relevant information 2 1
relevant or 1 1
relevant to 11 3
reliability and 14 1
reliability of 10 4
reliance on 64 1
relied heavily 4 1
relies on 13 2
reluctance to 2 2
reluctant to 3 3
rely heavily 2 2
rely on 38 2
remains a 1 2
remains highly 1 1
remains unclear 3 1
remedy for 1 1
remember the 1 1
removal of 4 1
removed from 6 1
repeat offenders 8 1
repertoire of 1 4
report in 2 1
report of 4 1
report that 7 1
report the 5 2
report washington 1 2
reported burglaries 1 2
reported by 1 1
reported crime 2 4
reported in 2 1
reported that 9 1
reporting of 2 1
reports about 1 4
reports and 4 1
reports of 3 2
reports the 1 1
representation of 11 1
represented by 1 1
representing an 1 1
representing the 2 1
represents a 4 3
represents the 3 1
requests for 5 3
require a 5 1
require an 3 1
require little 2 1
require more 2 1
require police 1 2
require the 6 1
required for 6 1
required to 31 1
requirements of 3 3
requires a 5 3
requires at 2 1
requires that 8 2
requires the 9 1
requiring a 1 1
requiring that 3 1
requiring the 1 2
research a 1 1
research also 1 1
research and 30 6
research conducted 1 1
research council 2 4
research designs 1 1
research edited 6 5
research for 1 1
research forum 15 9
research funding 3 1
research had 2 1
research has 7 4
research in 11 3
research indicates 2 3
research into 3 1
research is 2 6
research it 1 1
research of 2 1
research on 15 7
research provided 1 1
research showed 4 1
research shows 2 1
research suggests 3 1
research support 1 1
research that 3 6
research to 7 2
research vol 2 1
research weisburd 1 1
researcher found 1 1
researchers are 4 2
researchers found 1 2
researchers have 1 10
researchers including 2 2
researchers say 3 1
researchers to 3 8
researchers were 3 1
reserved 1 reserved 1
reserved of 47 8
residential burglaries 6 1
residents and 4 1
residents of 2 1
resist using 1 1
resistance to 1 3
resistant to 1 2
resolution of 2 1
resource allocation 6 2
resource allocations 1 1
resources are 7 1
resources but 1 2
resources for 9 1
resources in 6 3
resources such 1 1
resources that 4 2
resources there 2 1
resources to 26 1
respond to 22 5
responded to 3 1
responding to 29 2
response and 2 1
response is 3 1
response time 8 2
response to 35 2
responses to 13 1
responsibility for 7 1
responsible for 12 1
responsive to 2 1
responsiveness to 1 2
rest of 9 3
restrictions on 1 1
rests the 1 1
result in 30 1
result of 14 1
resulted in 7 2
resulting in 9 1
results are 4 3
results from 7 1
results have 3 1
results in 11 2
results to 2 4
results were 1 1
retail establishments 1 1
returned to 5 1
reuter and 1 1
reveal patterns 1 1
reversed the 4 1
review and 5 1
review march 1 1
review of 24 13
review research 1 1
review the 4 3
review wilson 1 1
reviews of 3 1
rhetoric or 1 2
richard a 3 3
right wing 1 1
rights and 7 2
rights law 3 1
rights reserved 48 9
rigor and 1 1
rigorous scrutiny 1 1
rising crime 2 1
risk a 1 1
risk and 11 1
risk for 13 3
risk of 62 1
risk the 7 1
risks of 4 1
robber s 1 1
robbery and 4 1
robert h 2 2
robert m 1 1
rogers p 1 3
role as 2 1
role in 31 5
role is 1 1
role of 39 7
roles and 1 1
roles in 1 1
roles of 4 1
roll call 10 9
room and 3 1
rooted in 1 2
rosann greenspan 1 2
roth and 1 1
rubric of 1 2
rule of 5 1
rules and 5 2
run by 1 1
rural areas 2 2
rutgers university 2 1
s a 28 7
s ability 15 1
s although 1 1
s an 4 5
s and 20 13
s applied 3 2
s as 2 1
s assistant 1 2
s blue 2 1
s but 2 1
s capacity 4 1
s chief 4 1
s commission 13 2
s concerns 1 1
s confidence 1 2
s crime 17 9
s data 1 4
s degree 11 1
s department 147 9
s desire 1 1
s economic 2 2
s effects 1 1
s experience 5 1
s first 6 2
s foothill 4 2
s going 14 5
s government 1 3
s growing 1 2
s he 2 1
s just 16 2
s law 9 1
s leadership 1 1
s local 1 4
s major 2 1
s many 2 1
s members 1 1
s more 5 2
s most 8 2
s n 106 1
s new 17 1
s next 2 1
s no 5 1
s not 28 5
s officers 6 1
s perspective 2 1
s police 12 6
s policies 1 1
s position 2 1
s predictive 8 3
s project 1 2
s promising 1 1
s race 2 1
s report 1 1
s requirements 1 1
s response 6 1
s rights 4 1
s selection 1 1
s seminal 1 1
s sex 2 1
s state 2 1
s still 1 1
s system 3 1
s the 26 8
s there 1 2
s third 1 1
s time 1 1
s to 6 1
s top 5 3
s violent 2 1
s was 2 1
s when 4 1
s where 4 2
s willingness 1 1
s with 3 1
s work 9 7
s years 1 1
safety from 1 1
said about 1 1
said adding 2 1
said but 10 2
said for 1 1
said he 15 17
said i 30 3
said if 2 1
said in 7 2
said it 40 10
said load 1 2
said of 4 1
said police 3 2
said predictive 5 1
said santa 5 4
said that 12 9
said the 82 16
said they 10 1
said to 3 2
said we 5 4
said when 3 1
sales data 1 1
same can 2 1
same period 1 1
same study 1 1
same time 17 4
same way 8 2
sample from 1 1
sample of 5 5
samples of 3 4
san bernardino 1 3
san jose 43 8
santa clara 17 24
santa cruz 132 105
santa monica 1 1
santacruzsentinel com 4 7
satisfaction with 1 5
say he 1 2
say it 3 1
say last 1 1
say that 6 5
say they 15 2
say to 6 2
say you 2 1
says about 2 1
says it 9 7
says of 1 2
scandal and 2 1
scene in 2 1
scholars and 7 2
scholarship has 1 1
school and 4 1
school of 14 1
schools and 3 1
science and 3 1
science fiction 12 1
science is 1 1
science of 3 2
science review 1 1
science that 2 1
science toward 1 1
scientific boon 1 1
scientific evidence 1 2
scientific research 2 1
scope and 1 1
scope of 14 2
scott w 1 1
scotts valley 7 4
screen the 2 1
screens and 1 1
scrutiny and 1 2
sean malinowski 11 3
search a 1 1
search and 10 1
search for 13 1
search warrant 5 1
search warrants 2 1
searching for 3 2
seattle s 1 1
second is 2 1
second it 3 1
second the 8 7
section a 2 1
section breaking 4 4
section business 1 1
section i 1 1
section ii 6 1
section iii 1 1
section news 25 4
section of 4 1
section section 2 1
section state 9 4
security and 7 4
security firms 6 1
security in 3 2
security officers 3 1
security the 2 1
see a 14 1
see also 130 3
see how 2 1
see it 3 2
see more 2 4
see the 20 2
see what 3 1
seeing a 1 1
seeing eye 1 1
seek to 19 2
seeking to 14 1
seem to 9 3
seen a 4 5
seen as 8 1
seen by 4 1
sees a 6 4
segments of 1 2
selected from 1 1
selecting the 1 2
selection and 3 1
selection of 3 5
seminal work 1 1
sending the 5 1
sense but 1 1
sense of 21 6
sentinel calif 3 6
sentinel california 3 4
sentinel of 3 4
sentinel scotts 6 4
september language 3 1
september sunday 1 1
sequence of 1 1
sergeants and 13 1
series of 15 2
serious crime 15 1
seriousness of 4 2
serve as 23 4
serve more 1 1
serve to 5 1
served as 15 3
served by 6 1
served in 2 1
serves to 3 1
service and 1 1
service but 2 2
service calls 2 2
service delivery 2 9
service from 1 2
service in 1 1
service is 2 1
service n 4 1
service needs 1 1
service or 1 1
service organizations 1 2
service providers 19 2
service provision 2 1
service system 1 1
service the 3 1
service to 2 1
services are 9 1
services for 5 3
services in 11 3
services including 2 1
services load 10 2
services on 1 1
services the 3 2
serving a 1 1
serving more 2 1
serving the 1 1
serving their 1 1
set in 6 1
set of 13 9
set off 1 1
setting and 1 1
setting up 1 1
several things 1 1
several years 11 4
severity and 1 1
severity of 3 1
sex and 1 2
sexual orientation 2 1
shape them 1 1
shaped by 2 1
share a 2 1
share of 2 3
shared by 1 1
sharing of 1 1
sharing the 2 1
she can 1 1
sheriff s 159 9
sherman et 5 2
sherman lawrence 11 2
shift officers 2 1
shift to 5 4
shifts from 3 1
shooting discretion 1 1
shootings and 2 2
short and 2 1
short run 1 2
short term 15 4
short time 2 1
should adopt 1 1
should also 1 1
should be 90 12
