of 1 of 1
spent on 3 1
spikes in 1 4
spoke at 1 1
spots and 8 2
spots policing 11 8
spots that 1 1
spots when 1 3
squad cars 1 1
st louis 24 5
st paul 9 1
st petersburg 1 1
staff of 3 1
staff writer 6 2
staffed by 4 1
staffing and 1 1
stages and 1 1
stages of 13 1
standard in 10 1
standard patrol 1 7
standards although 1 1
standards of 7 4
standards one 1 1
standards they 1 1
stands to 2 1
stanford university 3 1
start of 4 1
started for 1 2
started in 4 1
starting in 1 1
state agencies 3 2
state and 113 21
state by 3 1
state has 5 1
state of 60 4
state university 17 1
state with 4 1
states a 4 1
states and 30 1
states as 3 2
states b 1 1
states f 1 1
states in 6 2
states is 1 1
states national 1 1
states of 5 1
states police 1 1
states that 30 1
states were 4 1
states will 1 1
states with 4 1
stations and 1 2
stations in 3 1
statistical learning 3 1
statistical model 1 4
statistically significant 7 2
status and 14 1
status in 2 1
status is 4 1
steal from 1 4
steam and 1 1
step in 13 1
stephen baxter 1 5
stephen d 6 21
steps of 2 1
steven a 2 1
still be 15 1
still in 8 1
stolen vehicles 1 4
stop search 3 1
stop to 3 1
stops and 59 1
story a 1 5
story about 2 1
strains of 2 1
strategic and 3 1
strategic problem 1 1
strategies and 9 10
strategies are 1 1
strategies but 1 1
strategies especially 1 1
strategies for 15 1
strategies have 1 1
strategies in 8 1
strategies such 2 1
strategies that 8 1
strategies to 11 2
strategy and 10 1
strategy has 1 1
strategy of 7 2
strategy that 12 2
street as 2 1
street cops 2 1
street level 11 7
street officers 3 2
street police 2 1
streetcorner politicians 1 1
streets and 9 1
strength of 10 1
strengthening of 1 3
string of 2 1
strive to 3 1
strong external 1 1
strong leadership 1 1
strong negative 1 1
strong public 2 1
strong support 2 1
struck by 2 1
structural changes 1 9
structural disadvantage 1 1
structural features 1 3
structural reforms 3 1
structure a 2 1
structure and 11 3
structure by 2 1
structure for 5 3
structure in 2 3
structure is 2 3
structure of 17 20
structure the 1 3
structured and 2 1
structures and 8 25
structures of 4 2
structures that 1 3
structures to 3 2
struggle to 6 3
struggling with 2 2
students in 1 1
students of 4 2
studies are 3 3
studies have 16 7
studies in 2 1
studies of 29 13
studies that 6 4
studies the 4 2
study examines 2 1
study found 5 1
study in 19 1
study of 70 12
study the 6 2
study which 3 1
studying crime 1 2
style of 12 1
styles of 2 4
subject of 21 1
subject to 121 2
subjected to 41 1
submitted in 2 1
subsequent increase 1 1
substantial and 4 1
substantial number 1 1
substantially from 2 1
substantially in 2 1
substantially less 1 1
succeed in 5 1
success in 13 2
success of 16 2
success the 1 1
success with 3 1
successful and 2 1
successful in 4 1
such a 87 10
such an 32 1
such as 480 46
such changes 2 1
such police 1 1
such predictive 2 1
such studies 1 3
such surveillance 1 1
such technology 2 1
such that 20 1
such threats 1 1
sufficient evidence 2 1
sufficient to 27 2
suggest that 44 9
suggested that 25 3
suggested the 4 1
suggesting that 24 3
suggestions about 1 1
suggests that 42 9
suggests the 4 1
suggests they 3 1
suited to 8 2
superiority of 3 1
supervise and 3 1
supervision and 5 1
supervision in 1 2
supervision of 1 1
supervisors and 3 1
supervisors who 1 1
supervisory and 1 3
supplemented by 1 1
support an 6 1
support and 10 3
support especially 1 2
support for 41 4
support in 6 1
support more 1 1
support of 18 5
support police 1 1
support systems 17 1
support the 18 2
support to 10 1
supported by 20 2
supports the 3 1
suppress and 1 1
supreme court 213 1
surfaced that 1 1
surprising that 5 1
surveillance and 65 2
surveillance as 8 1
surveillance database 1 1
surveillance devices 1 1
surveillance efforts 1 1
surveillance of 25 1
surveillance technologies 6 3
surveillance was 2 1
survey found 2 1
survey of 12 9
surveys and 1 1
susceptibility to 3 1
susceptible to 13 2
suspect could 2 1
suspect that 8 3
suspects and 19 1
suspects or 2 1
suspicion of 38 1
suspicions and 2 1
suspicious persons 7 1
sustain change 1 1
sustained effort 1 1
sutton a 1 1
sworn employees 1 1
sworn officers 6 2
synonymous with 3 1
system allows 3 1
system and 33 3
system designed 2 1
system even 2 1
system for 21 1
system in 18 3
system is 39 3
system may 3 1
system new 1 1
system not 1 1
system of 32 6
system operates 1 1
system police 2 4
system provides 1 1
system such 4 1
system that 38 3
system to 23 2
system will 9 2
system with 6 1
system would 6 1
systematic review 3 1
systems are 23 1
systems can 8 1
systems in 14 4
systems is 5 1
systems may 4 1
systems n 34 1
systems of 12 1
systems that 18 5
systems to 20 1
systems with 4 1
t and 4 1
t fit 1 1
t happen 1 5
t have 18 4
t know 13 3
t like 2 1
t say 4 1
t what 2 1
t work 3 3
tactics and 9 2
tactics are 2 1
tactics that 8 1
tailor their 5 4
take a 27 1
take advantage 10 4
take care 2 1
take hold 2 1
take into 10 1
take the 27 1
taken at 2 1
taken by 7 1
taken for 4 1
taken into 13 2
taken place 6 1
takes a 5 1
takes place 5 1
taking a 5 1
taking compstat 1 1
taking notes 1 1
tale of 5 1
talk about 7 4
tally of 3 1
tangible benefits 1 1
tapping into 2 1
target the 6 1
target we 1 1
targeted and 4 2
targeted for 10 1
targets of 12 1
task of 5 1
team and 1 1
team of 11 2
team policing 3 2
teams and 2 1
techniques are 7 1
techniques for 7 1
techniques have 4 2
techniques of 3 1
technological advancements 3 2
technological advances 11 1
technological innovations 1 4
technologies and 15 6
technologies are 17 2
technologies at 1 1
technologies by 1 1
technologies can 5 2
technologies for 3 2
technologies have 9 4
technologies in 11 5
technologies is 5 2
technologies may 1 4
technologies such 3 3
technologies that 14 1
technologies to 9 3
technologies were 1 1
technology and 50 2
technology available 1 1
technology based 2 2
technology but 3 1
technology companies 2 2
technology has 22 5
technology have 4 1
technology in 14 6
technology is 25 3
technology it 5 1
technology just 3 1
technology may 6 1
technology not 2 1
technology of 5 1
technology on 7 4
technology section 2 1
technology that 12 3
technology the 3 2
technology to 24 3
technology while 3 2
technology will 4 1
tel aviv 3 1
telephone and 1 1
tell us 2 5
tells us 1 1
temptation to 4 2
tend to 65 11
tended to 10 3
tends to 31 1
tennenbaum the 1 1
tens of 9 1
tension between 8 3
tenure and 2 1
term effects 1 1
term success 5 1
term used 1 1
term we 1 1
termed the 3 1
terms of 83 6
terror attacks 4 1
terrorism and 18 3
terrorism in 4 1
terrorism is 4 1
terrorism task 1 2
terrorism to 2 1
terrorist attacks 20 5
terrorists and 2 1
test a 4 1
test of 11 2
test the 4 2
testing and 4 1
testing in 2 2
testing of 7 1
testing the 3 2
tests and 1 1
tests of 1 2
tests or 3 1
text the 1 1
th ed 14 2
than a 85 6
than about 1 1
than ever 15 1
than for 4 1
than half 6 1
than in 16 4
than it 19 2
than lethal 2 1
than million 14 1
than most 4 4
than officers 3 2
than on 4 1
than other 23 1
than others 16 1
than percent 17 1
than that 9 2
than the 87 6
than their 21 3
than they 8 1
than to 12 3
than we 3 2
than what 1 1
than when 8 1
than with 5 1
that a 236 12
that algorithms 6 2
that although 14 4
that american 4 2
that americans 1 1
that among 3 1
that an 62 3
that appeared 1 1
that are 163 19
that area 3 2
that as 11 2
that at 14 1
that attempts 3 1
that began 6 1
that big 16 1
that both 7 1
that by 11 3
that can 104 6
that cannot 6 1
that certain 15 2
that changes 3 1
that chicago 2 1
that come 6 1
that community 19 3
that companies 1 2
that concerns 1 1
that could 65 1
that create 1 2
that crime 27 8
that culture 2 1
that day 3 2
that decision 6 1
that define 2 1
that demonstrate 2 2
that departments 2 2
that detail 2 1
that determine 5 1
that developed 4 3
that distinguish 2 3
that diversity 1 1
that do 16 3
that does 16 1
that don 4 1
that early 1 1
that emerge 3 1
that emerged 2 1
that enable 6 1
that everyone 1 1
that evidence 7 1
that facilitate 4 1
that fail 7 1
that federal 4 1
that first 1 3
that five 1 1
that focuses 2 1
that for 13 1
that found 3 1
that four 2 1
that gets 1 1
that gives 8 2
that go 3 1
that group 1 1
that guide 3 2
that had 26 3
that half 2 1
that harnessed 1 1
that has 76 2
that have 85 10
that he 71 2
that help 4 2
that highly 1 1
that his 14 1
that historically 2 1
that i 22 2
that improve 1 1
that in 69 9
that included 3 1
that includes 6 1
that increasing 2 1
that institutional 1 1
that is 200 18
that it 151 16
that its 24 1
that keeps 1 2
that kind 6 5
that knowledge 5 7
that large 2 1
that led 11 1
that legitimate 1 1
that lists 1 1
that little 4 1
that made 5 1
that makes 16 2
that many 29 4
that may 55 10
that measures 1 1
that merely 1 1
that might 46 7
that more 16 2
that most 24 4
that much 8 3
that new 4 2
that not 10 1
that occurred 10 1
that of 51 7
that offer 1 1
that officers 39 10
that one 22 2
that operate 2 1
that organizations 1 2
that our 12 1
that pattern 3 1
that people 31 2
that percent 2 3
that permit 1 1
that police 106 14
that policing 9 1
that preceded 2 1
that predict 2 1
that predictive 16 1
that presumably 1 3
that private 6 1
that produce 3 1
that promote 2 1
that propels 1 1
that provide 7 1
that public 13 2
that reason 3 1
that receive 3 1
that records 1 1
that reduces 1 1
that reform 3 1
that reformers 1 1
that relatively 1 1
that renders 1 1
that require 9 2
that requires 3 1
that respect 1 1
that s 79 7
that science 3 1
that several 2 2
that shape 4 1
that shifts 1 1
that should 13 1
that shows 6 1
that since 2 2
that small 2 2
that some 30 1
that strategy 2 1
that such 28 3
that supports 3 1
that system 3 1
that technology 5 1
that the 956 47
that there 70 11
that these 57 6
that they 176 21
that this 66 3
that those 20 1
that threatened 1 1
that used 4 2
that uses 6 2
that values 2 1
that was 54 1
that wasn 1 2
that way 3 1
that we 69 5
that were 40 2
that what 3 1
that when 31 4
that where 1 1
that will 70 1
that work 5 1
that would 88 1
that yielded 2 1
the ability 71 2
the above 2 2
the absence 47 6
the abstract 6 1
the abuse 2 1
the accessibility 1 1
the accompanying 3 1
the action 9 1
the activities 6 1
the activity 3 1
the actual 22 5
the adoption 12 8
the agencies 4 1
the air 14 1
the algorithm 120 1
the alienation 1 1
the alternative 16 1
the american 79 25
the amount 44 3
the and 3 1
the annual 7 2
the answer 18 3
the application 16 2
the approximately 2 2
the array 3 1
the arrests 2 2
the attacks 5 3
the attention 5 2
the author 19 1
the authors 26 1
the automobile 4 2
the availability 10 2
the available 14 2
the average 17 3
the backbone 2 1
the bad 7 2
the basic 17 2
the basis 81 2
the beginning 17 2
the belief 9 4
the beliefs 2 1
the benefits 48 1
the best 55 8
the better 8 1
the bias 7 2
the big 21 1
the blue 7 4
the body 8 1
the boston 8 1
the bottom 10 1
the boundaries 6 1
the bounds 1 1
the bureau 16 1
the bureaucracy 1 1
the bureaucratic 3 1
the calls 3 1
the capacity 9 6
the case 132 7
the cause 3 1
the causes 4 1
the census 6 2
the center 20 2
the central 10 1
the challenge 13 2
the challenges 16 6
the change 6 4
the changes 9 9
the changing 4 4
the character 8 1
the chicago 46 3
the chief 25 4
the circumstances 53 1
the citizen 10 2
the city 244 23
the civil 41 1
the claim 8 1
the classic 3 1
the code 3 2
the collaboration 1 1
the collection 23 1
the color 11 1
the coming 16 4
the command 3 2
the commission 15 1
the commissioner 1 1
the committee 2 4
the communication 3 1
the communities 25 5
the community 109 19
the company 19 1
the comparative 3 1
the competing 3 1
the complete 3 1
the complexity 7 4
the compstat 12 2
the computer 20 7
the concentration 5 1
the concept 39 2
the concerns 15 1
the confluence 8 1
the consequence 1 2
the consequences 25 10
the considerable 1 1
the consolidation 2 1
the constraints 3 3
the content 13 2
the context 73 1
the contours 7 2
the cooperation 9 1
the cops 22 2
the core 27 7
the cost 18 1
the counterterrorism 1 1
the country 81 6
the county 300 1
the course 21 6
the court 254 1
the courts 49 3
the coverage 1 2
the craft 1 1
the creation 21 4
the crest 1 1
the crime 99 14
the criminal 201 4
the crisis 3 3
the criterion 1 1
the critical 12 1
the cultural 7 2
the culture 17 10
the cultures 1 1
the current 84 2
the daily 9 1
the data 252 7
the day 20 5
the days 2 1
the decade 3 2
the decision 65 3
the defendant 47 1
the degree 33 10
the delivery 1 2
the demand 2 1
the demands 4 1
the democratic 14 1
the demography 4 2
the department 181 22
the departments 3 2
the deputy 1 1
the desert 1 2
the designation 3 1
the desire 4 1
the desired 3 1
the determination 5 1
the developing 1 1
the development 39 4
the devices 6 1
the difference 15 3
the different 10 1
the difficulties 5 1
the difficulty 15 1
the diffusion 4 1
the direct 6 1
the direction 3 1
the discipline 2 1
the disconnect 1 1
the discretion 18 1
the discussion 8 1
the dissemination 1 1
the distinct 1 1
the distribution 7 1
the division 7 3
the domains 1 1
the dominant 14 2
the driving 1 1
the drop 3 1
the due 13 1
the dynamics 6 2
the earliest 15 1
the early 45 6
the ease 9 1
the economy 4 2
the effect 25 1
the effectiveness 25 2
the effects 48 25
the eight 4 1
the emergence 14 7
the emerging 15 4
the emphasis 9 1
the empirical 9 1
the end 40 9
the enduring 2 1
the entire 43 4
the environment 10 1
the erosion 7 1
the essay 4 2
the ethical 5 1
the evaluation 2 3
the evidence 44 7
the evolution 7 1
the evolving 6 1
the example 11 1
the exclusionary 9 1
the execution 3 1
the executive 30 2
the expectations 1 2
the expected 5 1
the experience 11 2
the experiences 7 2
the explosion 3 1
the explosive 1 1
the extent 63 21
the face 23 5
the fact 84 3
the fairness 5 1
the fall 2 4
the far 1 1
the fate 4 1
the federal 138 4
the feedback 1 2
the field 40 7
the fifth 17 1
the first 162 29
the florida 1 1
the focus 19 1
the following 55 2
the force 18 1
the forecast 3 1
the form 49 2
the formal 8 2
the former 20 3
the forms 3 1
the fourth 216 1
the frequency 4 1
the front 21 1
the functions 2 1
the future 148 11
the gamut 1 1
the gang 19 1
the gap 5 3
the gaps 3 1
the garner 2 1
the general 38 5
the genesis 2 1
the globe 1 2
the goal 44 4
the governance 4 4
the government 182 1
the grand 2 1
the great 17 1
the greater 15 1
the greatest 13 4
the ground 30 1
the group 25 4
the growing 9 5
the growth 16 2
the hazards 1 1
the head 18 1
the heyday 1 1
the hierarchy 4 1
the high 36 5
the highest 19 7
the highly 7 1
the hiring 8 2
the historical 14 1
the history 33 1
the homeland 4 1
the hope 6 1
the hopes 3 1
the human 30 1
the idea 67 3
the ideal 6 1
the image 2 1
the impact 57 14
the impetus 4 1
the implementation 28 3
the implications 7 5
the importance 33 3
the important 4 1
the in 2 1
the increase 12 2
the increasing 17 3
the individual 58 1
the industrialized 1 1
the industry 1 3
the influence 17 5
the information 156 3
the initial 19 1
the innovation 7 6
the inquiry 5 1
the integration 1 1
the intent 12 1
the interactions 2 1
the interest 8 1
the interests 9 1
the interim 1 1
the internal 10 8
the international 8 3
the internet 67 2
the interrogation 3 1
the intersection 8 1
the introduction 7 1
the investigation 18 1
the involvement 3 1
the irony 3 1
the issue 33 1
the it 14 5
the japanese 2 1
the job 34 2
the jurisdiction 21 3
the just 1 1
the kansas 6 2
the key 19 9
the kind 39 1
the knowledge 2 1
the lack 25 1
the largest 14 1
the last 68 11
the late 42 10
the latest 21 1
the latter 28 5
the law 284 4
the leader 1 1
the least 11 1
the legal 93 2
the legislative 6 1
the legitimacy 37 2
the lessons 5 1
the level 29 2
the life 16 3
the likelihood 31 3
the likely 4 1
the limitations 8 1
the limited 11 4
the literature 19 2
the local 43 4
the location 39 1
the locations 3 1
the london 1 1
the longer 3 1
the lookout 2 1
the los 56 16
the low 2 1
the magnitude 10 1
the main 11 2
the maintenance 2 1
the major 13 1
the management 12 1
the mandatory 3 1
the many 24 5
the market 1 2
the marketplace 3 4
the mayor 24 2
the meaning 13 1
the means 5 1
the members 6 1
the metropolitan 8 2
the mid 22 3
the midst 5 1
the militarization 7 1
the military 41 6
the minds 2 1
the minutiae 1 1
the misconduct 1 3
the mixed 4 1
the model 35 3
the month 2 1
the more 76 12
the most 190 28
the motivating 1 1
the motivation 1 1
the move 5 3
the movement 6 5
the municipal 1 1
the nation 60 27
the national 102 11
the nature 41 13
the need 87 4
the needs 6 3
the negative 15 1
the neighborhood 32 5
the neighborhoods 4 2
the net 1 1
the new 211 25
the newark 3 1
the next 92 9
the nexus 5 1
the nineteenth 4 3
the notion 17 6
the now 2 1
the number 93 16
the numbers 18 2
the object 1 1
the observation 2 2
the obvious 6 1
the occasional 1 1
the occupation 1 3
the occupational 1 3
the odds 14 1
the offender 11 1
the office 21 1
the officer 137 9
the officers 61 4
the officials 1 1
the often 6 2
the old 13 4
the older 1 1
the on 1 2
the only 60 4
the operations 2 1
the opportunity 17 1
the order 17 1
the ordinary 20 1
the organization 26 22
the organizational 5 6
the other 73 3
the outcome 29 1
the overall 22 5
the pakistani 3 1
the panel 8 3
the parking 2 3
the participants 7 1
the particular 31 2
the particulars 1 1
the past 92 1
the patrol 10 2
the pattern 10 2
the patterns 5 1
the people 61 4
the percent 5 1
the performance 7 2
the persistence 11 7
the person 57 4
the personal 9 1
the pervasive 1 1
the physical 7 1
the police 736 115
the policies 9 1
the policing 30 4
the policy 47 3
the political 46 6
the politics 16 1
the pool 4 1
the poor 24 1
the pop 1 1
the popular 11 1
the population 31 1
the position 8 1
the possibility 48 2
the potential 105 5
the potentially 6 1
the power 56 3
the practice 18 4
the practices 3 2
the precinct 6 3
the predictability 1 2
the predicted 7 1
the prediction 9 4
the predictions 8 2
the predictive 53 4
the preferences 3 1
the preponderance 2 1
the presence 22 5
the present 15 1
the pressure 12 4
the pressures 1 1
the primary 30 1
the principal 7 6
the principle 5 1
the principles 9 2
the priority 1 1
the private 42 2
the problems 42 1
the process 79 2
the processes 3 2
the product 18 1
the production 8 1
the profession 5 1
the professional 4 3
the professionalization 1 1
the profound 5 1
the program 78 42
the progressive 5 1
the project 25 6
the proliferation 7 1
the promise 17 5
the promotion 1 1
the proposition 8 1
the provision 4 1
the public 208 30
the purpose 36 1
the purposes 10 1
the qualitative 2 1
the quality 34 4
the quantity 6 1
the question 44 3
the race 35 1
the racial 50 1
the range 6 3
the rank 68 9
the ranks 3 3
the rapid 8 1
the rapidly 2 1
the rare 4 1
the rate 25 1
the rational 1 1
the reaction 2 4
the ready 1 1
the reason 19 1
the recent 25 1
the reform 29 5
the reformers 6 1
the region 5 1
the relation 1 1
the relationship 32 1
the relevant 21 1
the reliability 8 2
the remainder 1 1
the reporting 1 1
the representation 3 1
the requirements 7 2
the research 11 11
the researcher 2 1
the researchers 9 9
the residents 2 1
the resource 1 2
the respondent 1 2
the responding 1 1
the response 4 1
the rest 25 3
the results 64 4
the retail 1 2
the right 72 1
the rising 1 1
the risk 68 2
the risks 13 2
the road 10 1
the robbers 2 1
the role 76 6
the roles 1 1
the rule 15 1
the russian 1 1
the s 129 28
the safe 4 1
the same 299 22
the sample 7 1
the san 15 2
the santa 9 23
the scene 14 2
the scholarship 3 1
the science 7 1
the scientific 8 4
the scope 38 3
the search 28 1
the second 58 5
the segments 1 1
the selection 12 5
the self 3 1
the sensitivity 1 1
the september 13 1
the sergeant 3 1
the seriousness 4 2
the service 11 1
the set 3 1
the severity 5 1
the sheriff 14 3
the shift 14 1
the short 11 3
the significant 6 1
the situation 8 2
the size 13 6
the skill 1 3
the small 8 2
the social 79 2
the software 43 1
the sort 12 3
the sorts 1 4
the source 8 1
the spatial 7 1
the specific 33 2
the specifics 3 1
the st 20 1
the stability 1 2
the standard 30 10
the start 5 1
the state 162 6
the stated 2 1
the strategy 11 3
the street 87 2
the streets 54 1
the striking 1 2
the structure 14 10
the structures 2 9
the study 34 2
the style 2 1
the subject 48 1
the success 16 1
the sunday 1 1
the supervision 1 1
the supervisory 2 1
the support 2 2
the supporting 2 1
the survey 14 1
the system 79 3
the targeted 9 4
the task 8 2
the technical 3 4
the techniques 6 1
the technological 4 1
the technology 58 9
the telephone 5 1
the temperature 1 1
the temptation 1 2
the tension 6 2
the tensions 2 1
the term 55 1
the terrain 2 1
the terrible 1 1
the terrorist 16 1
the th 13 1
the thief 2 4
the things 3 1
the third 32 2
the threat 33 7
the three 17 3
the time 100 13
the top 24 6
the tough 4 1
the traditional 23 5
the traditionally 1 1
the trajectory 1 2
the transformation 3 1
the transparency 13 1
the tremendous 2 1
the trend 6 1
the triumph 2 1
the twentieth 12 14
the twenty 17 11
the twin 2 1
the two 59 7
the type 16 1
the typical 9 1
the u 137 7
the ubiquity 1 1
the ucla 2 1
the uk 24 1
the uncertainty 6 1
the underlying 51 1
the unique 8 1
the united 192 27
the university 61 2
the us 29 1
the usa 8 1
the use 230 11
the usefulness 3 1
the uses 2 1
the utility 5 2
the validity 7 2
the value 21 1
the values 6 3
the vanguard 1 1
the variation 1 2
the various 13 1
the vast 29 4
the very 85 3
the view 11 1
the virtue 1 1
the wake 28 3
the war 127 1
the way 74 6
the ways 16 3
the weather 2 1
the web 9 1
the week 8 3
the weekly 1 1
the weight 3 1
the whole 25 2
the widely 2 1
the widespread 11 3
the willingness 2 3
the women 3 2
the work 31 9
the world 89 4
the worst 10 4
the wrong 11 1
the year 24 5
thefts in 2 2
their ability 24 3
their assigned 1 1
their authority 4 2
their behavior 7 2
their big 1 1
their boundaries 2 1
their capacity 9 1
their commitment 1 1
their communities 28 3
their computer 1 1
their conclusions 5 1
their consequences 2 3
their criminal 7 1
their culture 1 1
their daily 7 1
their data 12 1
their department 3 1
their departments 3 1
their development 2 1
their effectiveness 2 1
their efforts 7 1
their environment 2 1
their everyday 1 1
their fair 1 1
their framework 1 1
their future 13 1
their goals 1 1
their highly 1 1
their interests 5 1
their larger 1 1
their less 2 1
their level 1 2
their limited 1 1
their locations 2 1
their meaning 1 1
their members 10 2
their methods 1 1
their mission 1 1
their more 1 1
their neighborhoods 2 1
their numbers 1 1
their officers 4 2
their operations 4 1
their organizations 3 2
their own 83 3
their parents 2 1
their patrol 3 1
their patrols 1 4
their personal 5 1
their police 5 4
their policing 4 1
their political 3 1
their positions 2 1
their presence 5 1
their role 3 1
their safety 2 1
their services 4 1
their shared 2 1
their small 1 1
their structure 2 1
their success 2 3
their support 2 1
their susceptibility 3 1
their task 1 1
their time 4 3
their traditional 2 1
their use 18 1
their work 18 1
them and 31 3
them but 2 1
them during 3 1
them early 2 1
them he 2 2
them in 30 4
them is 10 1
them more 2 2
them n 23 2
them on 6 1
them one 2 1
them so 2 1
them the 27 2
them to 65 6
them up 2 1
them what 1 1
them when 7 1
them where 4 1
them without 2 1
themselves to 6 1
then a 8 2
then again 1 1
then crime 1 1
then it 10 1
then on 1 1
then that 13 1
then the 37 1
then there 8 1
then they 5 2
then to 6 1
theoretical insights 1 1
theories of 12 1
theories that 1 1
theory and 45 1
theory based 3 1
theory is 10 1
theory of 60 4
theory that 17 1
theory the 8 1
theory which 1 1
there a 10 1
there appears 4 1
there are 180 21
there because 1 4
there could 2 2
there has 20 2
there is 293 33
there may 16 4
there might 6 1
there s 49 3
there said 2 2
there was 32 10
there were 35 4
there will 13 4
these activities 4 2
these agencies 7 2
these approaches 4 2
these are 32 1
these challenges 2 1
these changes 6 5
these claims 2 1
these contacts 3 1
these criticisms 4 1
these cultural 1 1
these data 27 1
these days 3 2
these devices 5 1
these earlier 1 1
these effects 4 3
these encounters 2 1
these events 5 1
these features 1 2
these findings 3 2
these goals 2 1
these important 2 1
these innovations 1 1
these maps 2 2
these meetings 1 3
these methods 8 2
these new 12 2
these places 2 2
these pressures 1 1
these reform 1 1
these reforms 11 7
these small 2 2
these studies 3 6
these tasks 1 1
these techniques 9 1
these technologies 26 2
these theories 2 1
these things 10 1
these two 10 1
they also 25 3
they and 1 2
they appear 1 1
they are 261 24
they as 2 1
they became 1 2
they become 9 1
they can 78 3
they certainly 1 1
they choose 2 1
they could 39 1
they deserve 3 1
they do 33 3
they embrace 1 1
they enable 2 1
they expect 1 1
they feel 6 1
they found 6 3
they govern 1 1
they had 19 3
they have 88 8
they impose 1 1
they invest 2 1
they just 8 1
they knew 2 4
they looked 1 1
they made 4 2
they make 11 2
they may 46 3
they must 13 1
they now 1 1
they operate 3 1
they possess 1 2
they re 56 4
they rely 8 1
they represent 1 1
they require 2 1
they seek 2 2
they seem 3 1
they serve 18 2
they served 1 1
they should 18 3
they support 1 1
they tend 4 3
they themselves 2 1
they typically 2 1
they ve 15 3
they were 80 7
they will 35 2
they would 41 2
things are 6 1
things as 1 3
things go 4 1
things of 1 1
things that 15 4
think it 9 2
think of 22 2
think that 8 1
think the 8 6
think what 2 1
third the 6 1
third there 2 1
thirty years 4 1
this all 1 2
this american 1 1
this approach 12 4
this arrangement 1 1
this behavior 3 1
this can 19 4
this case 25 1
this community 2 1
this could 18 1
this degree 1 1
this essay 33 3
this example 3 1
this feedback 2 1
this has 13 4
this hypothesis 1 1
this in 6 1
this information 41 2
this is 182 13
this issue 8 3
this led 3 1
this line 1 1
this literature 2 2
this may 14 4
this means 12 2
this model 10 2
this month 4 1
this movement 1 1
this number 7 2
this occurred 5 1
this past 6 1
this pattern 3 2
this point 19 1
this practice 4 1
this pressure 1 1
this problem 14 1
this process 18 1
this reality 5 1
this regard 10 1
this requires 2 1
this research 10 4
this role 4 1
this section 25 1
this sort 12 4
this state 1 1
this suggests 1 2
this system 9 1
this the 7 1
this to 7 2
this too 2 1
this topic 3 1
this transformation 3 1
this trend 6 4
this view 4 1
this was 12 1
this way 16 1
this week 6 6
this were 3 1
this will 12 1
this with 1 1
this would 26 3
this year 60 5
those agencies 2 1
those areas 13 3
those challenges 1 1
those effects 1 1
those groups 2 2
those in 16 1
those involved 7 1
those most 9 1
those of 16 2
those officers 2 1
those outside 2 2
those parts 1 3
those people 10 1
those police 1 1
those standards 3 1
those that 13 3
those things 2 1
those who 94 7
those with 18 3
though in 4 1
though perhaps 1 1
though that 6 1
though there 8 1
thought to 15 7
thousands of 45 2
threat of 35 7
threatened with 1 1
threatens to 1 1
threats to 10 4
three cities 4 1
three decades 5 4
three general 1 1
three levels 1 1
three police 3 1
three reasons 4 1
three that 1 1
three times 7 2
three types 3 1
through an 8 1
through executive 1 1
through such 1 1
through the 103 3
through this 3 1
throughout the 50 5
throughout this 5 1
thus although 2 1
thus despite 1 1
thus even 6 1
thus far 10 5
thus in 10 2
thus perhaps 1 1
thus the 41 2
thus while 4 3
tied to 10 1
ties to 4 1
time analysis 1 2
time and 44 4
time are 1 2
time but 4 1
time by 2 1
time crime 9 1
time date 1 4
time for 14 2
time in 21 2
time is 6 3
time location 1 5
time magazine 4 7
time now 1 1
time of 40 2
time on 3 3
time period 7 1
time periods 1 7
time span 1 1
time sworn 2 2
time the 22 5
time this 5 2
time to 30 9
time was 1 1
time we 4 1
time when 12 5
time with 2 1
timely and 4 1
times and 7 4
times as 8 1
times company 4 1
times last 1 2
times of 4 2
times that 4 2
times the 7 3
times to 5 4
times with 2 3
timing of 4 1
tinkering with 1 2
to a 385 29
to accept 15 2
to accommodate 2 1
to accomplish 8 3
to accumulate 1 1
to achieve 19 3
to acquire 2 6
to act 25 1
to adapt 3 1
to adjust 4 1
to administrative 5 2
to adopt 29 6
to adopting 1 1
to advance 7 1
to aggressive 4 1
to alleviate 2 1
to allow 20 1
to alter 6 1
to america 2 1
to an 93 5
to analyze 19 1
to another 8 5
to answer 6 2
to anticipate 14 3
to apply 29 1
to applying 1 1
to approach 3 2
to arrest 38 5
to as 26 4
to ask 13 1
to assess 38 4
to attempt 3 1
to attend 7 3
to avert 2 1
to avoid 68 2
to be 817 55
to bear 7 2
to become 22 2
to begin 23 2
to being 6 1
to better 21 2
to bolster 3 2
to both 15 1
to break 15 1
to bring 32 2
to budget 1 2
to build 50 5
to calls 7 3
to captain 1 1
to capture 28 3
to catch 9 1
to cause 6 1
to centralize 5 1
to certain 12 1
to challenge 17 1
to change 29 19
to changes 2 1
to changing 2 1
to circumvent 3 1
to citizens 6 3
to close 1 1
to coerce 3 1
to collaborate 1 3
to combat 15 6
to commit 53 1
to community 28 2
to compare 11 3
to compete 1 1
to complete 4 1
to conclude 12 1
to conduct 40 2
to conform 4 1
to consequences 1 1
to consider 50 2
to consolidate 1 4
to continue 19 6
to contribute 2 1
to control 27 3
to coordinate 2 3
to correct 13 1
to counter 15 3
to counterterrorism 2 1
to create 80 2
to crime 30 4
to crunch 2 1
to cultural 1 1
