of 1 of 1
slobogin government 5 1
slobogin has 2 2
slobogin privacy 2 1
slobogin public 2 2
slobogin supra 1 9
slobogin the 1 2
slopes and 1 1
slow and 2 1
sm n 1 1
small amount 2 1
small and 2 3
small as 3 2
small but 2 3
small data 31 1
small fraction 3 3
small geographic 2 3
small in 1 1
small minority 2 1
small number 7 6
small percentage 3 2
small proportion 1 4
smaller cities 3 1
smaller than 1 1
smart about 1 2
smart bloomberg 2 1
smart city 46 2
smart html 1 1
smart on 2 2
smart phones 1 3
smart policing 1 2
smart way 1 1
smarter about 1 4
smarter and 3 1
smartphones and 5 1
smid pl 1 1
smith j 1 3
smith s 1 1
smith v 13 4
snap judgments 2 1
snapshot of 3 2
snitching the 1 1
snowden n 1 1
so a 2 4
so and 3 1
so are 1 3
so as 8 14
so big 2 2
so by 5 2
so called 29 4
so d 2 2
so different 2 1
so doing 7 1
so easily 2 1
so even 5 1
so far 27 12
so for 4 3
so hard 1 1
so he 1 3
so holding 1 1
so how 9 4
so i 7 3
so if 7 5
so in 9 5
so is 6 2
so it 5 3
so let 1 1
so little 1 1
so long 17 10
so many 10 6
so more 1 1
so much 23 17
so n 13 2
so not 3 1
so often 4 1
so on 15 2
so one 5 1
so pervasive 1 1
so sophisticated 2 2
so successful 3 4
so that 65 12
so the 20 9
so there 2 3
so they 14 9
so this 5 2
so too 7 2
so we 18 6
so what 4 1
so while 3 2
so with 4 2
so yet 2 1
so you 4 1
soc change 9 3
soc inquiry 8 1
soc n 11 2
soc rev 18 2
soc sci 14 1
soc y 44 11
social and 42 15
social behavior 1 1
social behaviour 3 4
social change 3 1
social conditions 4 3
social contexts 4 1
social contract 1 1
social control 17 5
social controls 1 2
social costs 4 1
social disorder 11 5
social economic 3 1
social experiment 2 2
social history 3 1
social ills 1 3
social influence 8 6
social insecurity 1 2
social institutions 3 7
social integration 1 2
social issues 1 2
social justice 3 2
social meaning 10 3
social media 182 31
social network 25 11
social networking 3 8
social networks 18 4
social norms 18 8
social or 2 1
social order 11 15
social physical 1 2
social problems 8 16
social processes 3 1
social psychological 2 2
social psychologist 1 1
social psychology 5 2
social relationships 2 2
social science 21 8
social sciences 5 4
social scientists 14 7
social security 10 12
social service 9 32
social services 22 13
social structures 1 1
social trends 3 2
social values 2 1
social welfare 3 2
social work 2 2
social worker 1 4
social workers 2 5
socially and 2 1
societies and 1 1
society a 1 1
society all 2 1
society and 23 2
society as 1 1
society for 1 2
society has 2 1
society is 3 1
society n 23 6
society of 3 12
society on 1 1
society s 10 5
society see 2 1
society should 3 1
society that 5 2
society the 3 1
society we 5 1
society while 3 1
socio economic 3 1
socioeconomic status 9 1
sociological and 3 2
sociological literature 1 1
sociologist egon 1 1
sociologist james 1 2
sociologist robert 1 2
sociology of 8 1
soft biometrics 2 1
software allows 2 1
software and 13 5
software as 1 3
software based 2 1
software boston 1 1
software but 2 1
software can 7 4
software companies 5 1
software could 1 2
software designed 1 2
software does 2 1
software enables 1 1
software for 1 2
software had 1 1
software has 8 1
software have 1 1
software in 8 2
software is 6 6
software may 1 3
software n 6 2
software on 3 2
software package 2 3
software platform 3 1
software program 5 7
software provides 1 1
software s 5 5
software that 16 13
software the 2 2
software to 23 9
software tools 1 2
software used 4 2
software uses 3 3
software was 1 3
software which 7 1
software with 2 3
software would 4 1
sokolow u 10 11
sol papers 8 1
sold on 2 1
sole purpose 1 1
solely at 1 2
solely because 8 1
solely in 1 1
solely on 26 1
solicitor general 2 2
solove a 2 1
solove access 1 1
solove digital 3 1
solove has 1 1
solove privacy 1 1
solove supra 1 9
solove the 2 1
solution could 2 1
solution is 6 2
solution to 17 9
solutions for 5 3
solutions in 4 1
solutions is 1 1
solutions like 3 1
solutions that 3 4
solutions to 13 2
solve and 5 2
solve crime 4 1
solve crimes 5 6
solve problems 1 4
solve the 7 1
solved and 2 5
solved by 1 2
solvers n 1 1
solving a 1 3
solving and 11 2
solving approach 1 2
solving crimes 1 4
solving in 1 1
solving n 2 2
solving the 4 3
some agencies 2 2
some areas 1 2
some as 2 1
some benefit 1 1
some but 1 1
some cases 20 4
some characteristics 1 1
some circumstances 4 1
some cities 4 7
some citizens 1 1
some combination 5 1
some commentators 4 2
some communities 2 2
some contexts 1 1
some control 2 2
some corroboration 1 1
some courts 10 2
some crimes 2 3
some criminal 2 2
some criminals 3 1
some critics 1 3
some data 4 1
some debate 2 1
some degree 11 1
some departments 4 1
some don 1 1
some effect 1 1
some empirical 1 1
some evidence 5 2
some examples 2 2
some extent 5 6
some form 19 3
some future 1 4
some have 11 5
some in 2 1
some incidents 1 1
some information 4 1
some instances 3 8
some issues 2 1
some judges 1 3
some jurisdictions 13 6
some kind 5 1
some legal 3 1
some may 3 1
some measure 5 10
some mechanism 1 2
some middle 1 1
some might 5 3
some minimal 3 1
some objective 2 1
some observers 3 1
some of 121 84
some or 3 1
some other 11 4
some part 1 1
some people 13 2
some percent 2 2
some perhaps 1 1
some persons 1 1
some point 10 6
some police 16 11
some potential 1 1
some precincts 3 1
some predictions 1 2
some predictive 3 1
some preliminary 1 1
some privacy 4 1
some private 3 1
some property 3 1
some question 2 1
some real 2 1
some residents 1 2
some scholars 12 3
some situations 2 1
some social 1 1
some sophisticated 1 1
some targets 1 1
some that 4 1
some time 5 4
some to 1 1
some types 1 1
some useful 1 1
some way 1 1
some who 1 1
somehow meriting 1 1
someone called 1 1
someone else 2 2
someone in 5 4
someone is 11 3
someone might 1 1
someone other 1 1
someone to 2 1
someone who 7 3
something about 3 2
something and 4 2
something different 4 2
something else 1 2
something has 2 1
something more 8 5
something new 2 2
something other 3 1
something similar 1 1
something specific 1 1
something that 10 8
sometimes a 1 2
sometimes be 1 3
sometimes called 2 2
sometimes even 1 2
sometimes for 2 1
sometimes have 1 1
sometimes referred 3 3
sometimes the 7 1
sometimes this 1 1
somewhere between 8 14
somewhere in 2 1
somini sengupta 6 4
soon after 3 1
soon as 2 5
soon be 12 7
soon become 2 1
soon the 3 2
soon to 2 1
soon will 1 1
sophisticated algorithms 2 2
sophisticated analytics 1 4
sophisticated and 3 2
sophisticated computer 2 2
sophisticated crime 1 2
sophisticated technologies 1 1
sophisticated that 2 2
sophistication of 2 2
sort may 1 2
sort of 26 7
sort through 2 3
sorts of 13 6
sotomayor and 1 1
sotomayor explained 1 1
sotomayor in 1 1
sotomayor invoked 1 1
sotomayor j 14 10
sotomayor s 7 2
sought a 2 1
sought after 5 2
sought to 28 14
sound in 1 1
sound like 2 1
sounds like 3 8
source and 1 2
source city 2 1
source of 24 13
source the 1 1
sources about 1 1
sources analyzing 2 1
sources and 11 1
sources cited 9 1
sources in 1 2
sources n 11 2
sources of 21 8
sources such 3 3
sources that 1 4
sources to 3 1
south carolina 14 1
southern california 10 3
space and 13 8
space fitting 1 1
space for 11 2
space has 1 2
space is 1 1
space of 2 1
space time 4 3
spaces n 3 3
spaces who 1 1
span of 1 1
span the 1 1
sparked a 2 4
spate of 2 1
spatial aspects 1 2
spatial concentration 1 1
spatial crime 1 1
spatial distribution 2 3
spatial influence 1 1
spatial intelligence 2 2
spatial patterns 1 2
spatially or 1 1
spawned the 1 1
speak to 3 7
speaking for 1 1
speaking of 3 2
speaking to 2 2
speaks to 2 1
special about 1 1
special attention 3 5
special concern 1 1
special expertise 1 1
special needs 9 3
special police 2 1
special thanks 2 1
specialize in 1 2
specializing in 1 1
specific and 19 9
specific area 1 6
specific areas 4 4
specific as 1 1
specific crime 9 2
specific data 2 2
specific deterrent 2 1
specific emphasis 1 1
specific individual 3 2
specific individuals 2 4
specific issues 1 2
specific location 2 3
specific locations 2 1
specific objective 2 1
specific officers 2 1
specific people 2 1
specific person 4 2
specific place 1 1
specific police 1 2
specific populations 2 1
specific technologies 1 1
specific things 1 1
specific time 2 3
specific to 8 5
specific type 4 2
specific types 2 5
specifically a 1 3
specifically designed 5 1
specifically for 4 1
specifically in 1 1
specifically on 3 1
specifically this 1 1
specify the 4 1
specter of 7 1
spectre of 4 1
speech and 2 6
speech by 2 1
speech in 3 1
speech is 1 2
spencer chainey 1 2
spend a 3 3
spend in 1 2
spend more 1 4
spend time 1 4
spending the 1 1
spent at 1 1
spent on 3 1
spent the 2 11
spielberg s 3 1
spike in 7 1
spikes and 2 1
spikes in 1 1
spiral of 3 5
spirit of 2 1
spite of 6 1
spoke to 4 1
spokesman for 3 1
spot areas 1 2
spot policing 19 4
spots a 1 1
spots and 8 6
spots in 2 5
spots is 1 2
spots may 1 2
spots patrol 1 4
spots policing 11 7
spots that 1 2
spots to 1 4
spread across 2 1
spread and 1 1
spread n 1 2
spread of 3 7
spread to 2 4
spur the 2 1
spy as 1 1
spy on 5 4
spying on 4 1
squad car 4 2
squad cars 1 1
square feet 1 4
square foot 1 5
square mile 1 12
square miles 3 2
ssa gov 1 1
ssrn com 20 2
st century 33 4
st cir 8 10
st fast 1 1
st j 41 14
st john 12 1
st l 7 3
st legislatures 3 1
st n 1 1
st precinct 1 1
st thomas 2 1
st u 1 3
stable and 1 3
stable for 1 1
staff and 11 2
staff are 4 2
staff in 1 1
staff of 3 2
staff to 2 3
staff writer 6 2
staffing and 1 5
stage for 6 2
stage of 9 2
staggering amount 1 1
stake in 4 2
stake is 1 1
stakeholders in 3 7
stakes application 1 1
stan l 37 9
stan z 1 1
stance on 1 1
stance to 1 2
stand for 1 1
stand out 2 1
stand the 2 1
standard as 2 2
standard databases 3 1
standard for 13 3
standard if 1 1
standard in 10 1
standard is 5 4
standard it 1 1
standard of 14 4
standard part 1 1
standard practice 1 1
standard test 3 3
standard than 4 4
standard the 3 2
standard used 1 1
standard will 2 1
standards and 15 4
standards are 3 1
standards for 25 3
standards n 7 2
standards of 7 5
standards should 2 1
standards that 7 3
standing alone 3 8
standing at 2 1
standing behind 1 1
standing in 1 2
standing on 6 1
standing to 1 3
standpoint of 3 1
stands for 2 2
stands in 4 1
stands to 2 4
stanford research 1 1
stanford university 3 2
star news 4 6
star trib 2 1
stark contrast 1 1
start from 3 1
start of 4 1
started a 2 3
started his 1 1
started in 4 5
started to 7 3
started with 1 2
starting a 5 2
starting in 1 2
starting point 9 2
starting with 1 1
startribune com 1 1
starts l 3 1
starts with 3 2
stasi the 1 1
stat ann 34 4
stat ass 4 1
stat codified 14 3
stat in 2 1
stat n 9 4
state a 2 2
state action 9 2
state and 113 31
state attorney 3 11
state but 1 1
state constitutional 4 2
state constitutions 1 2
state court 7 8
state courts 3 8
state department 2 2
state dna 2 2
state facilities 1 1
state for 3 1
state from 2 1
state furthermore 1 1
state government 3 1
state governments 3 3
state has 5 2
state have 1 1
state in 11 6
state interest 6 3
state interests 1 1
state involvement 1 2
state is 5 1
state j 5 1
state law 12 5
state laws 20 7
state legislatures 5 4
state level 4 2
state minn 1 1
state moves 1 1
state n 11 9
state ny 1 1
state of 60 13
state officials 6 1
state or 10 2
state police 23 2
state prison 3 3
state prosecutors 1 1
state run 2 1
state s 56 17
state sanctioned 1 1
state scrutiny 2 1
state sentencing 1 3
state shall 1 1
state so 2 1
state statute 2 1
state surveillance 1 1
state the 13 3
state to 13 6
state university 17 6
state v 18 15
state while 2 1
state without 1 1
state would 1 1
stated if 1 2
stated in 5 3
stated purposes 2 1
stated that 27 9
stated the 5 3
statement of 50 6
statement to 1 1
statements about 3 1
statements are 2 1
statements of 3 1
statements that 2 1
statements to 1 1
staten island 5 2
states a 4 3
states across 1 1
states allow 4 1
states and 30 20
states are 6 2
states as 3 4
states by 3 2
states constitution 2 1
states department 4 4
states each 2 2
states f 1 3
states for 5 5
states from 1 3
states has 4 2
states have 14 5
states however 2 1
states including 3 2
states is 1 2
states its 2 1
states n 34 17
states now 7 2
states of 5 2
states s 1 1
states see 5 2
states supra 1 1
states supreme 6 2
states that 30 9
states the 19 5
states to 19 4
states u 59 43
states under 1 1
states v 175 98
states where 1 1
states which 5 1
states with 4 3
stating that 22 12
station house 6 1
station wagon 2 2
stations and 1 1
statistical analysis 10 5
statistical and 4 5
statistical correlations 2 1
statistical data 4 3
statistical evidence 10 3
statistical information 2 1
statistical learning 3 1
statistical likelihood 1 1
statistical methods 4 1
statistical model 1 2
statistical modeling 3 2
statistical models 2 5
statistical patterns 1 1
statistical prediction 4 1
statistical predictions 1 3
statistical procedures 2 1
statistical techniques 8 1
statistical tool 1 1
statistically more 1 2
statistically significant 7 9
statistics and 7 16
statistics are 1 6
statistics from 3 2
statistics http 2 4
statistics in 4 1
statistics intimate 1 1
statistics last 3 1
statistics on 4 1
statistics reveal 1 1
statistics that 4 1
statistics to 4 4
stats services 2 1
status and 14 6
status based 1 1
status in 2 2
status n 9 1
status of 9 6
status or 4 1
status quo 13 9
statute is 3 1
statutes and 3 5
statutes that 5 1
statutory and 13 1
statutory but 1 1
statutory law 6 1
statutory protections 7 3
statutory provisions 2 2
stave off 1 2
stay in 4 2
stay of 1 2
steal from 1 1
steam engine 4 3
steinbock data 3 1
steinbock supra 2 1
stem from 7 1
stem the 3 1
stemming from 16 2
stems from 11 2
step ahead 1 1
step by 3 1
step in 13 2
step of 3 2
step to 2 2
step toward 5 3
stephen baxter 1 3
stephen d 6 3
stephen e 14 1
stephen rushin 13 1
stephen w 3 1
steps to 5 2
stereotypes that 1 1
steve clark 1 3
steve lohr 7 1
steven a 2 1
steven d 4 1
steven f 2 1
steven spielberg 3 2
stevens j 3 9
stewart j 1 1
stewart the 1 1
stick around 1 2
stigmatizing and 4 1
stigmatizing effect 1 1
still a 8 2
still another 1 1
still be 15 8
still far 1 2
still few 2 1
still find 1 1
still given 1 1
still had 2 1
still have 5 1
still images 1 1
still in 8 10
still just 1 1
still make 1 2
still need 3 2
still needs 2 1
still present 1 1
still remain 3 2
still should 1 1
still the 2 2
stock of 3 2
stolen goods 1 3
stolen he 1 1
stop a 7 6
stop an 4 1
stop and 330 39
stop at 1 1
stop based 9 6
stop because 2 2
stop crime 1 1
stop from 1 1
stop had 1 1
stop he 1 2
stop however 1 1
stop in 12 1
stop is 7 4
stop it 3 1
stop locations 1 1
stop must 1 1
stop n 16 16
stop occurred 3 4
stop of 13 1
stop officers 1 1
stop on 1 1
stop or 16 1
stop police 1 2
stop question 18 1
stop see 2 1
stop the 20 13
stop to 3 2
stop when 1 1
stop with 2 1
stopped a 3 3
stopped and 18 4
stopped as 1 1
stopped at 1 1
stopped based 1 1
stopped because 4 1
stopped by 13 1
stopped him 2 3
stopped in 8 2
stopped n 5 3
stopped of 2 2
stopped on 1 1
stopped the 4 4
stopped was 3 1
stopped what 1 1
stopping a 1 4
stopping and 1 3
stopping crime 5 3
stopping people 2 1
stops and 59 12
stops at 2 1
stops based 8 4
stops between 1 1
stops but 1 1
stops can 1 1
stops conducted 2 3
stops crime 2 4
stops have 3 2
stops in 28 5
stops is 7 1
stops made 1 1
stops mich 1 1
stops more 2 1
stops n 23 2
stops of 12 3
stops on 11 1
stops see 2 2
stops the 7 1
stops to 6 1
stops under 2 1
stops were 6 1
stops within 1 2
storage and 9 4
storage as 1 1
storage capacity 1 1
storage of 1 2
storage villasenor 2 2
store a 1 1
store and 10 2
store for 2 1
store the 1 3
stored and 15 2
stored data 4 2
stored in 13 6
stored information 4 2
stored on 1 2
stores and 7 2
stores in 1 3
stories local 5 1
stories of 9 1
stories the 1 1
stories to 1 2
storing information 7 1
story but 1 2
story html 44 3
story id 2 1
story in 3 4
story j 2 1
story n 3 2
story of 18 2
story on 2 2
story with 2 1
straight from 1 1
straightforward changes 1 1
strained and 2 1
strategic level 2 1
strategies and 9 6
strategies are 1 2
strategies as 5 1
strategies considered 1 1
strategies do 1 1
strategies for 15 5
strategies have 1 1
strategies in 8 2
strategies j 2 2
strategies may 1 1
strategies of 8 1
strategies such 2 1
strategies that 8 7
strategies to 11 3
strategy a 3 1
strategy and 10 5
strategy because 1 1
strategy but 2 1
strategy called 1 1
strategy can 2 1
strategy for 5 7
strategy in 6 1
strategy is 9 4
strategy n 6 1
strategy of 7 6
strategy on 1 2
strategy that 12 1
strategy the 12 2
strategy to 8 7
stream of 4 4
streamline government 2 3
streams for 1 1
street a 1 1
street and 14 5
street are 4 1
street at 2 1
street code 2 2
street considering 2 1
street cop 1 1
street cops 2 2
street corner 11 3
street corners 2 6
street crime 10 3
street crimes 1 1
street fellowship 1 2
street in 10 1
street level 11 10
street lights 1 1
street n 9 3
street officers 3 1
street or 2 1
street the 3 2
street then 1 1
street this 1 1
street violence 1 3
street where 2 1
streets act 4 1
streets and 9 2
streets but 3 1
streets in 3 1
streets is 1 1
streets mapping 2 1
streets n 2 5
streets of 8 13
streets to 1 1
streets where 2 2
streets you 1 1
strength and 1 1
strength of 10 3
strengthening of 1 1
strengthening the 3 2
stress of 1 1
stressed that 1 1
stresses the 2 2
stretch of 2 1
stretch to 1 1
strict rules 2 1
strictly limited 1 1
strictly to 1 1
strides toward 2 1
strike a 2 2
strikes me 1 1
striking a 1 1
striking down 3 1
string of 2 1
strip club 1 1
strives to 1 2
strong and 3 2
strong as 1 1
strong evidence 1 1
strong incentive 1 1
strong incentives 2 4
strong reason 2 1
strong resentment 2 1
strong state 1 1
stronger case 1 1
stronger still 1 1
strongly related 1 1
strongly to 2 1
struck down 8 4
structural and 1 3
structural approach 1 1
structural inequality 1 1
structural problems 2 6
structural reform 11 2
structure and 11 4
structure n 3 2
structure of 17 4
structure the 1 1
structured and 2 1
structures of 4 4
struggle between 1 1
struggle for 3 2
struggle to 6 3
struggle with 4 1
struggled to 4 1
struggled with 3 1
struggling to 2 2
struggling with 2 2
stuart santa 1 1
stud n 7 1
student at 1 1
student in 4 1
students a 1 1
students at 2 1
students of 4 1
students to 3 8
students were 4 2
students who 1 4
studied the 1 1
studies and 5 4
studies are 3 2
studies as 1 1
studies by 2 1
studies demonstrate 1 1
studies first 1 1
studies from 3 1
studies have 16 2
studies in 2 2
studies of 29 7
studies on 2 1
studies show 2 1
studies showed 1 1
studies that 6 2
studies the 4 1
study a 3 2
study about 2 1
study also 5 1
study and 3 2
study at 3 2
study by 3 3
study conducted 5 1
study final 1 1
study found 5 8
study has 2 1
study in 19 5
study n 4 1
study of 70 34
study released 1 1
study revealed 1 1
study s 4 1
study showed 2 1
study suggests 1 1
study that 14 3
study the 6 3
study u 1 1
study using 1 1
study was 2 1
study which 3 1
studying how 1 1
studying new 1 1
studying the 7 3
stuff of 1 3
stuntz the 2 2
style mich 5 1
style of 12 4
sub nom 3 1
subcomm on 4 3
subcultural tolerance 2 1
subject a 7 1
subject and 3 1
subject of 21 8
subject s 6 9
subject to 121 33
subjected to 41 6
subjective and 6 1
subjective beliefs 3 1
subjective clinical 2 2
subjective judgments 2 2
subjective opinions 1 1
subjects for 1 1
subjects n 1 1
subjects of 10 1
submit a 1 1
submit to 2 3
submitted to 2 1
subpoena or 1 1
subscriber information 4 1
subsequent criminal 1 1
subsequent use 1 1
subset of 13 3
subsidies and 1 1
subsidized housing 3 1
substance abuse 8 10
substance of 8 1
substance use 1 1
substantial amount 1 1
substantial amounts 1 1
substantial impact 1 3
substantial number 1 1
substantial reductions 1 1
substantial savings 2 1
substantial support 1 1
substantial the 1 2
substantially in 2 1
substantially less 1 1
substantially reduce 2 1
substantive criminal 2 6
substantive due 5 1
substitute for 5 4
substitutes for 4 1
substitution of 1 1
suburban police 1 1
subway system 5 1
succeed in 5 1
succeed the 1 1
succeeded by 1 1
success and 6 1
success for 1 1
success in 13 9
success instead 1 1
success of 16 10
success or 1 1
success the 1 1
success with 3 4
successes and 2 1
successful as 3 1
successful completion 1 1
successful effort 1 1
successful in 4 6
successfully used 1 2
such a 87 47
such actions 1 2
such an 32 3
such as 480 234
such behavior 1 1
such cases 6 1
such challenges 1 1
such changes 2 1
such community 1 1
such concerns 1 2
such cost 1 1
such data 11 10
such efforts 6 1
such high 1 1
such hypotheses 1 1
such information 4 3
such instances 1 1
such interest 2 1
such is 1 1
such large 2 1
such law 1 1
such police 1 4
such policies 4 1
such potential 1 1
such powers 1 1
such predictions 1 2
such programs 13 4
such surveillance 1 1
such technologies 2 2
such technology 2 1
such that 20 15
such the 1 1
such thing 1 1
such tools 1 1
such use 4 2
sue ming 3 1
suffer from 12 8
suffered from 3 4
suffering from 2 2
suffice to 3 1
sufficient evidence 2 3
sufficient for 3 4
sufficient indicia 1 2
sufficient information 1 3
sufficient justification 4 1
sufficient privacy 1 1
sufficient reasonable 1 1
sufficient to 27 6
sufficiently particularized 1 1
sufficiently reliable 2 1
sufficiently suspicious 1 4
suggest a 4 3
suggest an 1 1
suggest drug 2 1
suggest future 1 1
suggest that 44 23
suggest the 4 1
suggested however 1 1
suggested in 2 3
suggested it 3 1
suggested might 1 1
suggested that 25 17
suggested the 4 2
suggesting that 24 8
suggestion of 1 1
suggestion that 1 2
suggestions are 1 2
suggests a 7 4
suggests an 1 1
suggests that 42 31
suing the 1 1
suite of 5 1
suited for 2 3
suited to 8 4
sum the 5 1
summaries of 1 2
summarizes the 1 1
summary of 6 3
summer with 1 1
sun herald 1 2
sun sentinel 3 3
sunday age 2 1
sunday first 2 3
sunday new 3 3
sunday the 1 1
sunstein nudge 1 1
sup ct 7 1
super ct 2 1
superior to 5 1
superiority of 3 1
superiority over 1 1
supervise the 1 2
supervised in 1 1
supervised release 2 1
supervision and 5 22
supervision by 1 2
supervision it 1 2
supervision n 1 2
supervision of 1 2
supervision on 1 1
supervision over 1 1
supp d 79 10
supp e 1 1
supplanted by 1 1
supplement to 1 1
support a 7 9
support and 10 12
support for 41 15
support from 11 4
support in 6 3
support its 4 1
support n 7 4
support of 18 9
support our 1 1
support reasonable 4 4
support say 1 1
support services 1 1
support system 1 2
support systems 17 2
support text 1 1
support the 18 12
support their 5 1
support these 4 1
support they 1 1
support those 1 1
support to 10 3
supported by 20 8
supported in 3 1
supporter of 1 3
supporters of 3 4
supporting the 6 4
supports a 2 1
supports the 3 4
supposed to 25 11
suppress crime 1 4
suppression hearing 7 1
suppression strategies 2 1
supra at 7 3
supra note 2100 668
supra notes 32 10
supra part 31 8
supra text 16 6
supreme court 213 101
sure a 1 2
sure enough 1 1
sure how 1 2
sure that 4 1
sure they 2 3
surely be 2 1
surgeon the 1 1
surprise that 5 3
surprising given 2 1
surprising that 5 1
surprising to 1 1
surrounded by 4 1
surv eillance 1 1
surveillance a 1 3
surveillance activities 1 1
surveillance and 65 19
surveillance are 1 2
surveillance as 8 2
surveillance by 8 1
surveillance cameras 5 10
surveillance can 2 2
surveillance capabilities 4 1
surveillance creates 1 1
surveillance data 4 3
surveillance discretion 45 1
surveillance equipment 3 1
surveillance for 5 3
surveillance grows 2 2
surveillance has 4 1
surveillance in 14 3
surveillance information 1 2
surveillance investigation 1 1
surveillance is 5 3
surveillance may 1 1
surveillance methods 3 4
surveillance n 13 9
surveillance of 25 17
surveillance on 8 2
surveillance operation 1 1
surveillance or 6 2
surveillance over 1 1
surveillance program 2 2
surveillance see 3 1
surveillance state 15 1
surveillance such 3 2
surveillance system 2 8
surveillance systems 3 8
surveillance techniques 5 2
surveillance technologies 6 7
surveillance technology 8 3
surveillance that 10 1
surveillance the 4 2
surveillance through 1 3
surveillance to 2 2
surveillance u 1 1
surveillance video 3 1
surveillance videos 2 1
surveillance was 2 1
surveillance will 1 2
survey a 1 1
survey found 2 1
survey of 12 11
survey respondents 1 2
survey results 4 2
survey with 1 1
surveys and 1 1
survive n 1 1
survive the 2 1
susan s 1 1
susceptible to 13 5
suspect a 5 3
suspect and 20 2
suspect based 1 1
suspect being 1 1
suspect but 3 2
suspect by 3 1
suspect can 1 1
suspect classifications 15 1
suspect even 2 1
suspect has 4 6
suspect he 1 2
suspect if 1 2
suspect into 1 1
suspect is 23 6
suspect n 13 5
suspect on 2 1
suspect or 6 3
suspect over 1 1
suspect s 46 16
suspect selection 1 1
suspect to 7 2
suspect was 18 1
suspect when 2 1
suspect who 1 1
suspect would 2 1
suspect yale 2 1
suspected burglar 1 1
suspected crime 6 1
suspected criminal 12 1
suspected in 2 2
suspected of 22 10
suspecting legal 2 3
suspecting that 1 2
suspecting the 2 2
suspects accomplices 1 1
suspects and 19 2
suspects are 6 3
suspects based 1 1
suspects but 6 3
suspects by 1 1
suspects for 9 1
suspects have 1 2
suspects n 15 2
suspects of 2 1
suspects on 2 2
suspects the 4 1
suspects who 5 1
suspicion a 5 1
suspicion about 6 1
suspicion analysis 19 23
suspicion and 30 4
suspicion are 5 1
suspicion as 6 3
suspicion at 2 1
suspicion based 9 11
suspicion because 4 2
suspicion but 5 3
suspicion by 3 1
suspicion c 1 1
suspicion calculus 11 7
suspicion can 5 2
suspicion cases 3 1
suspicion categorical 1 1
suspicion citation 1 1
suspicion could 1 1
suspicion determination 1 7
suspicion doctrine 5 4
suspicion does 1 1
suspicion emory 9 2
suspicion finally 1 1
suspicion for 5 8
suspicion from 3 2
suspicion he 1 2
suspicion if 5 2
suspicion in 22 8
suspicion is 22 7
suspicion it 3 1
suspicion judgment 2 2
suspicion like 2 1
suspicion more 1 1
suspicion must 7 6
suspicion n 32 30
suspicion name 1 1
suspicion necessary 1 2
suspicion nothing 1 1
suspicion of 38 10
suspicion ohio 2 1
suspicion or 46 6
suspicion required 4 1
suspicion requires 2 3
suspicion see 5 1
suspicion so 2 2
suspicion standard 31 5
suspicion strikes 1 1
suspicion supported 1 2
suspicion test 4 2
suspicion that 41 8
suspicion the 13 6
suspicion there 1 3
suspicion to 19 13
suspicion when 6 1
suspicion while 4 2
suspicion would 2 2
suspicions of 1 1
suspicious activities 4 1
suspicious activity 12 7
suspicious behavior 11 6
suspicious conduct 2 1
suspicious facts 2 1
suspicious in 1 1
suspicious n 5 1
suspicious or 4 1
suspicious people 3 1
suspicious person 5 2
suspicious to 2 5
sustained analysis 2 1
switch to 1 1
sword of 1 2
sworn employee 1 1
sworn in 3 13
sworn officers 6 2
sworn police 5 4
sydney australia 1 2
symposium and 1 1
symposium on 5 1
symptom of 1 1
symptoms of 1 2
synagogue or 1 1
syndigate info 1 2
syndigate media 1 1
sys j 1 3
system a 4 2
system and 33 11
system are 1 3
system as 15 7
system based 2 1
system because 5 6
system before 1 1
system being 1 3
system by 7 1
system called 1 2
system can 5 4
system codis 2 1
system costs 2 1
system could 8 2
system das 1 1
system does 1 3
system fails 1 1
system footnotes 2 1
system for 21 6
system from 4 1
system has 17 4
system i 2 5
system id 1 1
system improvement 1 1
system in 18 13
system information 2 1
system is 39 16
system it 4 3
system like 1 1
system limited 2 1
system may 3 2
system more 3 2
system n 43 22
system ndis 2 1
system not 1 1
system of 32 10
system or 4 4
system processing 4 1
system s 13 6
system see 1 1
system seen 1 1
system should 3 1
system that 38 17
system the 19 18
system there 1 1
system these 1 2
system they 4 5
system this 3 3
system through 1 2
system to 23 6
system today 2 1
system uses 1 2
system was 11 4
system where 1 1
system which 9 4
system while 2 1
system will 9 5
system with 6 1
system works 1 5
system would 6 1
systematic review 3 11
systematic reviews 2 6
systematic use 1 1
systemic and 1 1
systemic change 1 11
systemic or 1 1
systemic problems 3 1
systems a 2 3
systems and 26 2
systems are 23 1
systems as 6 5
systems by 1 1
systems could 1 1
systems engineer 1 3
systems for 4 6
systems gis 1 2
systems have 8 2
systems if 1 1
systems in 14 3
systems is 5 1
systems like 6 2
systems must 1 1
systems n 34 5
systems of 12 2
systems or 4 1
systems presents 1 1
systems such 6 2
systems that 18 6
systems the 10 1
systems to 20 2
systems under 1 1
systems when 1 1
systems which 3 1
systems with 4 2
t a 1 1
t about 1 1
t always 2 4
t as 1 1
t available 1 2
t be 9 2
t been 1 14
t care 2 5
t come 2 4
t count 1 1
t disappear 2 1
t do 2 3
t echnical 1 1
t enough 1 1
t even 8 3
t everything 2 1
t expect 1 1
t feel 3 1
t give 2 2
t have 18 9
t he 28 8
t help 1 2
t hey 1 1
t his 2 2
t http 7 3
t in 2 2
t include 2 2
