of documents 1 of 1
the police b 1 1
the police before 5 5
the police but 4 3
the police can 7 3
the police cars 1 1
the police chief 9 1
the police could 5 1
the police crime 1 1
the police department 42 30
the police departments 1 2
the police discovered 1 1
the police do 5 1
the police executive 1 3
the police for 5 1
the police force 7 2
the police have 24 7
the police identify 2 2
the police in 22 6
the police is 11 1
the police make 1 2
the police must 3 3
the police n 25 7
the police of 7 1
the police officer 34 8
the police officers 13 6
the police on 2 1
the police or 4 1
the police play 2 1
the police policing 1 2
the police resulted 1 1
the police s 5 1
the police said 2 1
the police see 1 1
the police station 6 2
the police the 5 2
the police themselves 3 2
the police then 1 1
the police there 2 2
the police they 4 1
the police this 1 1
the police to 21 16
the police use 6 2
the police were 4 4
the police what 2 1
the police where 1 1
the police whether 2 1
the police who 1 1
the police will 9 1
the police with 7 1
the police without 1 2
the police would 6 2
the policing context 12 1
the policing of 3 1
the political and 10 1
the political debate 1 1
the political economy 1 1
the political spectrum 2 2
the politics of 16 3
the pool of 4 1
the poor and 6 2
the poor the 1 1
the population at 1 1
the population is 2 2
the population of 1 3
the population that 2 2
the portion of 2 1
the position of 2 15
the possession of 1 1
the possibilities and 1 1
the possibilities for 3 1
the possibility of 25 5
the possibility that 20 3
the post conviction 2 3
the potential benefits 7 2
the potential for 25 6
the potential of 10 2
the potential risks 2 1
the potential role 1 1
the potential to 33 13
the poverty exception 1 1
the power and 2 2
the power of 35 6
the power to 13 2
the practice of 7 4
the practice to 1 1
the practice was 1 1
the pre computer 1 1
the pre gates 1 1
the precinct level 2 1
the precise content 1 1
the precision of 1 3
the predictability of 1 2
the predicted crime 1 1
the prediction is 2 3
the prediction of 1 5
the predictions but 1 1
the predictive algorithm 13 2
the predictive model 1 1
the predictive policing 10 30
the predictive software 1 1
the predictive technology 1 3
the predictive validity 1 1
the predictive value 2 13
the predpol software 2 1
the predpol system 2 1
the preferences of 2 2
the prejudices of 2 1
the presence of 20 9
the presence or 1 1
the present day 1 1
the present state 1 1
the president s 13 3
the press or 1 1
the press u 2 1
the pressure on 2 1
the presumption of 8 1
the prevalence of 6 2
the primacy of 4 1
the primary reason 1 2
the principle of 2 1
the principle that 1 2
the principles of 5 2
the prior criminal 2 2
the prison system 1 1
the private and 1 1
the private sector 21 10
the privatization of 1 1
the probability as 1 1
the probability of 19 7
the probability that 4 1
the probable cause 24 3
the problem and 4 1
the problem at 4 1
the problem is 8 14
the problem of 40 13
the problem oriented 1 3
the problem presented 1 2
the problem to 1 1
the problem was 1 1
the problem with 4 4
the problems and 3 1
the problems identified 1 1
the problems of 8 6
the problems presented 2 2
the problems raised 1 2
the problems that 5 3
the problems they 1 1
the problems with 6 1
the process and 1 1
the process by 7 1
the process is 8 5
the process of 22 8
the process would 1 2
the product of 14 6
the production of 6 1
the program and 2 2
the program could 1 3
the program is 3 2
the program n 6 2
the program s 4 6
the program the 5 4
the program was 8 1
the program which 1 1
the program would 1 1
the progressive era 5 1
the project and 2 1
the project has 2 1
the proliferation of 7 1
the promise and 2 2
the promise of 14 5
the promotion of 1 1
the proper role 3 1
the proportion of 5 1
the proposition that 7 3
the propriety of 1 2
the prosecution in 1 1
the prosecution of 3 4
the prosecution s 2 1
the prosecutor and 1 1
the prosecutor knows 1 2
the prosecutor s 9 3
the prosecutorial function 1 1
the prospect of 12 2
the protection of 6 2
the protocol n 1 1
the provision of 2 2
the proximity to 3 2
the psychiatrist the 1 1
the public about 1 2
the public and 11 3
the public but 1 2
the public defender 1 8
the public defenders 2 2
the public domain 1 2
the public even 2 2
the public eye 2 2
the public from 1 3
the public good 4 1
the public health 2 1
the public in 8 1
the public interest 8 4
the public it 2 1
the public may 1 1
the public n 13 5
the public nature 2 1
the public or 3 1
the public s 11 8
the public safety 15 2
the public sector 7 1
the public sphere 1 3
the public the 2 1
the public through 3 1
the public to 10 4
the public with 3 1
the purchase of 1 1
the purpose of 27 11
the purposes of 10 7
the purview of 4 2
the quality of 26 10
the quantity of 6 2
the question has 1 1
the question is 2 6
the question of 20 15
the question that 1 1
the question whether 3 2
the questions are 1 1
the questions of 3 1
the racial composition 16 3
the racialization of 1 1
the rand corporation 3 1
the range of 6 10
the rank and 67 1
the rate at 3 4
the rate of 14 4
the rates at 4 3
the rates of 3 1
the ratio of 1 2
the rationale behind 4 1
the rationale was 1 1
the reach of 4 3
the real world 18 1
the realities of 1 1
the reality is 6 7
the reality of 3 2
the reality that 4 2
the realm of 11 2
the reason for 4 5
the reason is 1 1
the reasonable suspicion 68 31
the reasonableness of 10 3
the reasons for 6 1
the receipt of 2 1
the recognition of 2 2
the recognition that 1 4
the record of 4 5
the reduction in 1 1
the reduction of 1 1
the reform efforts 2 1
the reforms are 1 11
the refusal to 1 1
the regulation of 23 2
the regulatory state 4 1
the relationship between 29 5
the relationships of 2 1
the relevance of 7 4
the relevant characteristics 1 4
the reliability of 8 7
the reliance of 1 1
the reliance on 1 1
the remainder of 1 4
the remedies ordered 2 1
the removal of 1 2
the report also 1 1
the report found 1 2
the report of 1 1
the representation of 3 2
the reproduction of 3 1
the republican national 1 1
the requirement for 1 1
the requirement that 6 1
the requirements of 3 1
the requisite degree 1 1
the research is 3 1
the research on 3 1
the residential location 1 2
the residents of 2 1
the resources for 1 1
the resources to 3 2
the response of 1 1
the response to 2 1
the responses of 1 1
the responsibility for 2 2
the responsibility of 1 2
the rest of 20 9
the result is 5 2
the result of 19 5
the result was 1 2
the resulting data 1 2
the results are 1 3
the results do 1 1
the results of 29 5
the results were 3 1
the retention of 2 2
the reviewing court 2 2
the right case 2 1
the right information 2 1
the right of 9 10
the right people 2 1
the right place 3 5
the right questions 2 1
the right taillight 1 1
the right time 6 8
the right to 18 26
the rights of 6 2
the rise in 5 2
the rise of 43 21
the risk assessment 2 1
the risk for 1 2
the risk of 49 30
the risk terrain 2 5
the risk that 6 4
the risks of 3 1
the road in 1 1
the role an 1 1
the role of 62 31
the role that 8 1
the root causes 6 2
the roots of 5 2
the rule of 5 1
the rules of 8 6
the rules that 1 2
the s a 2 2
the s and 33 7
the s comm 7 1
the s it 2 1
the s n 15 3
the s that 3 2
the s the 7 5
the s to 5 1
the s was 1 2
the s when 2 3
the safest big 1 3
the sake of 4 1
the same analysis 1 1
the same area 2 1
the same as 5 3
the same can 2 2
the same constitutional 1 2
the same data 1 1
the same factors 1 1
the same for 2 1
the same individual 1 3
the same kind 1 4
the same level 3 2
the same location 1 2
the same n 2 2
the same offender 1 3
the same or 1 1
the same outcome 1 1
the same people 1 1
the same predictive 1 1
the same public 1 1
the same reasons 2 2
the same scale 1 1
the same study 3 1
the same the 2 1
the same time 41 17
the same types 3 1
the same way 16 7
the same when 1 1
the san fernando 4 12
the san francisco 6 5
the sanctity of 3 1
the santa cruz 6 31
the scale of 6 1
the scene n 1 1
the scene of 3 12
the school of 2 1
the sci fi 2 4
the science of 6 1
the scope of 35 11
the search and 1 2
the search for 3 1
the search is 1 2
the search or 2 1
the search warrant 3 2
the seattle police 9 2
the second question 1 1
the second year 2 1
the secretary of 6 2
the seizure of 8 1
the seizure or 1 1
the selection of 7 1
the selection process 1 1
the self reported 1 1
the sense that 5 7
the sentencing and 2 1
the sentencing process 1 1
the sentencing project 3 1
the series of 2 1
the seriousness of 4 4
the service when 1 1
the severity of 5 2
the sex offender 9 1
the sex offense 2 2
the shadow of 4 1
the shape and 3 1
the sharing of 3 1
the sheer amount 1 1
the sheer volume 3 2
the sheriff s 13 83
the shift to 2 1
the short answer 4 1
the short run 1 1
the shortcomings of 1 1
the side of 3 1
the sight of 2 1
the signal and 1 1
the signing of 1 1
the site of 3 1
the size and 2 1
the size of 11 8
the social and 6 2
the social influence 5 2
the social media 3 2
the social norms 2 3
the social sciences 4 3
the social service 1 2
the software and 4 1
the software in 1 1
the software is 1 2
the software s 5 2
the software that 2 1
the software to 3 3
the software was 1 3
the software would 3 1
the sole purpose 1 1
the solution to 3 1
the sophistication of 2 1
the sort of 9 3
the sorts of 1 1
the sought after 4 1
the source of 5 3
the spatial concentration 1 1
the spatial distribution 2 3
the spatial influence 1 1
the special needs 4 1
the specific deterrent 2 1
the specter of 4 1
the spectre of 4 1
the spiral of 1 2
the spirit of 1 1
the spread of 3 3
the st century 12 1
the staff of 1 1
the stage for 5 2
the standard for 3 1
the standard used 1 1
the standards for 1 1
the standpoint of 3 1
the start of 4 1
the state and 8 4
the state for 2 1
the state from 1 1
the state has 2 1
the state in 3 2
the state interest 1 1
the state is 3 1
the state level 2 2
the state n 2 3
the state of 23 3
the state police 2 2
the state s 44 12
the state the 3 2
the state to 8 3
the state while 1 1
the state would 1 1
the states from 1 2
the states n 1 1
the station house 4 1
the statistics and 1 1
the statistics reveal 1 1
the status of 2 1
the status quo 10 7
the steam engine 4 3
the stigmatizing effect 1 1
the stop and 15 6
the stop n 2 4
the stop occurred 2 4
the stop or 3 1
the stop the 3 1
the stories the 1 1
the story of 10 1
the strategy is 2 2
the street a 1 1
the street and 9 3
the street considering 2 1
the street in 6 1
the street level 3 1
the street n 7 3
the street the 3 2
the street then 1 1
the street this 1 1
the streets and 3 1
the streets but 2 1
the streets in 2 1
the streets is 1 1
the streets mapping 2 1
the streets n 2 3
the streets of 8 2
the streets you 1 1
the strength of 7 1
the strip club 1 1
the structural problems 1 4
the structure of 6 1
the structures of 1 1
the struggle for 3 1
the students were 1 2
the study found 1 1
the study of 7 3
the study s 4 1
the study which 1 1
the stuff of 1 3
the subcomm on 3 3
the subject a 5 1
the subject of 17 4
the subject s 4 4
the substance of 8 1
the substantive criminal 1 2
the success of 11 7
the sun herald 1 2
the superiority of 3 1
the support of 1 5
the supreme court 156 73
the surveillance equipment 1 1
the suspect and 5 2
the suspect can 1 1
the suspect even 1 1
the suspect has 3 2
the suspect is 13 1
the suspect n 8 1
the suspect on 1 1
the suspect or 2 2
the suspect s 28 14
the suspect was 12 1
the suspect would 2 1
the suspected crime 3 1
the suspicion must 1 1
the system can 2 1
the system for 1 3
the system has 3 3
the system in 3 3
the system is 10 5
the system n 1 3
the system s 5 2
the system would 2 1
the systematic use 1 1
the systems as 1 1
the systems of 2 1
the table is 1 2
the target of 3 1
the targeted person 2 1
the targeting of 1 2
the task is 1 1
the task of 4 2
the techniques used 1 1
the technologies n 2 1
the technology and 4 1
the technology as 1 1
the technology but 1 3
the technology can 1 2
the technology from 1 1
the technology in 2 2
the technology is 3 12
the technology itself 1 1
the technology may 2 1
the technology n 1 1
the technology of 1 1
the technology s 1 2
the technology they 2 1
the technology to 1 1
the technology used 1 1
the technology was 1 1
the technology will 2 4
the telephone company 1 1
the tendency to 3 1
the tension between 3 1
the term community 2 2
the term high 6 1
the term is 1 1
the term n 1 1
the term refers 3 1
the terminology of 2 1
the terms of 11 2
the terms stop 1 1
the terry court 8 1
the test of 1 3
the testimony of 2 3
the th and 1 1
the th century 2 2
the th precinct 4 3
the theoretical and 1 1
the theory and 2 3
the theory behind 1 2
the theory but 1 1
the theory in 1 1
the theory of 9 3
the theory posits 1 1
the theory that 7 7
the theory to 3 1
the third circuit 4 2
the third party 13 8
the threat of 22 8
the three different 1 1
the three v 1 1
the threshold for 1 2
the tide of 1 1
the time a 3 1
the time and 6 8
the time being 1 1
the time but 2 2
the time in 3 1
the time it 3 2
the time n 3 2
the time of 20 9
the time or 1 1
the time place 3 1
the time that 1 2
the time the 6 5
the time they 2 1
the time to 2 13
the timely demise 1 1
the timing and 1 1
the timing of 2 3
the tip n 1 4
the tipster had 1 1
the tone and 1 11
the tool will 1 2
the tools and 1 1
the tools of 8 3
the tools to 3 1
the topic of 3 1
the tort of 1 1
the total information 2 1
the totality of 37 20
the touchstone of 1 1
the tough on 1 1
the track record 1 1
the trade off 2 1
the traditional model 1 1
the trajectory of 1 1
the transfer of 1 2
the transfer the 1 1
the transformation of 2 11
the transition to 4 1
the transparency of 8 1
the trend is 1 1
the trend of 1 1
the trend toward 1 1
the trial court 2 5
the truth is 3 2
the turn of 3 1
the turn to 1 1
the twentieth century 11 7
the twenty first 10 6
the twitter archive 2 2
the two most 1 1
the two primary 1 1
the two way 2 2
the type of 16 15
the types of 15 9
the tyranny of 1 1
the u c 1 1
the u s 136 31
the uk government 1 2
the ultimate goal 5 1
the ultimate objective 1 1
the underlying logic 2 3
the underlying problems 1 2
the underlying social 1 1
the union backed 1 2
the union meeting 1 1
the unit is 1 1
the united kingdom 3 23
the united nations 1 1
the united states 187 84
the university of 54 29
the university s 5 3
the upshot of 2 1
the upside and 1 1
the urban institute 1 1
the us and 3 5
the us army 1 2
the us department 1 3
the use and 4 1
the use of 224 84
the user of 1 1
the users of 1 1
the uses of 1 3
the utility of 4 3
the vagaries of 1 1
the validation of 1 1
the validity of 7 3
the value of 19 14
the various factors 1 1
the vast amount 4 1
the vast majority 15 4
the vehicle as 1 1
the vera institute 1 11
the very nature 2 1
the very reason 1 1
the viability of 4 2
the vicinity along 2 1
the vicinity of 5 2
the victim of 2 2
the victim s 2 18
the victim was 4 2
the victims of 3 3
the view of 2 2
the view that 7 3
the violent crime 6 2
the volume of 10 3
the vulnerability of 2 1
the wake of 27 6
the war against 1 1
the war between 1 1
the war on 121 4
the wardlow case 1 1
the wardlow court 5 2
the warrant application 1 1
the warrant requirement 1 1
the warrant was 1 1
the washington college 1 1
the washington post 12 1
the way for 2 2
the way in 3 2
the way it 4 1
the way of 5 1
the way officers 1 1
the way she 1 1
the way that 8 1
the way the 8 4
the way we 2 6
the weight of 1 4
the west valley 1 1
the whole picture 5 2
the wide ranging 1 1
the wide variety 1 1
the widely used 1 1
the widespread use 3 1
the window and 1 3
the woman s 1 2
the word of 1 1
the words of 7 3
the work of 15 24
the work that 1 2
the world and 6 2
the world as 2 2
the world from 1 1
the world in 1 2
the world is 1 2
the world n 4 3
the world of 18 1
the world s 8 5
the world that 2 1
the yale law 4 1
the year before 3 3
the year in 1 1
the year old 3 2
the year since 2 2
the year time 1 1
the years and 1 1
the years since 1 1
the years to 1 3
the young man 8 1
theatlantic com magazine 7 3
theft and theft 1 3
theft from automobiles 1 3
theft or burglary 3 2
thefts in the 1 3
their authority to 1 1
their best to 1 2
their broken windows 1 1
their children n 1 1
their commitment to 1 1
their communities and 5 2
their communities they 1 1
their communities this 2 2
their community and 1 1
their community policing 1 1
their criminal justice 1 4
their daily lives 1 1
their data in 2 1
their day to 7 1
their decision making 5 1
their decisions and 1 1
their due process 1 1
their first amendment 2 1
their focus on 1 1
their impact on 2 1
their implications for 1 1
their interests in 1 1
their lives around 1 2
their lives n 1 1
their model n 1 1
their natural intuition 1 1
their own analysis 1 1
their own and 1 1
their own data 2 1
their own initiative 2 1
their own personal 1 1
their own subjective 1 1
their personal and 1 1
their personal information 1 1
their persons houses 5 4
their police departments 1 3
their purposes n 1 1
their reasonable suspicion 3 3
their research assistance 1 1
their resources n 1 1
their resources on 1 1
their resources to 1 1
their role in 1 1
their time on 1 2
their time proactively 1 1
their use of 10 1
their way into 1 1
their way through 2 1
their way to 5 2
their work more 1 1
them again same 2 1
them and their 4 1
them and then 3 1
them as part 1 1
them at risk 1 1
them based on 1 3
them by the 1 1
them for the 2 1
them for years 2 2
them from the 4 1
them in a 6 3
them in addition 1 1
them in an 5 1
them into the 2 1
them n in 1 1
them n the 2 1
them of their 1 2
them on the 2 3
them out of 3 1
them to be 5 6
them to do 2 1
them with a 1 1
them with the 3 1
themselves to be 1 1
then and now 1 2
then be compared 1 1
then courts have 1 1
then directed to 2 1
then in the 2 1
then it would 1 1
then made a 1 1
then reliance on 1 1
then tested to 1 1
then the entire 1 1
then the predictive 1 1
then there is 2 1
then to be 1 1
then using results 2 1
theoretical and empirical 1 1
theoretical model of 1 1
theoretical or even 1 1
theories and practices 3 1
theories j experimental 1 1
theories of crime 5 2
theories of victimization 1 1
theory and community 1 1
theory and gis 1 1
theory and legal 1 1
theory and order 5 1
theory and practice 3 3
theory and research 1 2
theory and the 7 1
theory approach to 2 2
theory based analysis 3 2
theory but in 1 1
theory for example 1 1
theory has been 1 1
theory in contrast 2 1
theory in the 5 1
theory is a 1 1
theory is that 1 2
theory it may 1 1
theory of crime 6 1
theory of deterrence 1 1
theory of policing 5 4
theory of predictive 1 2
theory of race 2 1
theory of the 8 6
theory posits that 5 2
theory that focuses 1 1
theory that police 1 1
theory that the 3 1
theory to predict 1 1
there appears to 4 2
there are a 8 3
there are also 8 4
there are any 1 1
there are approximately 1 4
there are at 2 3
there are cases 1 3
there are certain 2 1
there are however 1 1
there are many 10 7
there are no 6 14
there are of 2 1
there are other 2 3
there are people 2 1
there are plans 1 1
there are real 1 1
there are several 3 4
there are some 7 1
there are still 1 1
there are thousands 1 3
there are three 5 2
there are two 3 1
there aren t 1 1
there exists a 4 2
there had been 1 1
there has been 15 10
there has never 1 1
there has not 1 1
there have been 9 5
there in the 4 1
there is a 65 35
there is also 7 3
there is an 7 9
there is certainly 3 1
there is considerable 2 4
there is evidence 1 3
there is good 3 6
there is however 1 1
there is less 3 2
there is little 16 7
there is much 2 3
there is no 91 46
there is not 3 6
there is nothing 3 3
there is now 2 1
there is one 3 1
there is probable 3 5
there is reasonable 4 5
there is some 5 5
there is strong 1 1
there is substantial 2 1
there is such 1 1
there is sufficient 1 1
there is the 1 2
there may be 13 7
there might be 6 7
there must be 2 2
there remains significant 1 1
there s a 18 14
there s also 1 1
there s no 2 3
there s nothing 2 2
there seems to 2 2
there should be 3 1
there to be 1 4
there was a 7 11
there was little 2 1
there was no 7 10
there was not 1 1
there were many 1 1
there were more 6 2
there will be 9 5
there would be 8 3
there would likely 1 1
therefore did not 1 1
therefore left the 1 2
therefore rarely undertaken 1 1
these actors should 1 1
these and other 4 1
these are all 4 2
these are just 2 1
these are the 3 1
these are very 1 1
these cases if 1 2
these cases the 3 2
these changes are 1 1
these changes is 3 1
these characteristics are 2 1
these communities are 1 1
these concepts to 1 1
these data points 2 1
these factors are 3 2
these hotspots of 1 1
these individuals are 3 3
these individuals have 2 1
these institutions are 1 1
these instruments in 1 1
these issues are 1 1
these items and 1 2
these methods have 2 1
these models are 4 2
these models can 1 1
these new policing 1 1
these organizations are 1 3
these policies can 1 1
these practices and 1 1
these problems is 1 1
these programs as 1 1
these programs to 2 1
these questions and 1 1
these records are 2 1
these reforms have 2 1
these services are 1 3
these technologies are 3 2
these technologies is 1 1
these types of 5 5
they already have 1 11
they also demonstrate 1 1
they are able 1 1
they are about 2 1
they are also 10 1
they are being 8 1
they are by 1 1
they are committed 1 1
they are doing 2 2
they are engaged 2 1
they are known 1 1
they are less 3 1
they are not 13 11
they are often 3 1
they are on 3 2
they are rarely 5 1
they are subject 1 1
they are then 1 1
they are treated 2 1
they believed that 1 1
they can be 10 3
they can do 4 3
they can get 3 3
they can provide 3 1
they can t 1 6
they can the 1 1
they can to 2 1
they cannot be 1 1
they commit crimes 1 1
they conducted their 1 1
they continue to 2 1
they could also 3 1
they could be 2 2
they could have 2 1
they could make 2 1
they could never 1 1
they could not 2 1
they create a 1 1
they decide to 1 1
they did not 6 1
they did so 1 1
they discovered the 1 1
they do not 20 7
they document the 2 2
they don t 12 9
they encounter on 1 1
they fail to 1 2
they feel like 2 1
they find themselves 1 4
they found that 4 1
they ha ppen 1 1
they had a 2 11
they had been 5 1
they had met 1 1
they had no 3 1
they have a 5 1
they have been 14 1
they have no 3 2
they have stopped 1 1
they have the 4 3
they hope to 1 2
they lack is 1 1
they make themselves 1 3
they may also 2 1
they may be 7 2
they may continue 2 1
they may have 4 11
they may not 8 2
they may rely 2 1
they might be 6 3
they might commit 2 3
they might not 1 1
they might use 1 1
they need to 8 3
they needed to 3 1
they occurred n 1 1
they point out 1 1
they re actually 2 1
they re going 2 5
they re more 2 2
they re part 3 1
they said they 1 1
they say they 1 3
they search for 1 3
they seem to 1 1
they should be 8 3
they suffer from 1 1
they suspected of 1 1
they tend to 4 1
they use the 1 3
they were able 1 1
they were in 2 4
they were not 5 12
they will be 1 1
they will change 1 1
they will have 3 1
they will not 2 2
they would have 3 1
they would like 2 1
they would not 4 1
they would say 1 1
they would stretch 1 1
they wouldn t 2 1
thief walked into 1 1
things such as 2 1
things that have 2 1
think about it 5 2
think about the 2 2
think and feel 2 1
think i m 1 1
think it is 6 3
think it s 2 3
think n see 1 1
think of a 3 1
think of the 9 3
thinking about the 5 1
thinking at the 2 1
third of the 2 1
third parties n 5 2
third parties to 2 1
third party access 1 1
third party doctrine 10 11
third party information 7 4
third there is 1 1
thirty five a 2 1
thirty one percent 1 1
thirty percent more 1 1
thirty percent of 1 1
thirty seven states 1 1
thirty to fifty 1 1
this allows the 1 1
this alternative approach 1 1
this am life 1 1
this american life 1 2
this approach n 2 1
this article a 1 1
this article addresses 1 2
this article and 1 2
this article as 2 1
this article attempts 2 1
this article demonstrates 3 1
this article examines 6 3
this article focuses 2 1
this article has 3 1
this article i 4 2
this article in 1 1
this article is 7 2
this article n 4 1
this article or 12 1
this article provides 2 1
this article reveals 4 1
this article s 1 6
this article the 2 3
this article there 1 1
this article to 3 1
this article we 3 5
this article will 3 7
this can be 12 3
this case because 1 2
this case could 1 1
this case the 3 1
this conclusion means 1 1
this context is 1 1
this could be 7 1
this data be 1 1
this data can 1 1
this data to 7 1
this definition is 2 1
this does not 7 4
this emphasis on 2 2
this end the 1 3
this essay as 1 1
this essay has 2 1
this example demonstrates 1 1
this factor of 1 1
this focus on 3 3
this form of 1 1
this has been 3 1
this in turn 1 1
this information and 1 1
this information can 4 1
this information has 1 2
this information into 1 1
this information is 8 2
this information may 1 2
this information n 1 1
this information should 1 1
this information to 1 1
this is a 32 18
this is an 10 13
this is another 2 1
this is because 7 1
this is in 4 2
this is not 27 23
this is often 1 4
this is one 1 3
this is probably 1 2
this is so 1 1
this is that 2 2
this is the 14 3
this is to 5 1
this isn t 4 1
this issue and 1 1
this issue on 1 1
this kind of 20 6
this lack of 1 1
this level of 5 1
this line of 1 5
this may be 4 4
this means police 1 1
this means that 9 4
this model n 1 1
this model of 1 1
this new focus 1 1
this new technological 1 1
this nexus between 1 1
this notion that 1 1
this observation n 1 1
this paper is 1 1
this part defines 1 1
this part explains 2 1
this part it 1 1
this part of 2 1
this pattern of 1 2
this point the 4 1
this predictive analysis 1 1
this problem is 2 2
this process has 1 2
this process n 1 1
this purpose n 1 1
this regard as 1 1
this regard the 1 4
this requirement would 1 1
this section briefly 1 1
this section considers 1 2
this section focuses 1 1
this sense of 1 1
this situation the 1 1
this sort may 1 2
this special attention 1 1
this suggests that 1 1
this technology could 2 2
this technology is 1 1
this to be 5 1
this trend is 2 1
this type of 21 13
this understanding of 1 1
this version of 2 1
this was not 1 1
this was the 2 3
this way of 1 1
this way would 1 1
this will be 3 1
this will mean 1 1
this will not 1 1
this work is 4 2
this would allow 1 2
this would be 7 2
this would help 2 1
this year and 4 1
this year in 1 1
this year the 9 1
this year to 1 1
thisamericanlife org radio 2 1
thomas j concurring 1 7
thomas l rev 2 1
thompson supra note 3 4
thompson the santa 2 1
those accused of 2 2
those areas in 2 1
those charged with 1 2
those convicted of 1 2
those decisions n 1 1
those factors that 3 1
those facts reasonably 3 3
those in the 6 4
those in which 3 1
those individuals who 2 1
those more likely 1 1
those most likely 7 1
those of other 1 1
those of police 1 1
those of the 2 3
those offenders who 1 3
those types of 1 1
those who are 13 2
those who do 2 4
those who have 7 3
those who may 1 1
those who use 1 1
those who were 7 3
those who wish 1 1
those who work 1 1
those who would 3 4
those with no 1 1
those with the 1 2
though certainly not 1 1
though it is 1 4
though it may 2 1
though it s 1 1
though such a 1 1
though the fourth 1 1
though there are 1 1
thought it was 1 1
thought to be 3 3
thought to have 1 1
thoughts about fourth 1 1
thousands of data 1 2
thousands of gigabytes 1 1
thousands of miles 3 1
thousands of new 1 1
threat of terrorism 3 1
threat of violence 1 1
threat posed by 3 1
threat to the 5 1
threats on social 2 1
threats such as 1 1
threats to privacy 1 1
threats to the 1 3
three cities n 1 1
three methods of 1 1
three of the 3 1
three of these 3 2
three out of 1 2
three percent of 1 1
three pieces of 1 3
three police departments 3 2
three to five 2 1
three types of 3 1
three v s 1 1
three year period 2 1
three years of 3 1
three years since 1 1
three years worth 1 1
through a network 1 1
through a variety 3 1
through big data 3 1
through civil or 1 2
through computer assisted 1 1
through crime how 3 1
through fear of 3 1
through gis analysis 1 1
through hours of 1 1
through social media 16 1
through the courts 1 1
through the criminal 2 4
through the data 2 1
through the examination 1 1
through the internet 3 1
through the lens 10 2
through the s 1 1
through the transfer 1 1
through the u 1 1
through which to 3 1
throughout the city 5 3
throughout the state 1 1
throughout the united 3 3
thus be used 1 1
thus cannot be 1 1
thus even if 3 2
thus far has 2 1
thus if a 1 1
thus in a 3 1
thus in the 1 1
thus not all 1 1
thus should be 1 1
thus the analysis 1 1
thus the officer 1 1
thus the reasonable 1 1
thus there is 3 1
tied to the 2 1
tien privacy technology 1 1
timberg ellen nakashima 2 1
timberg nakashima supra 2 4
time a police 1 1
time access to 2 2
time and date 1 2
time and if 1 1
time and location 3 12
time and place 2 5
time and space 4 1
time and the 1 1
time at a 1 2
time but it 2 1
time com what 1 1
time crime center 6 2
time date and 1 3
time even places 1 1
time feb http 1 1
time has come 3 1
time in a 1 1
time in prison 1 1
time in the 3 6
time it takes 3 2
time money and 1 2
time n in 1 2
time n see 1 1
time n this 1 2
time nov at 1 1
time npr mar 1 1
time of a 2 2
time of crime 2 2
time of day 4 2
time of the 9 3
time of year 1 2
time patterns of 2 1
time patterns to 1 1
time periods n 1 1
time place and 7 2
time proactively stopping 1 1
time since the 1 1
time such a 1 1
time such as 1 1
time that has 2 1
time the police 2 1
time to become 1 11
time to prevent 1 1
time was difficult 1 1
time when police 3 2
time with the 2 1
timely demise of 1 1
times a day 1 1
times a publication 1 1
times apr at 4 1
times apr http 14 2
times aug at 7 2
times aug http 11 8
times city length 1 1
times company of 3 2
times faster than 2 1
times feb http 8 4
times for calls 2 1
times greater than 1 1
times higher than 2 2
times jan am 3 1
times jan http 6 5
times july http 8 6
times june at 10 1
times may http 11 1
times may pm 2 1
times nov at 6 1
times nov http 5 5
times oct http 9 1
times of india 3 1
times sept at 7 1
times sept http 5 4
times sept pm 3 1
times the number 2 1
timing of the 1 3
tiny patch of 1 1
tip as corroborated 1 1
tip be reliable 1 1
tip from a 1 1
tipster had inside 1 1
to a broad 2 1
to a call 4 1
to a certain 1 3
to a community 2 2
to a computer 3 2
to a control 1 3
to a court 4 1
to a crime 5 6
to a criminal 3 1
to a d 1 2
to a database 4 1
to a different 1 3
to a dramatic 1 1
to a first 1 2
to a forum 2 1
to a fourth 1 1
to a greater 1 1
to a group 1 1
to a growing 1 1
to a high 2 1
to a large 1 2
to a law 1 1
to a lesser 2 1
to a location 2 1
to a man 1 1
to a more 5 4
to a neat 4 1
to a new 2 2
to a number 3 1
to a particular 5 4
to a pattern 1 1
to a person 5 6
to a place 1 3
to a police 3 4
to a problem 1 1
to a public 3 1
to a range 2 4
to a reduction 2 1
to a search 1 2
to a specific 7 2
to a third 1 4
to a world 6 1
to abandon their 1 1
to abuse the 1 3
to accept the 3 2
to accomplish this 1 1
to account for 14 4
to achieve the 2 1
to achieve this 1 2
to acknowledge that 1 1
to act as 3 1
to act on 4 2
to add additional 2 1
to address a 3 2
to address problems 1 1
to address the 30 19
to address them 3 1
to address these 6 4
to address this 3 1
to address what 1 1
to addressing the 1 1
to adopt a 4 1
to adopt and 2 1
to adopt the 6 1
to adopting a 1 2
to advance that 1 1
to advocate that 1 1
to afford bail 1 11
to agree on 2 1
to agree to 1 1
to aid in 2 2
to all the 1 1
to allocate resources 5 1
to allow the 4 5
to ameliorate the 1 1
to amend the 1 1
to an additional 2 1
to an already 1 1
to an alternative 1 2
to an area 3 2
to an array 1 1
to an arrest 6 3
to an explosion 1 1
to an increase 4 1
to an individual 3 6
to an officer 2 4
