of documents 1 of 1
the high level 4 1
the highest risk 1 2
the hiring of 4 2
the history of 28 1
the homeland security 1 1
the hope is 2 1
the hopes of 3 1
the human race 1 1
the idea is 2 1
the idea of 22 2
the impact of 53 13
the impact on 2 1
the impetus for 3 1
the implementation of 21 3
the implications of 3 5
the importance of 33 3
the increase in 10 2
the individual officer 1 1
the industrialized world 1 1
the influence of 15 5
the information age 3 2
the information technology 4 1
the inquiry by 1 1
the integration of 1 1
the interest of 5 1
the interests of 8 1
the international association 4 1
the internet into 1 1
the internet is 5 1
the interrogation of 1 1
the intersection of 7 1
the introduction of 6 1
the involvement of 3 1
the irony of 2 1
the jurisdiction s 6 1
the kansas city 6 2
the key to 4 4
the kind of 30 1
the lack of 25 1
the last few 7 2
the last several 3 1
the last three 5 2
the last two 10 2
the last years 4 1
the late nineteenth 5 2
the late s 27 4
the late twentieth 7 4
the law and 34 1
the law by 2 1
the legislative branch 1 1
the legitimacy and 2 1
the legitimacy of 20 1
the level of 28 2
the life course 3 3
the likelihood of 16 1
the likelihood that 14 2
the limitations of 6 1
the literature and 2 1
the literature on 6 1
the local level 1 1
the local police 3 1
the local political 1 1
the local role 1 1
the location and 1 1
the locations of 3 1
the london metropolitan 1 1
the lookout for 2 1
the los angeles 56 16
the magnitude of 8 1
the maintenance of 1 1
the management of 6 1
the many thousands 1 1
the meaning of 11 1
the members of 2 1
the midst of 5 1
the militarization of 6 1
the military and 1 2
the minds of 2 1
the minutiae of 1 1
the model of 2 1
the model predicts 1 2
the most challenging 1 1
the most cited 1 1
the most commonly 1 1
the most consequential 1 1
the most crime 2 1
the most difficult 1 1
the most effective 3 1
the most efficient 2 1
the most obvious 2 1
the most part 2 2
the most popular 3 2
the most promising 4 1
the most significant 8 1
the most visible 1 2
the move to 2 1
the movement of 2 1
the movement toward 2 2
the nation s 20 13
the nation to 2 6
the national academy 3 1
the national institute 3 3
the national level 1 2
the national police 1 2
the nature and 7 5
the nature of 34 8
the need for 48 3
the need to 36 1
the needs of 6 3
the neighborhood but 2 1
the neighborhood in 5 4
the neighborhoods they 1 1
the new blue 1 1
the new demographics 2 1
the new methods 1 1
the new police 3 1
the new program 1 1
the new system 3 5
the new york 82 8
the newark foot 1 1
the next crime 1 2
the next few 3 1
the next level 2 3
the next step 5 1
the nineteenth century 4 1
the notion of 8 3
the notion that 9 3
the number of 81 16
the numbers of 6 1
the object of 1 1
the office of 17 1
the officer has 6 1
the officer may 2 1
the officer s 15 5
the officers of 1 1
the old time 1 1
the on the 1 1
the operations of 1 1
the opportunity for 1 1
the organization and 2 1
the organization of 3 1
the organization s 3 8
the organization this 1 1
the organization to 2 2
the outcome of 9 1
the overall amount 2 1
the panel s 3 1
the participants in 2 1
the particulars of 1 1
the patrol officer 1 2
the pattern of 2 2
the performance of 7 1
the persistence of 11 7
the person is 7 4
the police a 4 2
the police and 54 8
the police are 34 7
the police as 20 1
the police at 2 1
the police before 5 1
the police by 1 1
the police chief 9 3
the police could 5 1
the police culture 1 6
the police department 42 8
the police do 5 1
the police executive 1 2
the police for 5 1
the police from 3 2
the police in 22 9
the police officer 34 1
the police officers 13 2
the police on 2 2
the police policing 1 1
the police regardless 1 1
the police should 2 1
the police their 1 1
the police themselves 3 4
the police to 21 3
the police will 9 1
the police would 6 1
the policies and 3 1
the policing of 3 1
the policy s 7 1
the politics of 16 1
the pool of 4 1
the population of 1 1
the position of 2 1
the possibility of 25 1
the possibility that 20 1
the potential of 10 1
the potential to 33 1
the power of 35 1
the power to 13 2
the practice of 7 4
the practices of 1 2
the precinct s 1 2
the predictability of 1 2
the predicted crime 1 1
the predictive policing 10 2
the preferences of 2 1
the preponderance of 2 1
the presence of 20 5
the pressure for 1 3
the pressure to 2 1
the principle that 1 1
the private sector 21 2
the product of 14 1
the production and 2 1
the program and 2 2
the program is 3 4
the program on 1 2
the program s 4 2
the program to 4 4
the program was 8 5
the program which 1 4
the progressive era 5 1
the project is 3 1
the proliferation of 7 1
the promise of 14 3
the promotion of 1 1
the proposition that 7 1
the provision of 2 1
the public and 11 1
the public in 8 1
the public s 11 6
the public sector 7 1
the public should 3 1
the public to 10 1
the purpose of 27 1
the purposes of 10 1
the quality of 26 4
the question of 20 2
the racial composition 16 1
the range of 6 2
the rank and 67 7
the rank of 1 1
the ranks of 2 3
the rapidly developing 1 1
the rate of 14 1
the reaction to 1 2
the reason is 1 1
the reform and 2 1
the relation between 1 1
the relationship between 29 1
the reliability of 8 2
the representation of 3 1
the requirements of 3 2
the research is 3 1
the research on 3 2
the research that 1 1
the researcher to 1 1
the researchers found 4 1
the responding officer 1 1
the rest of 20 3
the results are 1 3
the results were 3 1
the right way 2 1
the risk of 49 1
the risk society 1 1
the road to 4 1
the role of 62 5
the role they 1 1
the rule of 5 1
the s a 2 1
the s although 2 1
the s and 33 9
the s by 1 1
the s policing 1 1
the s since 1 1
the s the 7 1
the s when 2 1
the same can 2 1
the same study 3 1
the same thing 2 1
the same time 41 4
the same way 16 2
the san bernardino 2 2
the santa clara 1 4
the santa cruz 6 19
the scene in 1 1
the science of 6 1
the scope and 2 1
the scope of 35 1
the search warrant 3 1
the second is 2 1
the second the 1 1
the segments of 1 1
the selection of 7 4
the september terrorist 1 1
the seriousness of 4 2
the set of 3 1
the severity of 5 1
the sheriff s 13 3
the short and 4 1
the short run 1 2
the size and 2 2
the size of 11 4
the sort of 9 3
the sorts of 1 4
the source of 5 1
the specifics of 3 1
the st louis 3 1
the start of 4 1
the state of 23 3
the state with 2 1
the street level 3 1
the streets and 3 1
the structure of 6 10
the structures and 1 6
the study of 7 2
the style of 1 1
the subject of 17 1
the success of 11 1
the support of 1 2
the survey of 1 1
the system of 2 1
the task of 4 1
the technology in 2 1
the technology is 3 1
the technology that 1 2
the technology to 1 1
the technology will 2 1
the temptation to 1 2
the tension between 3 2
the terrorist attacks 6 1
the things that 1 1
the threat of 22 6
the time and 6 1
the time the 6 1
the trajectory of 1 2
the transformation of 2 1
the transparency of 8 1
the trend toward 1 1
the triumph of 2 1
the twentieth century 11 14
the twenty first 10 11
the two cultures 1 1
the two most 1 1
the two way 2 1
the type of 16 1
the u s 136 6
the ubiquity of 1 1
the united kingdom 3 6
the united states 187 21
the university of 54 2
the us and 3 1
the use of 224 11
the usefulness of 3 1
the utility of 4 2
the validity of 7 1
the value of 19 1
the values of 6 2
the vanguard of 1 1
the variation in 1 1
the vast majority 15 4
the view that 7 1
the virtue of 1 1
the wake of 27 3
the war on 121 1
the way in 3 1
the way it 4 2
the way of 5 1
the way the 8 1
the way they 5 1
the ways in 12 1
the ways that 1 1
the web of 5 1
the week the 5 1
the weight of 1 1
the widespread use 3 1
the willingness of 2 3
the work of 15 3
the world of 18 1
their ability to 24 3
their behavior by 1 1
their capacity to 1 1
their commitment to 1 1
their daily work 1 1
their data sets 1 1
their efforts to 4 1
their fair share 1 1
their level of 1 2
their members and 1 1
their own and 1 1
their presence in 3 1
their role in 1 1
their success in 1 1
their susceptibility to 3 1
their use of 10 1
their work and 1 1
them and their 4 1
them and thus 1 1
them but it 1 1
them during the 3 1
them he said 1 2
them in a 6 1
them in an 5 1
them n police 1 1
them on the 2 1
them to be 5 1
them up in 1 1
them when they 3 1
then it has 1 1
then they re 1 1
theory based analysis 3 1
there appears to 4 1
there are a 8 2
there are already 1 1
there are also 8 2
there are at 2 1
there are distinct 1 1
there are important 2 1
there are many 10 2
there are other 2 1
there are reasons 1 1
there are some 7 2
there are three 5 1
there are ways 2 1
there has been 15 2
there is a 65 7
there is an 7 2
there is considerable 2 1
there is evidence 1 1
there is in 1 2
there is little 16 1
there is much 2 1
there is no 91 2
there is not 3 3
there is reason 2 1
there is some 5 1
there is value 2 1
there is very 1 1
there may be 13 3
there might be 6 1
there s a 18 2
there s no 2 1
there was a 7 2
there was an 4 1
there was no 7 2
there was not 1 1
there were approximately 1 1
there were fewer 2 1
there will be 9 4
these changes are 1 1
these data would 1 1
these features of 1 1
these methods have 2 1
these technologies may 1 1
these two cities 1 1
they are able 1 1
they are committed 1 1
they are not 13 5
they are often 3 1
they are the 7 1
they are willing 1 1
they can use 2 1
they do not 20 1
they found that 4 1
they had become 1 1
they had been 5 1
they have become 3 1
they have been 14 2
they make it 1 2
they may be 7 2
they may in 2 1
they operate largely 2 1
they possess on 1 1
they require and 2 1
they seek to 2 1
they seem to 1 1
they should be 8 2
they tend to 4 3
they were directed 1 1
they will have 3 1
think it s 2 2
third there is 1 1
this can be 12 1
this community as 1 1
this degree of 1 1
this essay has 2 1
this feedback loop 2 1
this has not 2 2
this information to 1 1
this is not 27 4
this is the 14 1
this is to 5 1
this is what 4 2
this is where 2 2
this led to 1 1
this line of 1 1
this literature is 1 1
this may be 4 2
this process was 1 1
this regard as 1 1
this section we 2 1
this sort of 9 2
this was the 2 1
this would be 7 2
those areas to 1 1
those involved in 4 1
those of other 1 1
those officers who 1 1
those parts of 1 2
those that are 3 1
those who are 13 2
those who have 7 1
those with lower 1 1
those with no 1 1
though there is 3 1
thought to be 3 3
thought to have 1 1
threat of litigation 1 1
threat of terrorism 3 4
threats to the 1 2
three decades have 1 3
three police departments 3 1
three times the 1 2
three types of 3 1
through the s 1 1
throughout the state 1 2
throughout the united 3 1
thus far have 1 1
thus far this 1 1
thus in the 1 1
thus while the 1 1
time and location 3 1
time date and 1 4
time is a 1 2
time magazine in 3 2
time of change 2 1
time of year 1 1
time sworn officers 2 1
time to catch 1 1
time to engage 1 3
time with the 2 1
timely and accurate 2 1
times company of 3 1
times last year 1 2
times the number 2 1
to a central 3 1
to a few 2 1
to a given 1 1
to a lack 3 1
to a large 1 1
to a much 3 1
to a number 3 1
to a police 3 3
to a problem 1 1
to a variety 4 1
to act in 2 1
to adopt an 1 1
to adopt and 2 2
to adopt them 1 1
to advance their 1 1
to aggressive enforcement 1 1
to answer the 2 1
to arrest more 1 4
to assess the 15 2
to assess whether 3 1
to attempt to 3 1
to avoid the 13 1
to be a 51 4
to be considerable 1 1
to be employed 1 1
to be especially 1 1
to be honest 4 2
to be influenced 1 1
to be insufficient 1 1
to be less 3 1
to be more 13 1
to be much 6 1
to be of 2 1
to be on 4 1
to be subjected 3 1
to be sufficient 1 1
to be that 3 2
to be the 25 6
to bear on 3 1
to become more 5 1
to better understand 3 1
to calls for 6 3
to capture the 9 1
to capture those 1 1
to challenge the 5 1
to change and 1 1
to change in 2 2
to change the 8 3
to changes in 2 1
to close the 1 1
to collaborate in 1 1
to combat crime 4 4
to commit a 22 1
to community policing 9 1
to compare the 3 1
to conclude that 9 1
to consider how 2 1
to consider the 15 1
to continue to 7 2
to control for 2 1
to control in 1 1
to control the 2 1
to coordinate and 1 1
to create a 26 1
to crime control 2 1
to deal with 11 4
to detect patterns 3 1
to deter crime 2 2
to deter them 1 1
to determine where 7 2
to develop a 10 1
to develop and 2 2
to develop the 3 1
to distinguish the 1 1
to do a 3 2
to do is 4 1
to do so 44 5
to do their 1 1
to do this 1 1
to dominate the 1 1
to each of 4 1
to employ the 2 1
to enable police 2 1
to engage in 37 8
to establish how 1 1
to estimate the 4 1
to evaluate the 16 1
to exercise their 2 1
to expand the 8 2
to expect that 3 2
to experience a 2 1
to experiment with 3 1
to explain a 1 1
to explore how 1 1
to explore the 1 1
to fail to 1 1
to federal law 2 1
to fight crime 5 3
to figure out 5 1
to find a 7 1
to find ways 2 1
to focus more 1 1
to focus on 29 2
to follow the 7 1
to gauge the 2 1
to get them 1 1
to go beyond 2 1
to govern their 1 1
to guide the 1 1
to happen next 2 1
to have an 4 4
to have assigned 1 1
to have been 3 1
to have little 1 1
to have the 1 2
to help him 1 1
to help police 6 6
to help them 2 1
to how the 2 1
to identify and 17 1
to identify hot 2 1
to identify people 4 1
to implement and 4 1
to implement community 1 1
to implement the 3 1
to implement them 1 1
to include more 4 1
to incorporate the 2 2
to increase security 1 1
to increase the 12 1
to invest in 3 1
to its quality 1 1
to judge the 3 2
to know how 3 1
to know more 1 1
to know to 2 1
to know what 2 1
to late twentieth 1 1
to law and 2 1
to law enforcement 70 1
to learn the 1 3
to local governments 2 1
to los angeles 3 1
to maintain their 3 1
to make any 2 1
to make arrests 3 1
to make it 8 1
to make such 2 1
to maximize their 1 1
to measure the 3 3
to members of 2 2
to merge the 1 1
to modern policing 1 2
to monitor the 2 1
to move beyond 2 1
to move toward 2 1
to note that 10 1
to occur in 6 3
to occur next 1 1
to offer a 5 1
to offer the 1 1
to officers in 1 1
to one that 2 2
to participate in 15 2
to patrol massive 1 1
to patrol officers 1 1
to pay at 2 1
to pay for 4 1
to perceive the 1 1
to piece together 2 1
to predict crime 9 8
to predict future 11 2
to predict the 10 3
to predict when 8 2
to predict where 4 3
to predicting where 1 1
to preserve compstat 1 1
to prevent crime 3 1
to prevent it 3 4
to produce the 2 1
to protect and 5 6
to protect the 8 1
to prove it 1 1
to provide a 16 1
to provide the 3 1
to push the 1 1
to reduce crime 17 2
to reduce the 14 4
to reestablish a 1 1
to reflect on 1 1
to reflect the 2 1
to rely more 4 1
to rely not 1 1
to report the 4 1
to report to 7 1
to respond quickly 1 1
to respond to 12 4
to say that 29 4
to search for 2 1
to see a 5 1
to see how 9 1
to see what 4 1
to serve as 16 1
to show a 2 1
to solve problems 1 2
to solve the 4 1
to some extent 5 2
to spend their 1 1
to street officers 1 1
to study the 1 2
to succeed in 2 1
to suggest that 13 1
to support more 1 1
to support the 12 1
to suppress and 1 1
to suspect that 2 1
to take a 12 1
to take hold 2 1
to take into 4 1
to take the 5 1
to talk about 4 4
to tell us 1 1
to terror attacks 3 1
to test the 1 2
to that of 6 2
to the absence 1 1
to the attacks 2 1
to the average 2 1
to the chief 1 1
to the department 15 1
to the development 5 1
to the executive 1 1
to the extent 37 6
to the governance 1 1
to the ideal 1 1
to the increase 1 1
to the information 8 1
to the late 2 1
to the law 17 1
to the members 3 1
to the mid 1 1
to the national 8 2
to the neighborhood 3 1
to the new 9 1
to the next 3 3
to the organization 1 3
to the particular 4 1
to the police 28 3
to the political 4 1
to the present 5 1
to the private 5 1
to the question 5 1
to the race 1 1
to the rank 1 1
to the reform 3 1
to the rest 1 2
to the same 14 1
to the size 1 1
to the standard 1 1
to the study 1 1
to the threat 2 1
to the two 2 1
to the u 8 1
to the united 11 1
to this point 6 1
to track the 2 1
to transform police 1 1
to try to 10 1
to turn the 1 1
to understand how 6 1
to understand the 24 1
to use a 5 6
to use it 5 1
to use the 19 2
to weaken the 1 1
to what degree 6 1
to what extent 7 1
to whether the 5 1
to which it 5 1
to which street 1 1
to which the 7 3
to which they 6 3
to work closely 2 1
to work in 5 1
to work with 8 1
todd r clear 1 1
top of the 3 1
topics computer internet 3 1
topics for related 20 1
toward a new 2 1
toward the police 4 1
town hall meetings 1 1
trade offs between 1 1
traditional methods of 1 1
traffic stops and 1 1
training and the 3 1
training as a 1 1
training officers to 1 1
training they have 1 1
trajectory of the 1 1
transformation of the 2 1
transparency in the 3 1
transparency of the 2 1
trends in the 1 1
trial and error 3 2
trial law enforcement 1 1
tried out in 1 2
trust in the 12 1
try to deter 1 1
try to do 3 1
try to prevent 2 4
trying to prevent 1 1
trying to use 2 1
tuch race and 1 1
turn the internet 1 1
turn to the 3 1
turned out to 1 1
turning to the 4 1
turns out that 1 2
twenty first century 12 13
twice the rate 2 1
two cultures of 1 1
two decades ago 2 1
two decades has 2 1
two of the 5 2
two or three 2 1
two to three 2 1
two way radio 2 2
two women were 1 2
tyler and huo 3 1
type newspaper copyright 33 11
type newspaper journal 13 4
type of offense 1 1
type of technology 4 1
types of crime 13 1
types of police 5 1
u s a 6 1
u s air 1 1
u s and 9 1
u s constitution 2 1
u s department 17 7
u s government 21 3
unclear as to 1 1
unclear whether the 1 1
understanding and controlling 1 1
understanding of police 3 1
united states a 2 1
united states and 19 1
united states as 2 2
united states f 1 1
united states in 4 2
united states is 1 1
united states national 1 1
united states that 1 1
united states will 1 1
university and the 2 1
university department of 1 1
university of california 24 2
university of chicago 4 10
university of michigan 4 2
university professor and 1 1
unsurprising that the 1 1
up in a 4 1
up much of 1 2
up to the 10 1
up to three 2 1
url http www 3 1
us about the 2 1
use a combination 1 1
use a new 1 4
use computers to 1 1
use in the 6 1
use of computer 3 2
use of computers 3 1
use of deadly 9 2
use of force 95 2
use of lethal 1 1
use of new 1 1
use of police 9 2
use of these 5 1
use predictive policing 2 1
use the predictive 2 2
used by police 19 1
used for example 1 1
used to describe 5 1
used to measure 2 1
used to predict 10 1
useful to consider 1 1
uses historical data 1 1
using the number 1 1
v ericson the 1 1
value of these 2 1
values of their 1 1
variable in a 1 1
variation on this 1 1
varieties of police 1 5
variety in the 1 1
variety of ways 1 1
varying degrees of 1 1
vast majority of 16 2
very difficult to 4 1
very easy to 1 1
view from the 1 1
view in police 1 1
view of policing 4 1
view of the 14 2
violence and the 4 1
violent crime in 5 1
violent crime to 1 1
virtue of the 4 1
w malinowski police 1 1
wake of the 13 2
wanted lists looking 1 1
war on terror 8 1
was a small 1 1
was far from 1 1
was found on 1 1
was found to 3 2
was not a 5 1
was not clear 1 1
was not the 6 1
was on the 2 1
was one of 9 2
was the case 2 1
was thought to 1 1
watchman and community 1 1
way in which 4 2
way it is 2 2
way out of 1 1
way that is 2 1
way that makes 1 2
way the police 3 1
ways in which 18 4
we are all 1 1
we are not 3 1
we can anticipate 3 1
we can be 1 1
we care about 1 1
we consider a 1 1
we could learn 1 1
we do not 12 2
we don t 14 6
we find that 1 1
we have a 6 2
we have to 8 4
we know about 1 2
we learn from 3 1
we look at 2 2
we may also 1 1
we must be 2 1
we need to 28 2
we note that 1 1
we re going 3 1
we re the 1 4
we recognize that 4 1
we should be 3 1
we should expect 3 1
we should not 1 1
we suggest that 1 1
we think of 4 1
we think that 1 1
we ve learned 5 1
we will not 3 2
wednesday predictive policing 1 1
weight of the 1 1
weisburd et al 7 4
weisburd making sense 2 1
weisburd the irony 2 1
well as its 3 1
well as the 29 4
well established that 2 1
well into the 4 1
well it s 1 1
were able to 3 1
were allowed to 1 1
were arrested for 2 2
were assigned to 2 2
were attached to 1 1
were designed to 3 2
were directed to 1 1
were likely to 2 3
were to be 2 1
were trying to 1 1
wesley g skogan 13 3
what are the 6 1
what can police 2 1
what can we 4 1
what doesn t 1 2
what extent the 1 1
what happened in 3 1
what happens when 6 4
what has become 2 1
what is available 1 1
what is more 3 1
what is the 9 1
what on the 1 1
what police officers 1 1
what s going 1 1
what s more 4 2
what s the 3 1
what the public 2 2
what they can 2 1
what type of 8 1
what we can 2 1
what we know 2 3
what we need 1 1
what we think 1 1
what we ve 6 2
when and where 15 6
when considering the 2 1
when he was 4 4
when i was 2 1
when it was 2 4
when the police 16 2
when there is 5 1
when they are 13 3
when things go 3 1
where and how 2 3
where and when 7 6
where crimes are 1 1
where crimes will 4 2
where criminals will 1 1
where future crimes 3 4
where i think 2 2
where it occurred 1 1
where it s 8 2
where officers use 1 1
where police are 1 1
where police have 1 1
where there is 6 4
whether a person 2 4
whether and how 8 3
whether it is 12 1
whether the police 9 1
whether there has 1 1
whether there is 7 1
which are more 1 1
which have been 4 2
which in many 1 1
which in the 4 1
which in turn 13 1
which is not 5 3
which is one 1 2
which is the 4 1
which means that 10 3
which relies on 2 2
which requires the 1 1
which the police 8 3
which the standard 1 1
which they are 4 1
which would include 1 1
while it is 8 1
while it may 2 2
while the threat 1 1
while there are 1 1
who are members 1 1
who are more 3 1
who are not 6 2
who are targeted 1 1
who did not 7 1
who done it 1 1
who has led 1 1
who have developed 1 1
who live in 12 1
who lives in 1 1
who may have 1 1
who might be 9 1
who see the 2 1
who would be 4 1
whom they have 1 1
why are you 1 1
why reforms fail 2 1
wide range of 21 4
wide variety of 12 2
widespread adoption of 1 1
widespread use of 5 1
will affect police 1 1
will be a 12 1
will be able 16 2
will be difficult 2 1
will be first 1 2
will be implemented 2 1
will be no 4 1
will be to 1 1
will decide how 1 4
will have an 1 1
will have profound 1 1
will make police 1 1
will not go 1 1
will not require 1 1
will occur at 1 1
will often be 2 1
will require a 6 1
william a geller 3 2
william bratton the 1 1
william j bratton 4 3
williams and murphy 5 1
willie sutton a 1 1
willing or able 1 1
willing to report 1 1
willing to take 1 1
windows of time 1 2
windows policing a 1 1
windows policing and 6 1
with a dynamic 1 2
with a focus 6 2
with a high 5 1
with a host 1 1
with a more 2 1
with a particular 6 1
with an increased 1 1
with community groups 1 3
with community policing 8 2
with crime data 2 6
with each other 8 1
with enough data 1 4
with few exceptions 2 1
with full time 2 1
with good reason 1 1
with law enforcement 31 1
with lower levels 1 1
with many of 1 1
with more than 7 1
with notions of 1 2
with only a 2 1
with or more 1 5
with others in 1 1
with regard to 18 2
with responsibility for 1 1
with state and 2 1
with that in 1 1
with the city 8 1
with the community 9 3
with the cooperation 1 1
with the emergence 1 1
with the first 2 1
with the highest 5 2
with the police 41 4
with the public 14 2
with the same 5 1
with the two 1 1
with their own 1 1
with them and 5 1
with them when 1 1
within a few 1 1
within a jurisdiction 2 1
within and outside 5 1
within police departments 7 1
within police organizations 2 1
within the organization 3 1
within the police 4 1
within the same 2 1
within which the 1 1
without trial law 1 1
words article police 2 1
work closely with 2 1
work e g 1 1
work in the 8 1
work of community 2 1
work of the 2 1
work the idea 1 1
work to transform 1 1
work with the 8 3
worked with the 7 2
working the street 1 1
working to develop 1 1
working with them 1 1
works as an 1 1
works for the 1 1
world of police 3 1
world where your 1 1
worry about the 3 1
would appear to 4 1
would be that 2 1
would be the 7 2
would be to 9 1
would be useful 1 1
would benefit from 1 3
would certainly be 1 3
would do well 2 1
would require the 1 1
would undoubtedly be 2 1
www manhattan institute 1 1
www ncjrs gov 15 3
www nytimes com 111 1
www santacruzsentinel com 1 4
year and that 2 2
year during the 1 1
years ago the 1 1
years later a 1 1
years of crime 2 8
years of the 7 1
years with the 2 1
yet it is 3 1
yet there is 1 1
yet to be 5 2
york city and 3 2
york city is 3 1
york city police 21 1
york city s 16 1
york police department 18 1
york times company 4 1
you can t 7 1
your community from 1 1
your father s 2 1
yuen j huo 1 1
